frag_from,frag_to,chemotype_from,chemotype_to,layer,cross_layer,undirected_key,direction,n_pairs,n_contexts,core_heavy,frag_heavy_max,frag_heavy_diff,frag_ratio,core_over_frag,mean_d_Hf,std_d_Hf,z_Hf,p_Hf,sign_consistency_Hf,sig_Hf,mean_d_Q,std_d_Q,z_Q,p_Q,sign_consistency_Q,sig_Q,mean_d_OBgood,std_d_OBgood,z_OBgood,p_OBgood,sign_consistency_OBgood,sig_OBgood,mean_d_Pe,std_d_Pe,z_Pe,p_Pe,sign_consistency_Pe,sig_Pe,mean_d_D,std_d_D,z_D,p_D,sign_consistency_D,sig_D,mean_d_P,std_d_P,z_P,p_P,sign_consistency_P,sig_P,mean_d_IS,std_d_IS,z_IS,p_IS,sign_consistency_IS,sig_IS,composite_z,composite_gated,n_improve,n_worsen,has_tradeoff,composite_props
[*:1]c1cn([*:2])nn1,[*:2]c1nn([*:1])nc1O,azole_ring,azole_ring,linker,False,*c1cn(*)nn1||*c1nn(*)nc1O,canonical,334,334,12.5599,6,1,0.323278,2.09331,-42.1222,11.0072,-0.839726,3.90019e-201,0,True,-45.0329,51.1998,-0.296236,1.94463e-43,0.182635,True,10.1187,2.93018,0.56261,2.53838e-187,1,True,-0.0613746,0.038598,-0.779218,2.42466e-93,0.0389222,True,0.123293,0.0816266,0.274241,4.38833e-88,0.92515,True,1.41902,0.606188,0.38429,2.33495e-137,0.973054,True,-29.0176,86.7538,-0.283758,2.73653e-09,0.317365,True,-0.694039,-0.694039,3,3,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1c([N+](=O)[O-])nnn1[*:2],[*:2]c1nnc(N[N+](=O)[O-])n1[*:1],nitro,nitramine,linker,False,*c1c([N+](=O)[O-])nnn1*||*c1nnc(N[N+](=O)[O-])n1*,canonical,307,307,12.9511,9,1,0.410001,1.43902,-0.195342,11.0365,-0.00389424,0.756679,0.495114,False,-60.1858,38.6582,-0.395915,6.29054e-84,0.0488599,True,-0.827764,0.921185,-0.0460248,2.53067e-41,0.185668,True,-0.00815668,0.0279559,-0.103558,5.62171e-07,0.364821,True,-0.0315808,0.0683061,-0.0702451,1.31317e-14,0.325733,True,-0.291464,0.59251,-0.0789324,3.68042e-16,0.315961,True,-4.62021,60.4353,-0.0451801,0.181404,0.511401,False,-0.698569,-0.694675,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1cnnn1[*:2],[*:1]c1cnn([*:2])n1,azole_ring,azole_ring,linker,False,*c1cnn(*)n1||*c1cnnn1*,reverse,381,381,12.6509,5,0,0.283271,2.53018,-6.23084,3.67809,-0.124215,7.15983e-114,0.0551181,True,-25.248,15.2616,-0.166087,5.53984e-111,0.0551181,True,-0,0,-0,,1,False,-0.0190178,0.0122648,-0.241453,2.79322e-103,0.0551181,True,-0.0401343,0.0440115,-0.0892706,5.57944e-52,0.149606,True,-0.276472,0.414182,-0.0748724,2.45359e-32,0.207349,True,-4.43389,76.9081,-0.0433581,0.261164,0.496063,False,-0.695897,-0.695897,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnc(O)n1[*:1],[*:1]c1ncn([*:2])n1,azole_ring,azole_ring,linker,False,*c1ncn(*)n1||*c1nnc(O)n1*,reverse,337,337,12.6469,6,1,0.32177,2.10781,31.0801,11.2459,0.619597,1.43166e-159,1,True,-5.54417,59.0443,-0.0364708,0.085673,0.548961,False,-10.3274,3.48034,-0.574218,7.97704e-169,0,True,0.0225056,0.0406331,0.285734,2.37564e-21,0.756677,True,-0.214138,0.102543,-0.476307,9.86354e-125,0.0178042,True,-2.03364,0.705194,-0.550737,4.327e-165,0.0118694,True,2.85149,104.43,0.0278842,0.616518,0.52819,False,-0.732402,-0.695931,2,3,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(N)nnn1[*:2],[*:1]c1nn([*:2])nc1N,azole_ring,azole_ring,linker,False,*c1c(N)nnn1*||*c1nn(*)nc1N,canonical,412,412,12.2937,6,0,0.327982,2.04895,-6.59437,4.22964,-0.131462,3.11108e-112,0.0606796,True,-25.8212,16.5914,-0.169857,5.24461e-112,0.0606796,True,0,0,0,,0,False,-0.0204532,0.0134066,-0.259675,1.67993e-109,0.0606796,True,-0.0350426,0.0419744,-0.0779452,3.14929e-49,0.18932,True,-0.215402,0.399478,-0.0583338,1.22385e-24,0.264563,True,1.09422,77.7118,0.0107001,0.775174,0.529126,False,-0.697274,-0.697274,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1N[N+](=O)[O-],[*:1]c1nnc([N+](=O)[O-])n1[*:2],nitramine,nitro,linker,False,*c1nnc([N+](=O)[O-])n1*||*c1nnn(*)c1N[N+](=O)[O-],reverse,361,361,12.5845,9,1,0.416966,1.39828,-15.1432,4.84574,-0.301887,4.76917e-188,0,True,9.10773,17.5365,0.0599126,1.74095e-20,0.700831,True,0.793589,0.9252,0.0441245,4.06486e-45,0.811634,True,-0.028477,0.014818,-0.361547,4.35125e-123,0.0110803,True,-0.0372193,0.0585996,-0.0827868,2.16385e-28,0.288089,True,-0.205777,0.539213,-0.0557272,2.55213e-12,0.365651,True,12.4248,68.5347,0.1215,0.000639472,0.578947,True,-0.697911,-0.697911,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(N[N+](=O)[O-])nnn1[*:2],[*:2]c1nnc([N+](=O)[O-])n1[*:1],nitramine,nitro,linker,False,*c1c(N[N+](=O)[O-])nnn1*||*c1nnc([N+](=O)[O-])n1*,canonical,329,329,12.772,9,1,0.413374,1.41912,-14.9456,11.7229,-0.297948,7.32757e-71,0.139818,True,10.9041,41.064,0.0717296,2.23617e-06,0.595745,True,0.679346,0.975397,0.0377725,4.41946e-30,0.762918,True,-0.0277079,0.0298128,-0.351783,2.31006e-46,0.18845,True,-0.041092,0.0720376,-0.0914008,6.71272e-22,0.264438,True,-0.24639,0.623038,-0.0667257,4.90765e-12,0.31003,True,11.767,57.6376,0.115067,0.000249875,0.541033,True,-0.698355,-0.698355,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(N[N+](=O)[O-])nnn1[*:2],[*:1]c1nn(N=[N+]=[N-])nc1[*:2],nitramine,azide,linker,False,*c1c(N[N+](=O)[O-])nnn1*||*c1nn(N=[N+]=[N-])nc1*,canonical,335,335,12.7642,9,1,0.413524,1.41824,70.2822,7.7721,1.40111,0,1,True,-19.6165,35.7448,-0.129041,6.43605e-21,0.319403,True,-10.8494,2.3187,-0.603238,2.34134e-229,0,True,-0.00585045,0.0259199,-0.0742779,4.56577e-05,0.331343,True,-0.269222,0.0700847,-0.598831,2.99397e-202,0,True,-2.56932,0.647713,-0.695805,1.26782e-206,0,True,81.476,111.035,0.796738,3.51878e-33,0.808955,True,-0.700083,-0.700083,1,5,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnc([*:2])[nH]1,azole_ring,azole_ring,linker,False,*c1nc(O)n(*)n1||*c1nnc(*)[nH]1,canonical,385,385,12.5377,6,1,0.323665,2.08961,26.9996,7.99283,0.538249,2.62653e-212,1,True,-19.9336,44.6836,-0.131127,6.66161e-17,0.345455,True,-10.18,3.12235,-0.56602,6.9148e-207,0,True,0.00698597,0.0282629,0.0886947,1.79713e-06,0.605195,True,-0.137666,0.0781237,-0.30621,5.57084e-120,0.0285714,True,-1.20015,0.564736,-0.325016,1.20036e-144,0.0181818,True,36.1337,90.7465,0.353345,5.40429e-14,0.662338,True,-0.701429,-0.701429,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1nnc([*:2])n1O,[*:1]Nn1nnc(N)c1[*:2],azole_ring,azole_ring,linker,False,*Nc1nnc(*)n1O||*Nn1nnc(N)c1*,canonical,105,105,12.6667,7,0,0.355932,1.80952,32.7873,5.94273,0.653632,6.62297e-80,1,True,-58.3319,34.6583,-0.383719,2.84466e-32,0.0285714,True,-8.97917,1.46091,-0.499253,1.207e-84,0,True,0.02188,0.0234197,0.277791,6.04804e-16,0.828571,True,-0.148521,0.0775044,-0.330355,9.08156e-37,0,True,-1.55313,0.704711,-0.420608,6.79637e-42,0,True,-14.1248,71.1313,-0.138123,0.0444184,0.361905,True,-0.702513,-0.702513,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1N=[N+]=[N-],[*:1]c1nn([*:2])nc1N=[N+]=[N-],azide,azide,linker,False,*c1nn(*)nc1N=[N+]=[N-]||*c1nnn(*)c1N=[N+]=[N-],reverse,420,420,12.769,8,0,0.385189,1.59613,-6.65612,3.52594,-0.132693,2.23309e-140,0.0214286,True,-23.3141,12.7809,-0.153365,1.54585e-135,0.0214286,True,-0,0,-0,,1,False,-0.0172124,0.00986778,-0.21853,2.4743e-129,0.0214286,True,-0.0457503,0.0369158,-0.101762,7.97134e-87,0.109524,True,-0.360401,0.363737,-0.0976014,2.52936e-64,0.15,True,-4.76159,74.6985,-0.0465627,0.192145,0.485714,False,-0.703952,-0.703952,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(N[N+](=O)[O-])nnn1[*:2],[*:2]c1nnc(N[N+](=O)[O-])n1[*:1],nitramine,nitramine,linker,False,*c1c(N[N+](=O)[O-])nnn1*||*c1nnc(N[N+](=O)[O-])n1*,canonical,339,339,12.7463,9,0,0.413863,1.41626,-8.15501,10.4276,-0.162574,5.43437e-37,0.244838,True,-26.1834,34.5917,-0.17224,3.39336e-35,0.244838,True,0,0,0,,0,False,-0.0188988,0.0251704,-0.239941,9.18967e-35,0.241888,True,-0.0313249,0.0568358,-0.0696759,2.68996e-21,0.289086,True,-0.220168,0.509912,-0.0596244,2.82369e-14,0.318584,True,14.3553,62.6333,0.140378,3.14324e-05,0.619469,True,-0.704056,-0.704056,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nc([*:2])n(O)n1,[*:2]c1nn([*:1])nc1O,azole_ring,azole_ring,linker,False,*c1nc(*)n(O)n1||*c1nn(*)nc1O,canonical,366,366,12.347,6,0,0.327029,2.05783,-5.5241,8.77495,-0.110126,2.34357e-28,0.303279,True,-22.278,36.4343,-0.146549,4.62284e-27,0.303279,True,0,0,0,,0,False,-0.0162137,0.0273563,-0.20585,9.82159e-26,0.300546,True,-0.0551459,0.0627702,-0.122661,2.33176e-47,0.191257,True,-0.439409,0.503338,-0.118998,6.39355e-47,0.199454,True,3.12059,69.7465,0.0305157,0.392579,0.519126,False,-0.704184,-0.704184,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn(C)c1[*:2],[*:1]c1nc(C)n([*:2])n1,azole_ring,azole_ring,linker,False,*c1nc(C)n(*)n1||*c1nnn(C)c1*,reverse,449,449,12.3898,6,0,0.326269,2.06496,-5.53474,7.1727,-0.110338,1.83089e-47,0.231626,True,-22.7021,30.8922,-0.149339,5.21698e-44,0.231626,True,-0,0,-0,,1,False,-0.018796,0.0266729,-0.238636,3.30218e-41,0.233853,True,-0.051786,0.0605762,-0.115188,1.99804e-55,0.178174,True,-0.342095,0.403098,-0.0926439,7.96285e-55,0.195991,True,-10.2384,76.3133,-0.10012,0.00467527,0.465479,True,-0.706145,-0.706145,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn(N[N+](=O)[O-])c1[*:2],[*:1]c1nn([*:2])nc1N[N+](=O)[O-],nitramine,nitramine,linker,False,*c1nn(*)nc1N[N+](=O)[O-]||*c1nnn(N[N+](=O)[O-])c1*,reverse,393,393,12.7786,9,0,0.413249,1.41985,-8.58155,7.18356,-0.171077,1.3027e-77,0.10687,True,-28.4211,24.8101,-0.18696,1.786e-73,0.10687,True,-0,0,-0,,1,False,-0.0205771,0.0180969,-0.261249,9.35374e-73,0.10687,True,-0.0240907,0.0459607,-0.053585,1.67609e-22,0.323155,True,-0.124016,0.443579,-0.0335851,5.48575e-08,0.430025,True,24.1182,62.642,0.235847,1.76905e-13,0.676845,True,-0.706457,-0.706457,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1nn(O)nc1[*:2],[*:1]Nn1nncc1[*:2],azole_ring,azole_ring,linker,False,*Nc1nn(O)nc1*||*Nn1nncc1*,canonical,103,103,12.2524,7,1,0.363591,1.75035,27.5836,4.26873,0.549892,3.23865e-85,1,True,-12.2464,38.9998,-0.0805595,0.00190921,0.485437,True,-9.55723,2.70743,-0.531394,1.34863e-59,0,True,0.0222505,0.0187625,0.282495,2.71337e-21,0.902913,True,-0.1892,0.0691481,-0.420837,2.32774e-49,0,True,-1.87633,0.636758,-0.508136,2.74863e-52,0,True,47.6772,75.6324,0.466226,4.84799e-09,0.757282,True,-0.70854,-0.70854,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(O)nnn1[*:2],[*:2]c1nncn1[*:1],azole_ring,azole_ring,linker,False,*c1c(O)nnn1*||*c1nncn1*,canonical,367,367,12.9401,6,1,0.316789,2.15668,28.7537,10.5768,0.573219,2.52464e-171,1,True,-9.20233,58.0312,-0.0605349,0.00255359,0.542234,True,-9.98735,3.15276,-0.555309,4.12443e-193,0,True,0.0197155,0.0385704,0.250311,2.90601e-20,0.765668,True,-0.191034,0.0958656,-0.424916,1.11312e-129,0.0190736,True,-1.81707,0.686333,-0.492086,1.26283e-167,0.0108992,True,48.386,102.759,0.473157,1.07125e-17,0.72752,True,-0.709317,-0.709317,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(C)nnn1[*:2],[*:2]c1nn([*:1])nc1C,azole_ring,azole_ring,linker,False,*c1c(C)nnn1*||*c1nn(*)nc1C,canonical,376,376,12.6835,6,0,0.321139,2.11392,-6.3508,10.7084,-0.126606,2.01918e-26,0.276596,True,-24.4205,44.0143,-0.160644,1.04622e-23,0.276596,True,0,0,0,,0,False,-0.019138,0.0367407,-0.242979,2.24163e-21,0.276596,True,-0.0448936,0.0712897,-0.0998569,4.20778e-29,0.25266,True,-0.295303,0.465668,-0.079972,1.9799e-29,0.271277,True,0.355106,89.6126,0.00347251,0.938793,0.521277,False,-0.710057,-0.710057,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([N+](=O)[O-])c1[*:2],[*:1]c1nn([N+](=O)[O-])nc1[*:2],nitro,nitro,linker,False,*c1nn([N+](=O)[O-])nc1*||*c1nnn([N+](=O)[O-])c1*,reverse,411,411,12.5061,8,0,0.390128,1.56326,-6.95803,3.89101,-0.138712,5.88505e-130,0.0364964,True,-24.2085,14.2872,-0.159249,9.85659e-123,0.0364964,True,-0,0,-0,,1,False,-0.0170528,0.0102503,-0.216504,2.55292e-120,0.0364964,True,-0.0440859,0.0426863,-0.0980602,9.90666e-67,0.121655,True,-0.362487,0.455871,-0.0981662,1.23874e-45,0.170316,True,1.08268,60.1388,0.0105873,0.715316,0.50365,False,-0.710691,-0.710691,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([N+](=O)[O-])nc1[*:2],[*:1]c1nnnn1[*:2],nitro,azole_ring,linker,False,*c1nn([N+](=O)[O-])nc1*||*c1nnnn1*,canonical,388,388,12.6082,8,3,0.388194,1.57603,18.0476,8.28143,0.359787,3.05213e-149,0.984536,True,-71.0963,84.6416,-0.467686,6.95333e-47,0.190722,True,-7.16205,4.53458,-0.398219,2.38951e-107,0,True,0.030843,0.0404734,0.391587,1.83737e-40,0.824742,True,-0.115414,0.115951,-0.256716,6.16427e-60,0.131443,True,-1.25586,0.851165,-0.340103,2.51588e-99,0.0515464,True,21.8674,84.8538,0.213837,5.9929e-07,0.579897,True,-0.711351,-0.711351,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([N+](=O)[O-])c1[*:2],[*:1]c1nnc([*:2])n1N[N+](=O)[O-],nitro,nitramine,linker,False,*c1nnc(*)n1N[N+](=O)[O-]||*c1nnn([N+](=O)[O-])c1*,reverse,380,380,12.5184,9,1,0.418246,1.39094,-0.229184,4.67779,-0.0045689,0.34015,0.447368,False,-62.4588,17.9137,-0.410867,2.24321e-214,0.00263158,True,-0.826392,0.922276,-0.0459484,1.52739e-50,0.192105,True,-0.00906763,0.0128562,-0.115124,3.52036e-35,0.189474,True,-0.0297782,0.0571146,-0.0662355,1.27926e-21,0.276316,True,-0.272192,0.568452,-0.0737131,8.7608e-19,0.310526,True,-5.36635,76.4776,-0.0524764,0.172172,0.465789,False,-0.716457,-0.711888,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1N[N+](=O)[O-],[*:1]c1nn(N=[N+]=[N-])nc1[*:2],nitramine,azide,linker,False,*c1nn(N=[N+]=[N-])nc1*||*c1nnn(*)c1N[N+](=O)[O-],reverse,333,333,12.6096,9,1,0.416481,1.40107,70.0459,7.68897,1.3964,0,1,True,-22.3336,38.4095,-0.146915,7.65401e-23,0.306306,True,-11.0039,2.33943,-0.611832,1.01582e-228,0,True,-0.00603784,0.0252522,-0.076657,1.71351e-05,0.321321,True,-0.265684,0.0712089,-0.590961,4.02217e-197,0,True,-2.52098,0.653848,-0.682715,1.4991e-201,0,True,80.5522,101.962,0.787704,6.30198e-37,0.846847,True,-0.71268,-0.71268,1,5,True,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1c([*:2])nnn1N=[N+]=[N-],[*:1]Nc1nnc([*:2])n1[N+](=O)[O-],azide,nitro,linker,False,*Nc1c(*)nnn1N=[N+]=[N-]||*Nc1nnc(*)n1[N+](=O)[O-],canonical,108,108,12.6111,9,0,0.416452,1.40123,-93.4377,6.58672,-1.86273,2.03609e-125,0,True,2.53765,26.2033,0.0166932,0.316475,0.518519,False,11.0865,1.29755,0.616425,4.68566e-102,1,True,-0.0412259,0.0306655,-0.523409,7.1749e-26,0.0185185,True,0.204673,0.0880991,0.455253,4.15712e-45,0.981481,True,2.21493,0.755872,0.599832,1.57276e-54,1,True,-32.6258,76.8979,-0.319041,2.4783e-05,0.314815,True,-0.697931,-0.714624,3,2,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc(N[N+](=O)[O-])n1[*:2],[*:1]c1nn([*:2])nc1N=[N+]=[N-],nitramine,azide,linker,False,*c1nn(*)nc1N=[N+]=[N-]||*c1nnc(N[N+](=O)[O-])n1*,reverse,412,412,12.7694,9,1,0.413424,1.41882,71.4539,3.89436,1.42447,0,1,True,-16.8681,31.0402,-0.110962,5.87922e-25,0.398058,True,-10.8409,2.27023,-0.602769,3.15214e-285,0,True,-0.00545388,0.0176795,-0.0692431,9.60577e-10,0.317961,True,-0.282537,0.0655833,-0.628448,1.06246e-267,0,True,-2.68716,0.626189,-0.727718,4.86985e-267,0,True,45.7787,106.662,0.447661,7.40978e-17,0.735437,True,-0.714671,-0.714671,1,5,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(N=[N+]=[N-])nnn1[*:2],[*:1]c1nc([*:2])n([N+](=O)[O-])n1,azide,nitro,linker,False,*c1c(N=[N+]=[N-])nnn1*||*c1nc(*)n([N+](=O)[O-])n1,canonical,365,365,12.6438,8,0,0.387525,1.58048,-94.1019,9.69712,-1.87597,0,0,True,1.74202,44.6434,0.0114594,0.456457,0.452055,False,11.775,1.6768,0.654708,0,1,True,-0.0417055,0.0338678,-0.529497,4.54661e-75,0.0630137,True,0.202707,0.0964407,0.45088,8.53235e-136,0.975342,True,2.15042,0.825827,0.582363,1.98164e-164,1,True,-9.38633,75.4587,-0.0917871,0.0179956,0.438356,True,-0.706055,-0.717515,3,2,True,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnc([N+](=O)[O-])n1[*:1],[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,nitro,nitramine,linker,False,*c1nc(*)n(N[N+](=O)[O-])n1||*c1nnc([N+](=O)[O-])n1*,reverse,386,386,12.7953,9,1,0.412932,1.4217,0.717047,8.70556,0.0142947,0.106429,0.38601,False,-55.4417,30.4056,-0.364707,1.18853e-124,0.0621762,True,-0.795284,0.982409,-0.0442188,3.86267e-44,0.217617,True,-0.00556632,0.0228629,-0.0706706,2.45991e-06,0.287565,True,-0.0472105,0.0795591,-0.10501,4.17103e-27,0.227979,True,-0.490817,0.742975,-0.13292,3.33334e-32,0.240933,True,-9.13816,83.4577,-0.0893603,0.03208,0.471503,True,-0.703232,-0.717527,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(O)nnn1[*:2],[*:1]c1nn([*:2])nc1N,azole_ring,azole_ring,linker,False,*c1c(O)nnn1*||*c1nn(*)nc1N,canonical,423,423,12.3995,6,0,0.326095,2.06659,31.2557,4.48469,0.623098,0,1,True,-68.8923,33.693,-0.453188,5.2715e-153,0.00945626,True,-9.65475,1.52759,-0.536816,0,0,True,0.0174279,0.0202183,0.221266,5.82394e-53,0.820331,True,-0.116843,0.0716981,-0.259893,5.15424e-121,0.0567376,True,-1.15407,0.612844,-0.312536,5.12765e-141,0.0260047,True,26.5991,81.8034,0.260107,7.22001e-11,0.695035,True,-0.71807,-0.71807,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1nc([*:2])n(N=[N+]=[N-])n1,[*:1]Nn1nc([*:2])nc1N=[N+]=[N-],azide,azide,linker,False,*Nc1nc(*)n(N=[N+]=[N-])n1||*Nn1nc(*)nc1N=[N+]=[N-],canonical,108,108,12.1481,9,0,0.425569,1.34979,-7.03759,3.30221,-0.140298,9.22963e-42,0.0277778,True,-23.7703,11.3183,-0.156366,3.34333e-41,0.0277778,True,0,0,0,,0,False,-0.0178639,0.00866734,-0.226802,1.72271e-40,0.0277778,True,-0.0452608,0.0507035,-0.100673,2.21095e-15,0.12963,True,-0.348692,0.488659,-0.0944305,3.0032e-11,0.194444,True,-20.7076,82.38,-0.202495,0.0102867,0.361111,True,-0.718569,-0.718569,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn(N[N+](=O)[O-])c1[*:2],[*:1]c1nn([*:2])nc1[N+](=O)[O-],nitramine,nitro,linker,False,*c1nn(*)nc1[N+](=O)[O-]||*c1nnn(N[N+](=O)[O-])c1*,reverse,412,412,12.7937,9,1,0.412964,1.42152,-15.987,8.3345,-0.318709,5.65068e-140,0.00485437,True,6.82853,29.7772,0.0449195,4.38457e-06,0.652913,True,0.825436,0.924335,0.0458953,2.19292e-54,0.808252,True,-0.0302731,0.0233288,-0.38435,2.7942e-90,0.0582524,True,-0.0314912,0.0641574,-0.0700458,4.35569e-21,0.354369,True,-0.133995,0.548665,-0.0362877,1.04807e-06,0.419903,True,32.2213,69.7116,0.315086,4.44893e-19,0.686893,True,-0.718578,-0.718578,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc([*:2])[nH]1,[*:1]c1c(C)nnn1[*:2],azole_ring,azole_ring,linker,False,*c1c(C)nnn1*||*c1nnc(*)[nH]1,reverse,398,398,12.4347,6,1,0.325474,2.07245,23.8961,8.38152,0.47638,6.24069e-193,0.994975,True,41.6155,37.5862,0.273756,4.28087e-71,0.844221,True,-15.3832,1.44338,-0.855327,0,0,True,0.0661739,0.031845,0.840151,2.56185e-146,0.992462,True,-0.296496,0.101323,-0.659497,6.09088e-197,0.00502513,True,-2.93998,0.969613,-0.796186,1.88224e-202,0,True,17.4302,99.9009,0.170447,0.000555467,0.575377,True,-0.720724,-0.720724,3,3,True,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1nn(O)nc1[*:2],[*:1]Nc1c([*:2])nnn1N,azole_ring,azole_ring,linker,False,*Nc1c(*)nnn1N||*Nc1nn(O)nc1*,reverse,100,100,12.7,7,0,0.35533,1.81429,28.8254,3.29096,0.574648,1.29192e-95,1,True,-67.5633,31.7006,-0.444446,9.00569e-39,0,True,-8.83761,1.02776,-0.491383,7.83752e-95,0,True,0.013943,0.0165806,0.177022,3.16277e-13,0.81,True,-0.108349,0.0784319,-0.241001,7.92023e-25,0.1,True,-1.09837,0.719388,-0.297455,9.0804e-28,0.09,True,54.8311,78.2491,0.536183,2.99022e-10,0.8,True,-0.722614,-0.722614,2,4,True,Hf|Q|OBgood|Pe|D|P
[*:1]Nn1nnc([*:2])n1,[*:1]Nc1nc([*:2])n([N+](=O)[O-])n1,azole_ring,nitro,linker,False,*Nc1nc(*)n([N+](=O)[O-])n1||*Nn1nnc(*)n1,reverse,102,102,12.4412,9,3,0.419753,1.38235,-31.4293,4.54136,-0.626559,2.41621e-87,0,True,14.0401,51.7984,0.0923584,0.00731727,0.470588,True,5.8557,3.77597,0.325584,8.86388e-29,1,True,-0.0679147,0.0237759,-0.862252,1.43336e-50,0,True,0.0506609,0.0781382,0.112685,2.46548e-09,0.705882,True,0.868676,0.668663,0.235249,1.50196e-23,0.901961,True,8.19387,54.5721,0.0801262,0.132538,0.607843,False,-0.722934,-0.722934,4,2,True,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc([N+](=O)[O-])n1[*:2],[*:1]c1nc([N+](=O)[O-])n([*:2])n1,nitro,nitro,linker,False,*c1nc([N+](=O)[O-])n(*)n1||*c1nnc([N+](=O)[O-])n1*,reverse,415,415,12.7157,8,0,0.386181,1.58946,-7.16294,2.96706,-0.142797,5.5171e-175,0.00481928,True,-24.5192,10.2997,-0.161293,7.74191e-173,0.00481928,True,-0,0,-0,,1,False,-0.0172176,0.00737381,-0.218596,6.89591e-170,0.00481928,True,-0.0463942,0.0420785,-0.103194,1.2161e-73,0.113253,True,-0.378646,0.438473,-0.102542,3.92996e-52,0.161446,True,0.753299,67.7392,0.00736637,0.820891,0.484337,False,-0.728422,-0.728422,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnn(N[N+](=O)[O-])c1[*:1],[*:1]c1nn([*:2])nc1N[N+](=O)[O-],nitramine,nitramine,linker,False,*c1nn(*)nc1N[N+](=O)[O-]||*c1nnn(N[N+](=O)[O-])c1*,reverse,331,331,12.7462,9,0,0.413865,1.41625,-8.80441,8.10581,-0.17552,6.57795e-58,0.126888,True,-28.8932,27.4731,-0.190066,1.96897e-55,0.126888,True,-0,0,-0,,1,False,-0.0208943,0.0199526,-0.265276,4.14451e-55,0.126888,True,-0.0261352,0.0564475,-0.0581325,1.13845e-15,0.271903,True,-0.147029,0.556186,-0.0398175,2.30464e-06,0.36858,True,24.8209,67.9426,0.242719,1.24288e-10,0.682779,True,-0.728812,-0.728812,0,5,False,Hf|Q|OBgood|Pe|D|P
[*:1]Nn1nnc([*:2])c1O,[*:1]Nc1nnc([*:2])n1N,azole_ring,azole_ring,linker,False,*Nc1nnc(*)n1N||*Nn1nnc(*)c1O,reverse,100,100,12.39,7,0,0.361011,1.77,29.4938,6.51175,0.587973,5.4521e-68,1,True,-68.1787,43.6097,-0.448494,1.72163e-28,0.04,True,-9.00761,1.12668,-0.500834,9.58853e-92,0,True,0.009244,0.0242779,0.117363,0.000243419,0.66,True,-0.10083,0.0774224,-0.224277,3.49028e-23,0.09,True,-0.963345,0.667294,-0.260887,4.23577e-26,0.06,True,53.2855,86.3916,0.521068,1.51454e-08,0.78,True,-0.729156,-0.729156,2,4,True,Hf|Q|OBgood|Pe|D|P
