frag_from,frag_to,chemotype_from,chemotype_to,layer,cross_layer,undirected_key,direction,n_pairs,n_contexts,core_heavy,frag_heavy_max,frag_heavy_diff,frag_ratio,core_over_frag,mean_d_Hf,std_d_Hf,z_Hf,p_Hf,sign_consistency_Hf,sig_Hf,mean_d_Q,std_d_Q,z_Q,p_Q,sign_consistency_Q,sig_Q,mean_d_OBgood,std_d_OBgood,z_OBgood,p_OBgood,sign_consistency_OBgood,sig_OBgood,mean_d_Pe,std_d_Pe,z_Pe,p_Pe,sign_consistency_Pe,sig_Pe,mean_d_D,std_d_D,z_D,p_D,sign_consistency_D,sig_D,mean_d_P,std_d_P,z_P,p_P,sign_consistency_P,sig_P,mean_d_IS,std_d_IS,z_IS,p_IS,sign_consistency_IS,sig_IS,composite_z,composite_gated,n_improve,n_worsen,has_tradeoff,composite_props
[*:1]c1n[nH]c([*:2])n1,[*:1]c1c([N+](=O)[O-])nnn1[*:2],azole_ring,nitro,linker,False,*c1c([N+](=O)[O-])nnn1*||*c1n[nH]c(*)n1,reverse,361,361,12.7064,8,3,0.386355,1.5883,43.8131,9.33344,0.873435,1.56236e-247,1,True,300.036,96.1217,1.9737,6.97094e-188,1,True,23.4382,6.82949,1.30319,1.89619e-201,1,True,0.156545,0.0439025,1.98752,5.56894e-207,1,True,0.677711,0.146882,1.50743,5.89251e-245,1,True,5.34501,0.908878,1.4475,1.55254e-281,1,True,-18.3693,82.5316,-0.179629,2.98201e-05,0.357341,True,9.09278,9.09278,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(C)nnn1[*:2],[*:1]c1c([N+](=O)[O-])nnn1[*:2],azole_ring,nitro,linker,False,*c1c(C)nnn1*||*c1c([N+](=O)[O-])nnn1*,canonical,376,376,12.6649,8,2,0.38713,1.58311,14.1289,6.50088,0.281666,2.59752e-144,0.989362,True,232.667,87.207,1.53053,8.50775e-173,1,True,38.6663,7.09679,2.1499,4.09683e-281,1,True,0.0720247,0.0314143,0.914434,1.43125e-151,0.986702,True,0.925849,0.123948,2.05936,0,1,True,7.92824,1.14571,2.14707,0,1,True,-58.4253,109.046,-0.57133,2.17565e-22,0.202128,True,9.08296,9.08296,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(C)nnn1[*:2],[*:2]c1nnn(N[N+](=O)[O-])c1[*:1],azole_ring,nitramine,linker,False,*c1c(C)nnn1*||*c1nnn(N[N+](=O)[O-])c1*,canonical,319,319,12.9592,9,3,0.40985,1.43992,25.3549,6.57196,0.505462,3.2093e-193,1,True,202.721,87.8437,1.33354,1.34443e-129,1,True,36.9191,7.26546,2.05275,2.09921e-229,1,True,0.0852069,0.0359311,1.0818,8.88032e-133,1,True,0.903981,0.143003,2.01072,1.19831e-258,1,True,7.74312,1.12237,2.09694,1.88225e-270,1,True,-90.934,103.361,-0.889226,1.41378e-41,0.128527,True,9.08121,9.08121,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([*:2])nc1C,[*:1]c1nnc([*:2])n1N[N+](=O)[O-],azole_ring,nitramine,linker,False,*c1nn(*)nc1C||*c1nnc(*)n1N[N+](=O)[O-],canonical,408,408,13.1348,9,3,0.406599,1.45942,22.7082,8.02176,0.452699,1.28217e-196,1,True,193.963,95.7718,1.27593,2.81531e-146,1,True,36.5694,7.89814,2.03331,2.97695e-277,1,True,0.0866922,0.0444952,1.10065,8.23305e-141,0.987745,True,0.929909,0.142759,2.06839,0,1,True,7.93439,0.969415,2.14874,0,1,True,-60.7276,123.395,-0.593843,5.45439e-21,0.213235,True,9.07972,9.07972,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([*:2])nc1C,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,linker,False,*c1nn(*)nc1C||*c1nn([N+](=O)[O-])nc1*,canonical,367,367,12.9183,8,2,0.382441,1.61478,14.4675,7.3919,0.288416,2.11204e-127,0.997275,True,226.619,90.0129,1.49075,1.14482e-160,1,True,37.7779,7.05682,2.1005,1.0319e-271,1,True,0.075285,0.0382673,0.955827,4.69818e-128,0.980926,True,0.927732,0.142891,2.06355,1.60311e-301,1,True,8.01111,1.16878,2.16952,5.97639e-310,1,True,-68.3917,105.222,-0.668789,6.44586e-30,0.190736,True,9.06856,9.06856,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn(C)c1[*:2],[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,azole_ring,azide,linker,False,*c1nc(*)n(N=[N+]=[N-])n1||*c1nnn(C)c1*,reverse,477,477,12.5346,8,2,0.389587,1.56682,97.2486,5.01979,1.9387,0,1,True,205.025,65.8192,1.34869,2.31807e-247,1,True,27.2365,5.90496,1.51438,0,1,True,0.0985503,0.0381092,1.25121,3.88081e-213,1,True,0.692461,0.139194,1.54024,0,1,True,5.4477,0.792423,1.47531,0,1,True,-29.0965,90.0235,-0.284529,5.96506e-12,0.36478,True,9.06853,9.06853,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(C)nnn1[*:2],[*:2]c1c(N[N+](=O)[O-])nnn1[*:1],azole_ring,nitramine,linker,False,*c1c(C)nnn1*||*c1c(N[N+](=O)[O-])nnn1*,canonical,350,350,12.8514,9,3,0.411872,1.42794,23.0915,9.58314,0.460339,1.37484e-147,0.997143,True,201.774,89.9809,1.32732,2.20206e-138,1,True,37.5075,7.43723,2.08547,1.83042e-250,1,True,0.082146,0.0400778,1.04293,3.4843e-127,0.991429,True,0.916273,0.128007,2.03806,4.31731e-302,1,True,7.80334,1.01457,2.11325,0,1,True,-80.1767,106.594,-0.784032,6.17837e-36,0.157143,True,9.06737,9.06737,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1n[nH]c([*:2])n1,[*:1]c1c(N[N+](=O)[O-])nnn1[*:2],azole_ring,nitramine,linker,False,*c1c(N[N+](=O)[O-])nnn1*||*c1n[nH]c(*)n1,reverse,349,349,12.7622,9,4,0.413562,1.41802,52.375,8.0662,1.04412,8.28273e-287,1,True,265.059,88.8517,1.74361,1.67475e-175,1,True,22.5423,7.10111,1.25338,5.2754e-184,1,True,0.166108,0.0423943,2.10893,1.90284e-213,1,True,0.672492,0.15614,1.49582,5.98117e-227,1,True,5.24333,0.966055,1.41996,1.83183e-260,1,True,-37.699,73.0124,-0.368651,1.14557e-19,0.275072,True,9.06583,9.06583,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([*:2])nc1C,[*:2]c1nnn([*:1])c1N=[N+]=[N-],azole_ring,azide,linker,False,*c1nn(*)nc1C||*c1nnn(*)c1N=[N+]=[N-],canonical,299,299,12.6722,8,2,0.386992,1.58403,98.1218,10.765,1.95611,4.70034e-289,1,True,203.799,77.8516,1.34063,1.39946e-135,1,True,27.0064,5.86415,1.50159,6.82019e-203,1,True,0.0927763,0.0525755,1.1779,1.08656e-93,0.993311,True,0.699731,0.148203,1.55641,5.66305e-206,1,True,5.62267,0.882645,1.52269,1.75489e-243,1,True,-13.1976,88.4315,-0.129057,0.0103408,0.408027,True,9.05533,9.05533,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc(C)n1[*:2],[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,linker,False,*c1nnc(C)n1*||*c1nnn(*)n1,canonical,343,343,12.7085,6,1,0.320711,2.11808,38.1715,10.697,0.760968,7.71913e-197,1,True,192.132,60.2866,1.26388,2.1292e-181,1,True,31.704,3.58806,1.76278,0,1,True,0.130318,0.0436896,1.65454,1.69709e-172,1,True,0.823678,0.129014,1.83211,1.88984e-279,1,True,6.53571,1.23846,1.76996,5.60728e-252,1,True,-80.6675,124.082,-0.788831,4.47254e-28,0.239067,True,9.04423,9.04423,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn(C)c1[*:2],[*:1]c1nc(N[N+](=O)[O-])n([*:2])n1,azole_ring,nitramine,linker,False,*c1nc(N[N+](=O)[O-])n(*)n1||*c1nnn(C)c1*,reverse,378,378,12.9788,9,3,0.409485,1.44209,21.9116,8.68194,0.436819,8.78075e-166,0.992063,True,198.561,84.7091,1.30618,2.00112e-155,1,True,36.9812,7.2192,2.0562,7.45648e-273,1,True,0.0893159,0.034102,1.13396,4.68547e-171,0.994709,True,0.912198,0.119782,2.029,0,1,True,7.66675,0.89953,2.07626,0,1,True,-86.261,118.523,-0.843529,9.29641e-37,0.190476,True,9.03842,9.03842,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1nc([*:2])nn1C,[*:1]Nc1nnn(O)c1[*:2],azole_ring,azole_ring,linker,False,*Nc1nc(*)nn1C||*Nc1nnn(O)c1*,canonical,108,108,12.1296,7,0,0.365924,1.7328,24.4571,3.97531,0.487565,4.45221e-87,1,True,269.898,65.324,1.77545,2.79067e-69,1,True,24.4094,3.09505,1.35719,2.18347e-98,1,True,0.146641,0.0447244,1.86177,2.88154e-59,1,True,0.801416,0.121051,1.78259,2.09167e-90,1,True,6.44924,0.946821,1.74654,1.0639e-91,1,True,-80.2928,97.9998,-0.785168,1.14086e-13,0.185185,True,9.0111,9.0111,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc(C)n1[*:2],[*:1]c1nc([*:2])n(N[N+](=O)[O-])n1,azole_ring,nitramine,linker,False,*c1nc(*)n(N[N+](=O)[O-])n1||*c1nnc(C)n1*,reverse,364,364,12.7692,9,3,0.413428,1.4188,20.9509,8.5929,0.417667,5.12628e-155,0.997253,True,204.678,99.4809,1.34641,1.08768e-132,1,True,37.7713,7.68546,2.10013,1.63273e-256,1,True,0.0889747,0.0486124,1.12963,4.22531e-118,0.986264,True,0.89631,0.149638,1.99366,1.11658e-286,1,True,7.44334,1.02492,2.01576,0,1,True,-97.1108,128.081,-0.949628,9.10247e-38,0.195055,True,9.00326,9.00326,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnn([*:1])c1C,[*:1]c1nn([*:2])nc1N[N+](=O)[O-],azole_ring,nitramine,linker,False,*c1nn(*)nc1N[N+](=O)[O-]||*c1nnn(*)c1C,reverse,299,299,12.8896,9,3,0.411154,1.43218,22.5227,10.2176,0.449002,1.31533e-116,0.983278,True,197.715,97.6945,1.30061,1.45319e-107,1,True,37.2746,7.50562,2.07252,2.99755e-212,1,True,0.0832428,0.0430592,1.05686,7.75903e-103,0.986622,True,0.907864,0.128458,2.01936,1.24098e-256,1,True,7.71951,0.921823,2.09055,3.16795e-278,1,True,-84.3294,112.2,-0.824641,6.69687e-31,0.160535,True,8.9889,8.9889,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc(C)n1[*:2],[*:1]c1nc([N+](=O)[O-])n([*:2])n1,azole_ring,nitro,linker,False,*c1nc([N+](=O)[O-])n(*)n1||*c1nnc(C)n1*,reverse,389,389,12.7275,8,2,0.385961,1.59094,13.3864,4.30174,0.266865,7.23989e-202,1,True,239.984,93.3961,1.57867,3.49777e-173,1,True,38.6087,7.12124,2.14669,5.54395e-290,1,True,0.0762959,0.0355594,0.968661,1.85939e-147,0.997429,True,0.891524,0.141351,1.98301,0,1,True,7.49753,1.09163,2.03043,0,1,True,-89.2865,129.806,-0.873115,1.38834e-34,0.210797,True,8.97433,8.97433,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnn([*:1])c1C,[*:1]c1nn([*:2])nc1[N+](=O)[O-],azole_ring,nitro,linker,False,*c1nn(*)nc1[N+](=O)[O-]||*c1nnn(*)c1C,reverse,338,338,12.8491,8,2,0.383709,1.60614,13.8051,11.3273,0.275212,9.90332e-69,0.881657,True,235.317,99.2135,1.54797,1.29658e-140,1,True,38.4634,7.60099,2.13861,2.11868e-242,1,True,0.0748382,0.0475963,0.950153,2.90069e-93,0.97929,True,0.897028,0.138561,1.99526,2.20408e-277,1,True,7.61525,1.02961,2.06231,1.76319e-296,1,True,-74.9762,117.921,-0.733178,9.9296e-27,0.210059,True,8.96952,8.96952,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([*:2])nc1C,[*:1]c1c(N=[N+]=[N-])nnn1[*:2],azole_ring,azide,linker,False,*c1c(N=[N+]=[N-])nnn1*||*c1nn(*)nc1C,reverse,383,383,12.6475,8,2,0.387456,1.58094,96.7696,3.6414,1.92915,0,1,True,200.342,64.5285,1.31789,1.97584e-198,1,True,27.227,6.06051,1.51385,1.41874e-255,1,True,0.0936906,0.038702,1.18951,5.20846e-162,1,True,0.689745,0.127382,1.5342,2.50521e-285,1,True,5.47742,0.693765,1.48336,0,1,True,-53.2752,105.096,-0.520968,8.61947e-21,0.255875,True,8.96796,8.96796,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(C)nnn1[*:2],[*:1]c1nn(N[N+](=O)[O-])nc1[*:2],azole_ring,nitramine,linker,False,*c1c(C)nnn1*||*c1nn(N[N+](=O)[O-])nc1*,canonical,362,362,12.7624,9,3,0.413557,1.41805,22.9374,7.70616,0.457268,1.14766e-181,1,True,196.312,92.2203,1.29138,2.54159e-136,1,True,37.4856,7.11377,2.08424,1.2326e-265,1,True,0.0841818,0.0396063,1.06878,4.0051e-136,0.991713,True,0.900721,0.127921,2.00347,7.04766e-310,1,True,7.59773,0.986618,2.05757,0,1,True,-92.8248,112.748,-0.907716,1.45685e-42,0.149171,True,8.96272,8.96272,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnn(C)c1[*:1],[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,azole_ring,azide,linker,False,*c1nc(*)n(N=[N+]=[N-])n1||*c1nnn(C)c1*,reverse,412,412,12.5583,8,2,0.389138,1.56978,96.7367,5.43825,1.92849,0,1,True,200.042,59.774,1.31592,1.46993e-225,1,True,26.9938,5.50968,1.50089,1.2764e-289,1,True,0.0966956,0.0368665,1.22766,1.60432e-186,1,True,0.684216,0.126899,1.5219,4.27556e-306,1,True,5.40962,0.77864,1.465,0,1,True,-30.5422,102.863,-0.298667,3.72115e-09,0.36165,True,8.95986,8.95986,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([*:2])nc1C,[*:1]c1nnc([*:2])n1N=[N+]=[N-],azole_ring,azide,linker,False,*c1nn(*)nc1C||*c1nnc(*)n1N=[N+]=[N-],canonical,419,419,12.5537,8,2,0.389224,1.56921,95.9967,7.74619,1.91374,0,1,True,196.757,66.1575,1.29431,6.85881e-210,1,True,27.2124,5.36533,1.51304,1.47079e-300,1,True,0.0883198,0.0427197,1.12132,3.38177e-153,1,True,0.70726,0.126879,1.57316,0,1,True,5.69037,0.76035,1.54103,0,1,True,2.05236,87.5994,0.0200696,0.631779,0.501193,False,8.9566,8.9566,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc(C)n1[*:2],[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,linker,False,*c1nn(*)nc1N=[N+]=[N-]||*c1nnc(C)n1*,reverse,380,380,12.6184,8,2,0.388003,1.5773,97.5241,2.9432,1.94419,0,1,True,203.114,69.1945,1.33613,1.44181e-188,1,True,27.2161,5.81724,1.51325,5.84715e-260,1,True,0.0987884,0.043373,1.25423,2.97703e-152,1,True,0.671344,0.13869,1.49327,2.49501e-265,1,True,5.21743,0.788705,1.41295,0,1,True,-27.1773,117.515,-0.265761,8.72658e-06,0.389474,True,8.95401,8.95401,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1C,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,linker,False,*c1nn([N+](=O)[O-])nc1*||*c1nnn(*)c1C,reverse,418,418,12.5694,8,2,0.388928,1.57117,12.5445,8.38401,0.250081,1.28108e-108,0.949761,True,229.814,94.3824,1.51176,1.4518e-177,1,True,38.8915,7.34261,2.16242,2.03513e-307,1,True,0.071395,0.0398579,0.906438,2.25681e-132,0.978469,True,0.90875,0.138431,2.02133,0,1,True,7.73485,1.11047,2.0947,0,1,True,-79.2863,108.032,-0.775325,5.29197e-41,0.191388,True,8.94673,8.94673,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnc(C)n1[*:1],[*:1]c1nc([N+](=O)[O-])n([*:2])n1,azole_ring,nitro,linker,False,*c1nc([N+](=O)[O-])n(*)n1||*c1nnc(C)n1*,reverse,343,343,12.8134,8,2,0.384368,1.60168,13.5196,11.4133,0.269519,3.23898e-67,0.889213,True,234.662,99.7236,1.54366,1.13377e-141,1,True,38.3867,7.29385,2.13435,1.38121e-251,1,True,0.0758332,0.0488998,0.962787,3.67564e-93,0.950437,True,0.893664,0.154339,1.98777,2.53968e-265,1,True,7.53938,1.19568,2.04176,1.19881e-277,1,True,-75.3194,133.417,-0.736534,2.19253e-22,0.239067,True,8.93985,8.93985,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnc(C)n1[*:2],[*:1]c1nc([*:2])n([N+](=O)[O-])n1,azole_ring,nitro,linker,False,*c1nc(*)n([N+](=O)[O-])n1||*c1nnc(C)n1*,reverse,397,397,12.4383,8,2,0.391422,1.55479,9.55821,9.95169,0.190548,2.82989e-58,0.785894,True,234.103,101.672,1.53998,1.4617e-160,1,True,39.4448,7.47134,2.19318,1.67525e-291,1,True,0.0736217,0.0510003,0.934709,5.01481e-99,0.967254,True,0.909071,0.166821,2.02204,9.09751e-297,1,True,7.59621,1.197,2.05715,0,1,True,-72.5072,136.057,-0.709034,2.41164e-23,0.27204,True,8.93761,8.93761,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1C,[*:1]c1nn([*:2])nc1[N+](=O)[O-],azole_ring,nitro,linker,False,*c1nn(*)nc1[N+](=O)[O-]||*c1nnn(*)c1C,reverse,416,416,12.8293,8,2,0.384074,1.60367,13.3164,6.50136,0.26547,9.40893e-151,0.992788,True,227.505,90.2779,1.49657,4.72279e-182,1,True,38.2587,7.50646,2.12723,2.88673e-299,1,True,0.0742933,0.0383598,0.943235,1.09563e-142,0.992788,True,0.905197,0.130036,2.01343,0,1,True,7.72293,1.03676,2.09147,0,1,True,-67.4682,113.128,-0.659759,2.5155e-29,0.182692,True,8.93741,8.93741,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(C)nnn1[*:2],[*:2]c1nnn(N=[N+]=[N-])c1[*:1],azole_ring,azide,linker,False,*c1c(C)nnn1*||*c1nnn(N=[N+]=[N-])c1*,canonical,304,304,12.8158,8,2,0.384324,1.60197,97.8985,6.35047,1.95165,0,1,True,189.098,67.7765,1.24393,3.33933e-145,1,True,26.3065,5.4903,1.46267,2.98954e-211,1,True,0.0911668,0.0386559,1.15746,5.37286e-126,1,True,0.697808,0.11919,1.55213,1.03098e-236,1,True,5.72946,0.780128,1.55161,7.26274e-266,1,True,-4.85407,75.7546,-0.047467,0.26479,0.5,False,8.91946,8.91946,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1c(C)nnn1[*:2],[*:1]c1c(N[N+](=O)[O-])nnn1[*:2],azole_ring,nitramine,linker,False,*c1c(C)nnn1*||*c1c(N[N+](=O)[O-])nnn1*,canonical,368,368,13.0978,9,3,0.40728,1.45531,22.9378,4.11767,0.457276,1.39059e-278,1,True,192.19,82.5079,1.26427,1.64789e-150,1,True,36.6641,7.25911,2.03857,1.66886e-263,1,True,0.0810457,0.0300653,1.02896,1.34085e-170,0.997283,True,0.906342,0.12101,2.01598,0,1,True,7.78725,0.986758,2.10889,0,1,True,-75.3454,111.592,-0.736788,7.36333e-32,0.144022,True,8.91394,8.91394,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1nc([*:2])n(C)n1,[*:1]Nc1nnn(O)c1[*:2],azole_ring,azole_ring,linker,False,*Nc1nc(*)n(C)n1||*Nc1nnn(O)c1*,canonical,109,109,12.5229,7,0,0.358553,1.78899,24.6846,4.30069,0.492099,1.04609e-84,1,True,256.309,68.1224,1.68605,8.80658e-66,1,True,23.9421,3.32014,1.33121,3.67128e-95,1,True,0.143677,0.0433995,1.82414,3.21607e-60,1,True,0.806549,0.116155,1.79401,2.01138e-93,1,True,6.5884,0.981299,1.78423,7.06477e-92,1,True,-89.1319,119.128,-0.871603,3.93616e-12,0.119266,True,8.91174,8.91174,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnn(C)c1[*:1],[*:1]c1nnc(N=[N+]=[N-])n1[*:2],azole_ring,azide,linker,False,*c1nnc(N=[N+]=[N-])n1*||*c1nnn(C)c1*,reverse,360,360,12.6333,8,2,0.387722,1.57917,96.1927,8.81678,1.91765,0,1,True,200.816,65.1219,1.32101,1.19599e-185,1,True,27.1354,5.73328,1.50876,4.44923e-248,1,True,0.0946892,0.0395772,1.20218,8.18852e-151,0.997222,True,0.678567,0.12351,1.50933,1.81713e-270,1,True,5.35692,0.783303,1.45073,1.01705e-303,1,True,-15.8961,96.6533,-0.155445,0.00195159,0.430556,True,8.90967,8.90967,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([*:2])nc1C,[*:1]c1nnc(N[N+](=O)[O-])n1[*:2],azole_ring,nitramine,linker,False,*c1nn(*)nc1C||*c1nnc(N[N+](=O)[O-])n1*,canonical,392,392,13.0306,9,3,0.408522,1.44785,20.0385,4.8854,0.399478,6.93786e-247,1,True,185.51,84.1709,1.22032,2.39198e-152,1,True,36.8043,7.62097,2.04637,2.76453e-273,1,True,0.0803788,0.0318411,1.0205,6.78088e-172,0.997449,True,0.927909,0.126787,2.06395,0,1,True,7.95103,0.983337,2.15324,0,1,True,-69.1638,115.417,-0.676339,6.06893e-28,0.188776,True,8.90386,8.90386,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1C,[*:1]c1nnc([*:2])n1N[N+](=O)[O-],azole_ring,nitramine,linker,False,*c1nnc(*)n1N[N+](=O)[O-]||*c1nnn(*)c1C,reverse,367,367,12.5967,9,3,0.41673,1.39964,19.8438,8.37596,0.395597,2.18872e-152,0.997275,True,197.15,90.7272,1.29689,7.11736e-141,1,True,38.0248,7.44968,2.11423,2.10576e-264,1,True,0.0772785,0.0401537,0.981136,2.75321e-125,0.980926,True,0.909356,0.125104,2.02268,0,1,True,7.71418,0.890113,2.0891,0,1,True,-74.2494,115.899,-0.72607,3.0971e-29,0.188011,True,8.89964,8.89964,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn(N[N+](=O)[O-])nc1[*:2],azole_ring,nitramine,linker,False,*c1n[nH]c(*)n1||*c1nn(N[N+](=O)[O-])nc1*,canonical,452,452,12.6527,9,4,0.415653,1.40585,52.4764,3.42977,1.04614,0,1,True,261.888,89.6547,1.72276,3.90187e-223,1,True,22.34,6.92237,1.24213,8.63676e-241,1,True,0.167389,0.0440905,2.12519,3.28148e-270,1,True,0.642689,0.157431,1.42953,1.42881e-283,1,True,4.92441,0.893339,1.3336,0,1,True,-60.2955,84.0449,-0.589618,1.17472e-42,0.179204,True,8.89934,8.89934,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nn([*:2])nc1C,[*:2]c1nnc(N[N+](=O)[O-])n1[*:1],azole_ring,nitramine,linker,False,*c1nn(*)nc1C||*c1nnc(N[N+](=O)[O-])n1*,canonical,358,358,12.9441,9,3,0.410132,1.43824,20.3644,11.5558,0.405975,1.08052e-111,0.963687,True,190.601,90.4028,1.25381,1.30104e-133,1,True,37.0779,7.51785,2.06158,7.83214e-253,1,True,0.0779623,0.0441016,0.989818,4.63453e-112,0.980447,True,0.921393,0.130147,2.04945,2.7036e-307,1,True,7.88855,0.962467,2.13633,0,1,True,-60.6852,120.567,-0.593429,2.6175e-19,0.223464,True,8.89696,8.89696,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1C,[*:1]c1nn([*:2])nc1N[N+](=O)[O-],azole_ring,nitramine,linker,False,*c1nn(*)nc1N[N+](=O)[O-]||*c1nnn(*)c1C,reverse,364,364,12.8297,9,3,0.412283,1.42552,21.1037,4.17466,0.420713,8.68611e-261,1,True,193.992,83.7473,1.27612,3.7838e-148,1,True,37.4437,7.36976,2.08192,1.49383e-261,1,True,0.0802676,0.0320551,1.01909,1.24438e-158,0.997253,True,0.9019,0.120909,2.0061,0,1,True,7.65242,0.931593,2.07238,0,1,True,-75.2575,115.982,-0.735929,1.31966e-29,0.173077,True,8.8763,8.8763,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nnc(C)n1[*:1],[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,linker,False,*c1nn(*)nc1N=[N+]=[N-]||*c1nnc(C)n1*,reverse,342,342,12.7661,8,2,0.385244,1.59576,98.093,10.3351,1.95553,0,1,True,203.964,78.7549,1.34172,1.81582e-153,1,True,26.83,5.5875,1.49178,8.59716e-238,1,True,0.0976222,0.0507763,1.23942,9.56298e-117,1,True,0.655032,0.143851,1.45699,2.83976e-230,1,True,5.13234,0.821457,1.38991,1.62947e-275,1,True,-41.3368,117.495,-0.404225,2.74982e-10,0.356725,True,8.87534,8.87534,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]c1nnn([*:2])c1C,[*:1]c1nnc([N+](=O)[O-])n1[*:2],azole_ring,nitro,linker,False,*c1nnc([N+](=O)[O-])n1*||*c1nnn(*)c1C,reverse,399,399,12.6391,8,2,0.387614,1.57989,11.3587,6.69426,0.226442,2.2267e-119,0.972431,True,223.412,87.6109,1.46965,1.88634e-176,0.997494,True,38.7188,7.64469,2.15281,4.79142e-286,1,True,0.0685907,0.0355954,0.870835,3.11279e-136,0.987469,True,0.913714,0.135797,2.03237,0,1,True,7.82024,1.1381,2.11782,0,1,True,-72.3004,117.606,-0.707012,1.29705e-29,0.20802,True,8.86994,8.86994,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:2]c1nn([*:1])nc1C,[*:1]c1c(N=[N+]=[N-])nnn1[*:2],azole_ring,azide,linker,False,*c1c(N=[N+]=[N-])nnn1*||*c1nn(*)nc1C,reverse,368,368,12.75,8,2,0.385542,1.59375,96.5189,10.7438,1.92415,0,1,True,196.276,76.5602,1.29115,1.32241e-163,1,True,26.9468,5.89886,1.49828,3.69843e-248,1,True,0.091237,0.0494036,1.15835,1.74744e-120,0.991848,True,0.683572,0.131941,1.52047,2.0753e-267,1,True,5.43992,0.716963,1.4732,0,1,True,-42.7435,107.744,-0.41798,2.33034e-13,0.282609,True,8.8656,8.8656,6,0,False,Hf|Q|OBgood|Pe|D|P
[*:1]Nc1c([*:2])nnn1C,[*:1]Nn1nc([*:2])nc1[N+](=O)[O-],azole_ring,nitro,linker,False,*Nc1c(*)nnn1C||*Nn1nc(*)nc1[N+](=O)[O-],canonical,108,108,13.1574,9,2,0.406185,1.46193,19.9401,6.76883,0.397515,9.45089e-55,1,True,221.35,74.2238,1.45609,2.90456e-55,1,True,34.4759,5.64577,1.9169,9.69752e-87,1,True,0.0868824,0.033141,1.10307,6.07162e-50,1,True,0.869632,0.113676,1.93432,5.38773e-97,1,True,7.58899,0.994007,2.0552,6.65405e-97,1,True,-98.5271,81.0884,-0.963477,6.26459e-23,0.0740741,True,8.8631,8.8631,6,0,False,Hf|Q|OBgood|Pe|D|P
