rule_id,frag_from,frag_to,chemotype_from,chemotype_to,radius,env_id,n_pairs_env,n_pairs_global,context_chemotypes,context_example,n_props_sign_flip_vs_global,mean_d_Hf,z_Hf,mean_d_Q,z_Q,mean_d_OBgood,z_OBgood,mean_d_Pe,z_Pe,mean_d_D,z_D,mean_d_P,z_P,mean_d_IS,z_IS
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,18051197,5,2457,azole_ring:5;amino:5;nitro:4;nitramine:3,[*:2]N.[*:1]c1c(N=[N+]=[N-])n[nH]c1N[N+](=O)[O-],5,-11.626,-0.23177,-47.198,-0.310478,0,0,-0.03458,-0.439031,-0.101029,-0.224719,-0.820595,-0.222228,32.9273,0.32199
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,90225983,4,2457,nitramine:4;nitro:4;azole_ring:4;hydroxyl:3,[*:2]N[N+](=O)[O-].[*:1]c1cn(O)nc1C,5,-12.22,-0.243612,-53.0059,-0.348684,0,0,-0.036625,-0.464995,-0.0554812,-0.123407,-0.308563,-0.0835629,51.6818,0.505386
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,18290069,3,2457,azole_ring:3;amino:3;nitro:2;hydroxyl:2,[*:2]N.[*:1]c1cc(N[N+](=O)[O-])nn1[N+](=O)[O-],5,-14.9167,-0.297371,-66.929,-0.440273,0,0,-0.0478,-0.606874,-0.108189,-0.240645,-0.774731,-0.209808,74.2967,0.726533
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,18290661,3,2457,azole_ring:3;amino:3;nitramine:2;nitro:2,[*:2]N.[*:1]c1cn(N)nc1N=[N+]=[N-],5,-14.7967,-0.294979,-68.7207,-0.45206,0,0,-0.0557667,-0.70802,-0.119347,-0.265464,-0.81906,-0.221812,101.412,0.991685
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,63855556,3,2457,azide:3;azole_ring:3;amino:2;nitro:2,[*:2]N=[N+]=[N-].[*:1]n1c(N)nc(N=[N+]=[N-])c1N=[N+]=[N-],5,-0.866667,-0.0172774,-2.92047,-0.0192115,0,0,-0.00203333,-0.0258154,-0.127,-0.282487,-1.3192,-0.357258,16.2525,0.15893
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,127320085,3,2457,nitro:3;azole_ring:3;azide:2;nitramine:2,[*:2][N+](=O)[O-].[*:1]c1c(C)nn(N=[N+]=[N-])c1N=[N+]=[N-],5,-1.81333,-0.0361497,-5.93409,-0.0390357,0,0,-0.00393333,-0.049938,-0.0140445,-0.0312391,-0.11412,-0.0309053,26.8805,0.262859
11,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,9793622,3,1293,nitro:3;azole_ring:3;nitramine:2;azide:1,[*:1]C.[*:2]n1cc([N+](=O)[O-])nc1N[N+](=O)[O-],5,-18.7933,-0.374654,-75.7992,-0.498623,0,0,-0.0511667,-0.649617,-0.0467722,-0.104035,-0.126604,-0.0342862,-6.0523,-0.0591843
61,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnc([*:2])n1,azole_ring,azole_ring,2,159694007,3,577,nitro:3;azole_ring:3;hydroxyl:2;azide:1,[*:1][N+](=O)[O-].[*:2]n1cc(N)nc1N=[N+]=[N-],5,-7.46667,-0.148852,-30.1263,-0.198177,0,0,-0.0211333,-0.268311,0.0233297,0.0518922,0.372071,0.100762,-14.9346,-0.146043
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,12653623,72,1165,azo:50;azole_ring:50;amino:50;nitro:31,[*:1]N.[*:2]N=Nc1[nH]cnc1[N+](=O)[O-],4,10.9844,0.21898,44.5974,0.293371,0,0,0.0358028,0.454556,0.0710419,0.158018,0.479438,0.129838,-23.5739,-0.230524
11,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,24858287,70,1293,nitramine:50;nitro:50;azo:50;azole_ring:50,[*:1]N=Nc1c(C)c(N[N+](=O)[O-])nn1O.[*:2]N[N+](=O)[O-],4,-6.588,-0.131335,-22.1272,-0.145557,0,0,-0.0158829,-0.20165,0.0298236,0.0663366,0.433022,0.117268,24.6568,0.241114
15,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,72064466,66,593,nitro:50;hydrazo:50;azole_ring:50;amino:50,[*:2]NNc1[nH]nc(C)c1N.[*:1][N+](=O)[O-],4,-0.973382,-0.0194048,-3.13969,-0.0206536,0,0,-0.00242727,-0.0308169,-0.0149693,-0.0332962,-0.139119,-0.0376752,-10.1575,-0.0993286
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,72063455,65,1165,nitro:50;hydrazo:50;azole_ring:50;amino:50,[*:1]NNc1[nH]c(C)nc1N[N+](=O)[O-].[*:2][N+](=O)[O-],4,4.55108,0.0907279,15.6695,0.103077,0,0,0.0113769,0.144443,0.0226164,0.0503056,0.170387,0.0461431,-8.87987,-0.0868345
15,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,51930006,58,593,azide:50;azole_ring:50;amino:50;nitro:28,[*:2]N=[N+]=[N-].[*:1]Nc1[nH]c(N)nc1[N+](=O)[O-],4,-6.85801,-0.136718,-24.6035,-0.161847,0,0,-0.0199017,-0.252674,-0.0508137,-0.113025,-0.394611,-0.106866,-14.5334,-0.142119
64,[*:1]Nc1nnn([*:2])n1,[*:1]Nn1nnc([*:2])n1,azole_ring,azole_ring,2,87290423,47,550,nitramine:47;nitro:47;azole_ring:47;amino:47,[*:2]N[N+](=O)[O-].[*:1]Nc1[nH]c(O)nc1N=[N+]=[N-],4,-0.855106,-0.017047,-3.16958,-0.0208502,0,0,-0.0024617,-0.031254,0.00458415,0.0101965,0.0672987,0.0182254,5.89637,0.0576594
11,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,125095365,38,1293,azoxy:38;nitro:38;azole_ring:38;hydroxyl:17,[*:1][N+](=O)[O-].[*:2][N+]([O-])=Nc1[nH]c(N[N+](=O)[O-])nc1,4,-3.98447,-0.0794324,-13.3624,-0.0879008,0,0,-0.00922632,-0.117138,0.0129306,0.0287614,0.197648,0.0535257,20.4971,0.200437
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,45050824,20,2457,azoxy:20;nitro:20;azole_ring:20;hydroxyl:10,[*:2]N=[N+]([O-])n1c(N)nc(C)c1N.[*:1][N+](=O)[O-],4,-1.0475,-0.0208824,-3.46055,-0.0227643,0,0,-0.002425,-0.0307881,0.00470141,0.0104573,0.0691117,0.0187164,-0.605705,-0.00592307
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,14428709,20,1165,azoxy:20;azole_ring:20;amino:20;nitro:13,[*:1]N.[*:2]N=[N+]([O-])n1c(C)nc(N)c1N[N+](=O)[O-],4,1.2165,0.0242515,4.63497,0.0304898,0,0,0.00358,0.0454521,0.0305695,0.0679956,0.295039,0.0799006,-37.0342,-0.36215
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,18378224,17,1165,azole_ring:17;amino:17;nitro:10;hydroxyl:6,[*:1]N.[*:2]c1n[nH]c(O)c1O,4,18.3529,0.365875,81.074,0.533322,0,0,0.0659588,0.83742,0.12512,0.278305,0.751104,0.203409,-42.5517,-0.416105
15,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,108,17,593,azoxy:17;nitro:17;azole_ring:17;azide:7,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],4,-0.974707,-0.0194313,-3.01918,-0.0198608,0,0,-0.00214118,-0.0271846,-0.0278895,-0.0620345,-0.299226,-0.0810345,-11.1637,-0.109168
4085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,72078148,17,464,hydrazo:17;azole_ring:17;amino:17;hydroxyl:17,[*:2]NNc1[nH]nnc1N.[*:1]O,4,3.08059,0.061413,78.51,0.516455,-0.556255,-0.0309285,0.0232176,0.294774,0.0238723,0.0530991,0.158006,0.04279,-16.4184,-0.160553
11,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,6000577,16,1293,azole_ring:16;nitro:11;nitramine:10;amino:6,[*:1]C.[*:2]c1n[nH]c(N)c1N[N+](=O)[O-],4,-1.37187,-0.027349,-6.11648,-0.0402355,0,0,-0.00490625,-0.0622903,-0.0002619,-0.000582544,0.0313366,0.00848638,-13.0061,-0.127184
15,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,52815493,15,593,azide:15;azole_ring:15;amino:15;nitro:7,[*:2]N=[N+]=[N-].[*:1]Nn1c(N[N+](=O)[O-])nc(N[N+](=O)[O-])c1,4,-6.1204,-0.122013,-23.769,-0.156358,0,0,-0.02,-0.253922,-0.0300627,-0.0668685,-0.160114,-0.043361,-22.9246,-0.224175
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,90378250,14,2457,nitramine:14;nitro:14;azole_ring:14;azide:8,[*:2]N[N+](=O)[O-].[*:1]c1n[nH]c(C)c1C,4,-13.3757,-0.266651,-50.0051,-0.328944,0,0,-0.0365929,-0.464587,-0.021854,-0.0486098,0.00848124,0.00229683,30.9345,0.302502
61,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnc([*:2])n1,azole_ring,azole_ring,2,88313794,14,577,nitramine:14;nitro:14;azole_ring:14;amino:14,[*:2]N[N+](=O)[O-].[*:1]Nn1c(C)cnc1[N+](=O)[O-],4,-3.83143,-0.0763814,-13.3956,-0.0881191,0,0,-0.0101786,-0.129228,-0.0337567,-0.0750851,-0.28648,-0.0775827,3.88666,0.0380069
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,17492757,12,1165,azoxy:12;azole_ring:12;amino:12;nitro:8,[*:1]N.[*:2][N+]([O-])=Nc1c(C)nn(N=[N+]=[N-])c1N=[N+]=[N-],4,4.715,0.0939958,17.294,0.113764,0,0,0.0134917,0.171292,0.0525112,0.116801,0.459212,0.124361,-2.97337,-0.029076
4085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,14915196,11,464,hydrazo:11;azole_ring:11;amino:11;nitro:5,[*:2]N.[*:1]NNc1c(C)nnn1[N+](=O)[O-],4,4.03818,0.0805031,81.5645,0.536548,-1.96136,-0.109054,0.0397,0.504035,0.0274165,0.0609824,0.08206,0.0222229,-99.8311,-0.976229
4085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,14945144,10,464,hydrazo:10;azole_ring:10;amino:10;nitro:2,[*:1]N.[*:2]NNc1n[nH]c(C)n1,4,-0.027,-0.000538258,59.9286,0.394223,-3.31653,-0.184403,0.03062,0.388755,0.0246432,0.0548139,0.150585,0.0407804,9.26634,0.0906137
4085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,50111367,10,464,azide:10;hydrazo:10;azole_ring:10;amino:10,[*:1]N=[N+]=[N-].[*:2]NNc1c(N[N+](=O)[O-])nnn1N=[N+]=[N-],4,-1.501,-0.0299232,62.568,0.411586,-0.417501,-0.0232136,0.00683,0.0867144,0.0208151,0.0462989,0.243154,0.0658495,3.83799,0.0375309
3587,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,72100548,10,449,nitro:10;hydrazo:10;azole_ring:10;amino:10,[*:2]NNc1[nH]nnc1N[N+](=O)[O-].[*:1][N+](=O)[O-],4,-0.621,-0.0123799,-2.64704,-0.0174128,0,0,-0.0023,-0.029201,0.0254404,0.056587,0.265455,0.0718889,-37.2923,-0.364674
2,[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],azole_ring,azole_ring,2,18551738,9,2833,azole_ring:9;amino:9;nitro:6;azide:5,[*:1]N.[*:2]c1nc(N)nn1O,4,-1.71667,-0.0342226,-8.44942,-0.0555821,0,0,-0.00668889,-0.0849229,0.0184167,0.0409643,0.228161,0.0617889,-2.39348,-0.0234053
11,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,160396355,9,1293,nitro:9;azole_ring:9;nitramine:6;amino:4,[*:1][N+](=O)[O-].[*:2]n1nc(C)c(C)c1N=[N+]=[N-],4,-7.29778,-0.145485,-26.3826,-0.17355,0,0,-0.0181889,-0.230928,0.0174317,0.0387733,0.290919,0.0787849,25.25,0.246914
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,17965188,9,1165,azole_ring:9;amino:9;nitro:8;nitramine:6,[*:1]N.[*:2]c1c(C)nn(N=[N+]=[N-])c1[N+](=O)[O-],4,15.3767,0.306541,61.8005,0.406537,0,0,0.0477778,0.606592,0.0985327,0.219166,0.635433,0.172084,-38.1531,-0.373092
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,91038387,9,1165,nitramine:9;nitro:9;azole_ring:9;hydroxyl:5,[*:1]N[N+](=O)[O-].[*:2]c1nc(O)[nH]c1O,4,15.4,0.307007,57.2525,0.376619,0,0,0.0397,0.504035,0.065781,0.146316,0.431191,0.116772,-6.77101,-0.0662124
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,17964203,8,1165,azole_ring:8;amino:8;nitro:6;nitramine:3,[*:1]N.[*:2]c1c(C)c(N)nn1N,4,15.8863,0.3167,67.6359,0.444923,0,0,0.0546125,0.693366,0.128104,0.284942,0.874449,0.236813,-55.1878,-0.539671
64,[*:1]Nc1nnn([*:2])n1,[*:1]Nn1nnc([*:2])n1,azole_ring,azole_ring,2,160893531,8,550,nitro:8;azole_ring:8;azide:4;amino:3,[*:1][N+](=O)[O-].[*:2]n1nc(N)c(N=[N+]=[N-])c1N,4,-3.805,-0.0758545,-14.027,-0.0922727,0,0,-0.009975,-0.126644,0.014304,0.0318165,0.225432,0.06105,20.655,0.201981
3587,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,14216910,8,449,azoxy:8;azole_ring:8;amino:8;hydroxyl:4,[*:2]N.[*:1]N=[N+]([O-])c1[nH]nnc1N=[N+]=[N-],4,-5.05875,-0.100849,-20.362,-0.133945,0,0,-0.0159625,-0.202662,0.00312127,0.00694264,0.126031,0.0341308,-38.4214,-0.375715
2,[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],azole_ring,azole_ring,2,6043262,7,2833,azole_ring:7;nitro:5;azide:3;nitramine:2,[*:1]C.[*:2]c1nc(C)c([N+](=O)[O-])n1N=[N+]=[N-],4,-0.488571,-0.00973991,-2.67075,-0.0175688,0,0,-0.00221429,-0.0281128,0.00602512,0.0134017,0.0791452,0.0214336,-32.0814,-0.313718
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,103007677,7,2457,nitramine:7;nitro:7;azole_ring:7;amino:3,[*:1]N[N+](=O)[O-].[*:2]n1nc(C)c([N+](=O)[O-])c1N=[N+]=[N-],4,-2.53429,-0.0505222,-9.6075,-0.0632002,0,0,-0.00697143,-0.08851,0.00714036,0.0158823,0.108769,0.0294561,-1.61566,-0.0157992
15,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,161625052,7,593,nitro:7;azole_ring:7;azide:4;nitramine:2,[*:1][N+](=O)[O-].[*:2]n1nc(N=[N+]=[N-])nc1O,4,-3.79286,-0.0756125,-13.4824,-0.0886903,0,0,-0.0093,-0.118074,-0.0214642,-0.0477428,-0.175094,-0.0474178,-27.6346,-0.270233
60,[*:1]Nc1nnn([*:2])n1,[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,160568673,7,590,nitro:7;azole_ring:7;amino:3;azide:1,[*:1][N+](=O)[O-].[*:2]n1nc(C)c([N+](=O)[O-])c1N=[N+]=[N-],4,-2.53429,-0.0505222,-9.6075,-0.0632002,0,0,-0.00697143,-0.08851,0.00714036,0.0158823,0.108769,0.0294561,-1.61566,-0.0157992
64,[*:1]Nc1nnn([*:2])n1,[*:1]Nn1nnc([*:2])n1,azole_ring,azole_ring,2,158720169,7,550,nitro:7;azole_ring:7;amino:3;hydroxyl:2,[*:1][N+](=O)[O-].[*:2]n1c(C)nc(N)c1[N+](=O)[O-],4,-3.38,-0.067382,-12.6793,-0.0834069,0,0,-0.00874286,-0.111,0.0313834,0.0698061,0.37565,0.101731,33.9552,0.332042
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,89747734,6,1165,nitramine:6;nitro:6;azole_ring:6;azide:3,[*:1]N[N+](=O)[O-].[*:2]c1c(C)n[nH]c1[N+](=O)[O-],4,13.715,0.273415,46.9372,0.308763,0,0,0.03295,0.418337,0.0509361,0.113297,0.325247,0.0880814,-4.02492,-0.0393589
11,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,158719559,5,1293,nitro:5;azole_ring:5;azide:3;amino:3,[*:1][N+](=O)[O-].[*:2]n1c(C)cnc1N=[N+]=[N-],4,-8.694,-0.173319,-35.2522,-0.231896,0,0,-0.0245,-0.311055,0.0157096,0.0349429,0.300957,0.0815032,49.6761,0.485772
3241,[*:1]c1nnc([*:2])n1O,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,91553235,5,457,nitramine:5;nitro:5;azole_ring:5;azide:2,[*:2]N[N+](=O)[O-].[*:1]c1nn(N=[N+]=[N-])nc1N=[N+]=[N-],4,117.26,2.33764,77.4661,0.509588,-0.474213,-0.0263669,0.05122,0.650295,-0.040483,-0.0900463,-0.79804,-0.21612,-1.39242,-0.0136162
3587,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,161917946,5,449,nitro:5;azole_ring:5;nitramine:3;azide:3,[*:1][N+](=O)[O-].[*:2]n1nc(N[N+](=O)[O-])nc1N[N+](=O)[O-],4,-3.63,-0.0723658,-12.6112,-0.082959,0,0,-0.0085,-0.107917,0.0171503,0.0381474,0.212572,0.0575673,-31.937,-0.312306
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,5931150,4,2457,azole_ring:4;nitramine:2;nitro:2;azide:2,[*:1]C.[*:2]c1cc([N+](=O)[O-])n(N[N+](=O)[O-])n1,4,-0.235,-0.00468484,-1.91119,-0.0125722,0,0,-0.002125,-0.0269792,0.0210817,0.0468919,0.200284,0.0542395,-27.3506,-0.267456
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,54545693,4,1165,azide:4;azole_ring:4;nitramine:2;nitro:2,[*:1]N=[N+]=[N-].[*:2]c1c[nH]c(N=[N+]=[N-])n1,4,23.1725,0.461955,98.4004,0.647299,0,0,0.070425,0.894123,0.127762,0.284182,0.814978,0.220707,-3.0878,-0.030195
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,63908288,4,1165,azide:4;azole_ring:4;nitro:3;hydroxyl:1,[*:1]N=[N+]=[N-].[*:2]n1c(N=[N+]=[N-])nc([N+](=O)[O-])c1[N+],4,0.87,0.0173439,3.48943,0.0229542,0,0,0.002425,0.0307881,0.000378695,0.000842331,-0.0167465,-0.00453518,81.8301,0.800201
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,127319798,4,1165,nitro:4;azole_ring:4;nitramine:2;amino:2,[*:1][N+](=O)[O-].[*:2]c1c(C)nn(C)c1N[N+](=O)[O-],4,10.4275,0.207877,41.6832,0.274201,0,0,0.02935,0.372631,0.0295971,0.0658327,0.0859294,0.0232708,-71.7301,-0.701435
15,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,158719284,4,593,nitro:4;azole_ring:4;amino:3;azide:1,[*:1][N+](=O)[O-].[*:2]n1c(C)cnc1C,4,-1.9675,-0.0392231,-7.65776,-0.0503744,0,0,-0.005725,-0.0726852,0.0352275,0.0783565,0.396095,0.107268,-17.7671,-0.173741
3587,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,64619335,4,449,azide:4;azole_ring:4;nitro:3;nitramine:1,[*:1]N=[N+]=[N-].[*:2]n1nc(N[N+](=O)[O-])nc1C,4,-0.0125,-0.000249194,-0.254425,-0.00167366,0,0,-0.000225,-0.00285662,0.0341998,0.0760705,0.302653,0.0819624,-5.26163,-0.0514524
11,[*:1]c1nnnn1[*:2],[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,159752865,3,1293,nitro:3;azole_ring:3;nitramine:2;azide:1,[*:1][N+](=O)[O-].[*:2]n1cc(N[N+](=O)[O-])c(N=[N+]=[N-])n1,4,-10.5433,-0.210187,-44.2263,-0.29093,0,0,-0.0298667,-0.37919,0.00156179,0.00347388,0.218308,0.0591208,3.19297,0.0312234
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,18308045,3,1165,azole_ring:3;amino:3;hydroxyl:1;azide:1,[*:1]N.[*:2]c1cn(O)c(N)n1,4,19.11,0.380967,99.9819,0.657702,0,0,0.0844333,1.07197,0.150771,0.33536,0.828537,0.224379,-66.2285,-0.647636
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,90184513,3,1165,nitramine:3;nitro:3;azole_ring:3;azide:1,[*:1]N[N+](=O)[O-].[*:2]c1cc(N=[N+]=[N-])[nH]n1,4,16.02,0.319367,68.876,0.453081,0,0,0.0487,0.6183,0.0591617,0.131593,0.267124,0.0723407,-44.0782,-0.431032
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,90484747,3,1165,nitramine:3;nitro:3;azole_ring:3;hydroxyl:1,[*:1]N[N+](=O)[O-].[*:2]c1nc(C)c([N+](=O)[O-])[nH]1,4,14.3933,0.286938,51.4363,0.338359,0,0,0.0357667,0.454097,0.0454309,0.101052,0.245772,0.0665585,-5.33277,-0.0521481
15,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnnc1[*:2],azole_ring,azole_ring,2,159807194,3,593,nitramine:3;nitro:3;azole_ring:3;hydroxyl:1,[*:1][N+](=O)[O-].[*:2]n1cc(O)nc1N[N+](=O)[O-],4,-4.4,-0.0877162,-14.1771,-0.0932598,0,0,-0.0100333,-0.127384,0.0402202,0.0894617,0.473518,0.128235,-4.17117,-0.040789
4085,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,90413270,3,464,nitramine:3;nitro:3;azole_ring:3;azide:1,[*:2]N[N+](=O)[O-].[*:1]c1n[nH]c(N[N+](=O)[O-])n1,4,-12.94,-0.257965,18.6352,0.122587,0.889026,0.049431,-0.0305667,-0.388078,0.00689181,0.0153294,0.289535,0.0784098,18.9279,0.185093
3241,[*:1]c1nnc([*:2])n1O,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,42854999,3,457,azide:3;azoxy:3;nitro:3;azole_ring:3,[*:2]N=[N+]([O-])c1c(O)nnn1N[N+](=O)[O-].[*:1]N=[N+]=[N-],4,121.493,2.42203,84.5687,0.556311,-0.684161,-0.0380402,0.0560667,0.711828,-0.0671949,-0.149461,-1.09874,-0.297554,-42.9924,-0.420414
3587,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,54735840,3,449,azide:3;azole_ring:3;nitramine:2;nitro:2,[*:2]N=[N+]=[N-].[*:1]c1n[nH]c(N=[N+]=[N-])n1,4,-3.95,-0.0787452,-15.6054,-0.102656,0,0,-0.0117333,-0.148968,0.0134357,0.029885,0.197273,0.0534241,-28.9305,-0.282905
4176,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,133831584,3,448,nitro:3;azole_ring:3;nitramine:2;azide:2,[*:1][N+](=O)[O-].[*:2]c1nn(N=[N+]=[N-])nc1N[N+](=O)[O-],4,132.203,2.63554,138.411,0.910494,-0.607025,-0.0337514,0.0928667,1.17905,-0.0371599,-0.0826548,-1.03408,-0.280044,-39.3044,-0.38435
13950321,[*:1]N,[*:1][H],amino,other,2,198601590,132,5013,azole_ring:50;nitro:30;amino:28;azide:24,[*:1]n1nc(-c2c(O)nnn2O)nc1C,3,-24.3709,-0.485846,-30.6729,-0.201773,-0.767746,-0.0426877,-0.0680659,-0.864172,-0.142641,-0.317276,-0.858573,-0.232513,-19.2418,-0.188162
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,14906585,83,2457,hydrazo:50;azole_ring:50;amino:50;nitro:29,[*:2]N.[*:1]NNc1[nH]c(C)nc1N[N+](=O)[O-],3,-3.30181,-0.0658231,-13.186,-0.0867404,0,0,-0.0116831,-0.14833,0.00148918,0.00331238,0.0861343,0.0233263,48.2109,0.471445
13950321,[*:1]N,[*:1][H],amino,other,2,198601863,76,5013,azole_ring:50;nitro:28;azide:22;amino:20,[*:1]n1nc(-c2nnc(O)n2N=[N+]=[N-])c([N+](=O)[O-])n1,3,-24.3425,-0.48528,-34.3506,-0.225966,-1.28937,-0.0716907,-0.0736789,-0.935436,-0.156232,-0.347506,-0.910269,-0.246513,-16.7126,-0.163429
28,[*:1]c1nnn([*:2])n1,[*:2]c1nnnn1[*:1],azole_ring,azole_ring,2,72063450,70,2457,nitro:50;hydrazo:50;azole_ring:50;amino:50,[*:2]NNc1[nH]c(C)nc1N[N+](=O)[O-].[*:1][N+](=O)[O-],3,-3.50271,-0.0698283,-12.5445,-0.0825206,0,0,-0.00917,-0.116423,0.0156803,0.0348777,0.229136,0.0620531,16.6482,0.1628
61,[*:1]Nc1nnnn1[*:2],[*:1]Nn1nnc([*:2])n1,azole_ring,azole_ring,2,72063545,68,577,nitro:50;hydrazo:50;azole_ring:50;amino:50,[*:2]NNc1[nH]c(C)nc1[N+](=O)[O-].[*:1][N+](=O)[O-],3,-2.84029,-0.0566227,-9.15647,-0.0602332,0,0,-0.00689118,-0.0874911,-0.0539169,-0.119927,-0.525333,-0.142267,-34.606,-0.338405
29,[*:1]c1nnn([*:2])n1,[*:2]c1nnn([*:1])n1,azole_ring,azole_ring,2,50095789,66,1165,azide:50;hydrazo:50;azole_ring:50;amino:50,[*:1]N=[N+]=[N-].[*:2]NNc1[nH]nc(N[N+](=O)[O-])c1N,3,7.75242,0.154548,27.7082,0.182271,0,0,0.0220333,0.279738,0.0531546,0.118232,0.41234,0.111667,50.6533,0.495329
