candidate_id,candidate_frag,chemotype,n_pairs,n_distinct_neighbor_frags,n_Hf,mean_d_Hf,median_d_Hf,std_d_Hf,frac_pos_d_Hf,n_Q,mean_d_Q,median_d_Q,std_d_Q,frac_pos_d_Q,n_OBgood,mean_d_OBgood,median_d_OBgood,std_d_OBgood,frac_pos_d_OBgood,n_Pe,mean_d_Pe,median_d_Pe,std_d_Pe,frac_pos_d_Pe,n_D,mean_d_D,median_d_D,std_d_D,frac_pos_d_D,n_P,mean_d_P,median_d_P,std_d_P,frac_pos_d_P,n_IS,mean_d_IS,median_d_IS,std_d_IS,frac_pos_d_IS,n_nu,mean_d_nu,median_d_nu,std_d_nu,frac_pos_d_nu
cand_015,[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,azoxy,436,436,436,-55.8373,-60.1956,44.8851,0.130734,436,-203.323,-204.248,86.1669,0.00458716,436,-27.6488,-26.6533,13.2199,0,436,-0.176275,-0.17485,0.0587702,0.00458716,436,-0.655534,-0.620876,0.385994,0.0229358,436,-5.46455,-5.14304,3.56773,0.0458716,436,23.0883,9.9531,34.0517,0.986239,0,,,,
cand_015,[*:1]n1nnc(/N=[N+](/[*:2])[O-])n1,azoxy,173,173,173,-68.1387,-80.0056,54.2128,0.121387,173,-202.384,-200.323,97.3314,0.017341,173,-27.6253,-23.6574,15.3434,0,173,-0.197988,-0.1971,0.0696968,0.00578035,173,-0.690169,-0.583788,0.466061,0.0231214,173,-5.66127,-4.67505,4.22529,0.0578035,173,12.7121,6.1145,18.845,0.988439,0,,,,
cand_015,[*:1]c1nnn(N[N+](=O)[O-])n1,nitramine,3,3,3,51.6205,72.7247,40.6067,1,3,26.6566,23.8974,12.3579,1,3,-5.65111,-8.47667,4.89401,0,3,0.0083,0.0118,0.00667757,1,3,-0.00731307,0.034575,0.0880254,0.666667,3,0.0427277,0.547963,0.925404,0.666667,3,6.31513,4.5278,7.43364,0.666667,0,,,,
cand_015,[*:1]N[N+](=O)[O-],nitramine,2,1,2,73.5646,73.5646,1.1878,1,2,26.864,26.864,4.19534,1,2,-8.47667,-8.47667,0,0,2,0.00275,0.00275,0.00304056,1,2,-0.0794571,-0.0794571,0.0410164,0,2,-0.695179,-0.695179,0.466891,0,2,12.4857,12.4857,2.81966,1,0,,,,
cand_015,[*:1]c1nnn([*:2])n1,azole_ring,1,1,1,4.80735,4.80735,0,1,1,15.9115,15.9115,0,1,1,0,0,0,0,1,0.0118,0.0118,0,1,1,0.0519458,0.0519458,0,1,1,0.547963,0.547963,0,1,1,-0.0619,-0.0619,0,0,0,,,,
cand_015,[*:1]c1nnnn1[*:2],azole_ring,1,1,1,-4.46159,-4.46159,0,0,1,-14.7671,-14.7671,0,0,1,0,0,0,0,1,-0.011,-0.011,0,0,1,0.0509584,0.0509584,0,1,1,0.682426,0.682426,0,1,1,0.3727,0.3727,0,1,0,,,,
cand_015,[*:1]c1nnnn1N[N+](=O)[O-],nitramine,1,1,1,-4.46159,-4.46159,0,0,1,-14.7671,-14.7671,0,0,1,0,0,0,0,1,-0.011,-0.011,0,0,1,0.0509584,0.0509584,0,1,1,0.682426,0.682426,0,1,1,0.3727,0.3727,0,1,0,,,,
cand_015,[*:1]Nn1nnc([*:2])n1,azole_ring,1,1,1,4.80735,4.80735,0,1,1,15.9115,15.9115,0,1,1,0,0,0,0,1,0.0118,0.0118,0,1,1,0.0519458,0.0519458,0,1,1,0.547963,0.547963,0,1,1,-0.0619,-0.0619,0,0,0,,,,
cand_015,[*:1]Nn1nnnc1[*:2],azole_ring,1,1,1,-4.46159,-4.46159,0,0,1,-14.7671,-14.7671,0,0,1,0,0,0,0,1,-0.011,-0.011,0,0,1,0.0509584,0.0509584,0,1,1,0.682426,0.682426,0,1,1,0.3727,0.3727,0,1,0,,,,
cand_015,[*:1]/N=[N+](\[*:2])[O-],azoxy,1,1,1,13.5644,13.5644,0,1,1,-18.4106,-18.4106,0,0,1,-5.59186,-5.59186,0,0,1,-0.0097,-0.0097,0,0,1,-0.0577329,-0.0577329,0,0,1,-0.451323,-0.451323,0,0,1,1.6107,1.6107,0,1,0,,,,
cand_016,[*:1]NNn1nnnc1[*:2],hydrazo,932,932,932,-46.0577,-49.1269,47.2847,0.146996,932,-158.082,-159.563,97.4471,0.055794,932,-22.2661,-20.7553,13.9211,0.0364807,932,-0.193225,-0.18905,0.0676967,0.00107296,932,-0.564122,-0.503196,0.410172,0.0654506,932,-4.35799,-3.82275,3.73647,0.0997854,932,24.3882,6.8665,42.6764,0.975322,0,,,,
cand_016,[*:1]c1nnnn1[*:2],azole_ring,274,274,274,-27.3459,-37.7519,48.1833,0.248175,274,-165.3,-168.079,79.6658,0.0182482,274,-22.981,-23.9314,12.8784,0.0182482,274,-0.149576,-0.148,0.0511243,0.00364964,274,-0.477108,-0.46425,0.382135,0.0583942,274,-3.67496,-3.47545,3.56788,0.135036,274,16.8416,5.7407,27.2671,0.981752,0,,,,
cand_016,[*:1]n1nnnc1[N+](=O)[O-],nitro,265,265,265,-44.7067,-51.8969,46.1281,0.226415,265,-284.634,-264.609,116.097,0,265,-42.9745,-44.5645,18.6391,0,265,-0.194504,-0.1905,0.0634059,0.00754717,265,-0.990178,-1.00169,0.46461,0.00754717,265,-8.31345,-8.44691,4.09513,0.0113208,265,53.8768,26.0906,66.8795,0.996226,0,,,,
cand_016,[*:1]Nn1nnnc1[*:2],azole_ring,253,253,253,-31.666,-39.5569,50.2019,0.237154,253,-163.714,-167.479,79.3266,0.0355731,253,-23.513,-24.4471,12.9703,0.0237154,253,-0.157036,-0.157,0.0524507,0,253,-0.493666,-0.47208,0.385906,0.0592885,253,-3.7919,-3.64917,3.59628,0.118577,253,24.5471,7.8011,38.8171,0.98419,0,,,,
cand_016,[*:1]Nn1nnnc1[N+](=O)[O-],nitro,97,97,97,-65.7719,-66.0269,38.0701,0.0515464,97,-369.599,-379.912,127.876,0,97,-54.8908,-56.8272,17.9402,0,97,-0.216191,-0.2079,0.071024,0.0103093,97,-1.25593,-1.16745,0.427059,0,97,-10.631,-9.99273,3.57669,0,97,78.0651,51.6225,77.4093,1,0,,,,
cand_016,[*:2]c1nnnn1[*:1],azole_ring,87,87,87,-28.9136,-35.0969,55.3054,0.298851,87,-149.787,-152.209,86.8197,0.045977,87,-22.1957,-23.4158,14.6749,0.0114943,87,-0.159622,-0.1616,0.0569192,0,87,-0.459241,-0.427567,0.436299,0.126437,87,-3.40572,-3.21029,4.06223,0.183908,87,33.4897,9.4335,50.5863,0.977011,0,,,,
cand_016,[*:2]Nn1nnnc1[*:1],azole_ring,84,84,84,-31.2512,-38.6119,41.1314,0.22619,84,-186.513,-179.392,74.1841,0,84,-25.2807,-25.5713,12.8955,0,84,-0.15254,-0.1566,0.0518505,0.0119048,84,-0.541346,-0.500102,0.387411,0.0357143,84,-4.29375,-3.897,3.58604,0.0952381,84,14.5121,5.37915,23.9057,1,0,,,,
cand_016,[*:1][N+](=O)[O-],nitro,1,1,1,8.34319,8.34319,0,1,1,-45.8366,-45.8366,0,0,1,-2.58812,-2.58812,0,0,1,0.0018,0.0018,0,1,1,0.0900356,0.0900356,0,1,1,1.13028,1.13028,0,1,1,0.0504,0.0504,0,1,0,,,,
cand_017,[*:1]/N=[N+](/[O-])n1nnnc1N[*:2],azoxy,1156,1156,1156,-69.0444,-74.3438,51.3114,0.122837,1156,-212.683,-209.806,97.9848,0.0155709,1156,-27.7814,-26.6533,14.0357,0,1156,-0.205564,-0.20235,0.0661303,0.000865052,1156,-0.754975,-0.708881,0.414382,0.0103806,1156,-6.39705,-6.05058,3.80055,0.0276817,1156,26.037,10.1952,40.5499,0.993945,0,,,,
cand_017,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],azoxy,634,634,634,-61.5049,-66.1387,51.1049,0.132492,634,-216.322,-216.47,92.9796,0.00946372,634,-26.2946,-23.6574,13.2798,0,634,-0.191126,-0.1857,0.0654029,0.00157729,634,-0.698376,-0.615508,0.397505,0.0189274,634,-5.92,-5.26888,3.66667,0.0347003,634,15.6111,6.9877,23.3355,0.992114,0,,,,
cand_017,[*:2]Nc1nnn(/N=[N+](/[*:1])[O-])n1,azoxy,617,617,617,-53.5919,-58.7138,42.9655,0.150729,617,-201.924,-201.102,88.6869,0.00810373,617,-29.5314,-28.2204,13.6053,0,617,-0.183725,-0.1823,0.0564063,0.00162075,617,-0.728898,-0.695026,0.397023,0.012966,617,-6.20844,-5.89076,3.69855,0.0259319,617,43.8755,19.9814,55.4686,0.985413,0,,,,
cand_017,[*:1]Nc1nnn(/N=[N+](/[*:2])[O-])n1,azoxy,525,525,525,-84.201,-93.2637,50.5014,0.0647619,525,-204.531,-209.698,102.77,0.0342857,525,-26.2782,-23.245,13.6633,0,525,-0.218113,-0.2183,0.0723756,0.00952381,525,-0.727797,-0.654644,0.431541,0.0228571,525,-6.04873,-5.30656,3.95233,0.0342857,525,34.0748,12.6399,49.8638,0.975238,0,,,,
cand_017,[*:2]c1nnn(/N=[N+](/[*:1])[O-])n1,azoxy,415,415,415,-59.2852,-62.2037,45.6958,0.110843,415,-225.478,-226.368,81.229,0.00240964,415,-29.7193,-29.6147,13.4025,0,415,-0.192172,-0.187,0.0577431,0.00240964,415,-0.752252,-0.723401,0.395816,0.00963855,415,-6.40501,-6.23424,3.69978,0.026506,415,36.0885,16.5586,46.1273,0.987952,0,,,,
cand_017,[*:1]c1nnn(/N=[N+](/[*:2])[O-])n1,azoxy,192,192,192,-66.5612,-72.7387,52.7504,0.135417,192,-191.76,-184.69,103.176,0.03125,192,-24.8181,-21.9952,14.374,0,192,-0.187823,-0.1775,0.0773841,0.0260417,192,-0.645855,-0.558338,0.463046,0.0520833,192,-5.36293,-4.75361,4.23626,0.0677083,192,31.2855,10.3871,46.8778,0.979167,0,,,,
cand_017,[*:1]n1nnc(N[N+](=O)[O-])n1,nitramine,3,3,3,51.2333,70.4732,40.0312,1,3,25.1447,17.2595,14.9627,1,3,-5.65111,-8.47667,4.89401,0,3,0.00716667,0.0128,0.0109024,0.666667,3,-0.002991,-0.093545,0.175246,0.333333,3,0.113655,-0.940625,1.93606,0.333333,3,10.0982,13.139,7.7346,1,0,,,,
cand_017,[*:1]c1nnn([*:2])n1,azole_ring,1,1,1,5.2146,5.2146,0,1,1,17.2595,17.2595,0,1,1,0,0,0,0,1,0.0128,0.0128,0,1,1,0.199006,0.199006,0,1,1,2.34804,2.34804,0,1,1,1.3053,1.3053,0,1,0,,,,
cand_017,[*:1]c1nnnn1[*:2],azole_ring,1,1,1,0.03012,0.03012,0,1,1,0.0996922,0.0996922,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.0241574,-0.0241574,0,0,1,-0.29089,-0.29089,0,0,1,0.3843,0.3843,0,1,0,,,,
cand_017,[*:1]n1nnnc1N[N+](=O)[O-],nitramine,1,1,1,0.03012,0.03012,0,1,1,0.0996922,0.0996922,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.0241574,-0.0241574,0,0,1,-0.29089,-0.29089,0,0,1,0.3843,0.3843,0,1,0,,,,
cand_017,[*:1]Nc1nnn([*:2])n1,azole_ring,1,1,1,5.2146,5.2146,0,1,1,17.2595,17.2595,0,1,1,0,0,0,0,1,0.0128,0.0128,0,1,1,0.199006,0.199006,0,1,1,2.34804,2.34804,0,1,1,1.3053,1.3053,0,1,0,,,,
cand_017,[*:1]Nc1nnnn1[*:2],azole_ring,1,1,1,0.03012,0.03012,0,1,1,0.0996922,0.0996922,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.0241574,-0.0241574,0,0,1,-0.29089,-0.29089,0,0,1,0.3843,0.3843,0,1,0,,,,
cand_017,[*:1]N[N+](=O)[O-],nitramine,1,1,1,-14.0434,-14.0434,0,0,1,-10.3383,-10.3383,0,0,1,-13.2166,-13.2166,0,0,1,-0.0099,-0.0099,0,0,1,-0.367879,-0.367879,0,0,1,-3.84584,-3.84584,0,0,1,0.1111,0.1111,0,1,0,,,,
cand_017,[*:1]/N=[N+](\[*:2])[O-],azoxy,1,1,1,5.60625,5.60625,0,1,1,18.5558,18.5558,0,1,1,0,0,0,0,1,0.0137,0.0137,0,1,1,0.146118,0.146118,0,1,1,1.68896,1.68896,0,1,1,0.6672,0.6672,0,1,0,,,,
cand_018,[*:1]/N=[N+](/[O-])n1cnnn1,azoxy,147,147,147,-107.546,-114.998,49.6794,0.0204082,147,-431.358,-442.67,148.599,0.00680272,147,-44.9659,-42.2628,20.2417,0,147,-0.316475,-0.3292,0.108018,0.00680272,147,-1.29735,-1.26249,0.52112,0.00680272,147,-10.4632,-10.0467,4.15691,0.00680272,147,49.7636,21.0381,65.6889,1,0,,,,
cand_018,[*:1]c1nnnn1/N=[N+](/[*:2])[O-],azoxy,114,114,114,-122.093,-122.903,31.6283,0,114,-481.603,-495.685,125.828,0,114,-47.7736,-42.2628,17.0155,0,114,-0.352603,-0.3557,0.0699127,0,114,-1.36784,-1.31955,0.416245,0.00877193,114,-10.9272,-10.4887,3.40692,0.00877193,114,83.7381,57.9055,71.6318,1,0,,,,
cand_018,[*:2]c1nnnn1/N=[N+](/[*:1])[O-],azoxy,112,112,112,-92.8225,-81.7827,42.2532,0.00892857,112,-408.637,-400.172,131.507,0,112,-46.2674,-46.5391,17.4808,0,112,-0.30022,-0.28655,0.0995236,0,112,-1.26587,-1.24044,0.460289,0,112,-10.2626,-10.0794,3.64997,0,112,121.205,113.061,87.2655,1,0,,,,
cand_018,[*:1]c1nnnn1[*:2],azole_ring,3,3,3,1.86756,4.0711,4.52668,0.666667,3,-53.0979,-70.6446,33.2922,0,3,-1.76571,-2.64856,1.52915,0,3,-0.00876667,-0.0091,0.0019218,0,3,0.00296613,-0.0172576,0.0699941,0.333333,3,0.146873,-0.0755964,0.775555,0.333333,3,0.977933,0.3663,1.08197,1,0,,,,
cand_018,[*:1]n1nnnc1[N+](=O)[O-],nitro,2,2,2,38.1265,38.1265,58.641,0.5,2,-23.5121,-23.5121,12.4584,0,2,-7.2653,-7.2653,10.2747,0,2,-0.00535,-0.00535,0.0072832,0,2,-0.0721438,-0.0721438,0.216359,0.5,2,-0.552255,-0.552255,2.20844,0.5,2,19.328,19.328,24.1842,1,0,,,,
cand_018,[*:1][N+](=O)[O-],nitro,1,1,1,4.0711,4.0711,0,1,1,-73.9464,-73.9464,0,0,1,-2.64856,-2.64856,0,0,1,-0.0091,-0.0091,0,0,1,-0.0546894,-0.0546894,0,0,1,-0.493136,-0.493136,0,0,1,0.3663,0.3663,0,1,0,,,,
cand_018,[*:1][H],other,1,1,1,81.5485,81.5485,0,1,1,5.43457,5.43457,0,1,1,4.60033,4.60033,0,1,1,-0.0051,-0.0051,0,0,1,0.0944211,0.0944211,0,1,1,0.990556,0.990556,0,1,1,2.9427,2.9427,0,1,0,,,,
cand_019,[*:1]/N=[N+](\[O-])n1nnc(N[*:2])n1,azoxy,1178,1178,1178,-63.9194,-70.2845,48.4204,0.116299,1178,-185.586,-186.44,96.6956,0.0288625,1178,-27.3643,-26.1346,14.1744,0,1178,-0.188056,-0.1848,0.0628642,0.00424448,1178,-0.730206,-0.664843,0.413424,0.00933786,1178,-6.26302,-5.7516,3.78465,0.0152801,1178,25.5297,10.1569,39.7748,0.968591,0,,,,
cand_019,[*:2]Nn1nnnc1/N=[N+](\[*:1])[O-],azoxy,639,639,639,-55.5157,-64.3895,44.5963,0.153365,639,-214.091,-209.195,89.4041,0.0156495,639,-29.4295,-27.9214,13.8918,0,639,-0.190403,-0.1907,0.0566446,0.00156495,639,-0.787511,-0.761243,0.401081,0.00782473,639,-6.82588,-6.65943,3.6971,0.0140845,639,29.0804,11.9047,42.787,0.992175,0,,,,
cand_019,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,azoxy,609,609,609,-58.5945,-64.3395,47.9981,0.134647,609,-200.616,-201.35,89.4085,0.0114943,609,-27.6421,-26.6533,13.8433,0,609,-0.18054,-0.1758,0.0627896,0.00821018,609,-0.72475,-0.674299,0.410067,0.0147783,609,-6.24531,-5.82404,3.76182,0.0246305,609,19.8806,7.9567,30.8546,0.962233,0,,,,
cand_019,[*:1]Nn1nnnc1/N=[N+](\[*:2])[O-],azoxy,517,517,517,-85.8458,-96.5895,54.0813,0.0793037,517,-211.208,-210.573,107.717,0.00967118,517,-25.7443,-22.2807,13.9582,0,517,-0.224302,-0.2245,0.0720085,0,517,-0.743668,-0.647131,0.429364,0.0116054,517,-6.21424,-5.50922,3.90129,0.0270793,517,22.1669,7.591,37.2894,0.982592,0,,,,
cand_019,[*:2]n1nnnc1/N=[N+](\[*:1])[O-],azoxy,445,445,445,-59.8335,-64.3095,49.883,0.134831,445,-227.856,-227.65,85.9854,0.00449438,445,-27.5979,-25.1438,13.0498,0,445,-0.192001,-0.1886,0.0622943,0.00224719,445,-0.747309,-0.689475,0.383658,0.0134831,445,-6.43656,-6.03263,3.53984,0.0179775,445,17.3224,8.2933,25.3046,0.995506,0,,,,
cand_019,[*:1]n1nnnc1/N=[N+](\[*:2])[O-],azoxy,189,189,189,-65.5605,-71.0895,53.7948,0.111111,189,-189.562,-167.332,103.016,0.00529101,189,-23.226,-21.1045,13.3456,0,189,-0.189063,-0.1784,0.0723305,0,189,-0.626562,-0.547394,0.417148,0.026455,189,-5.22503,-4.52679,3.82477,0.037037,189,11.4189,4.2993,17.2241,0.978836,0,,,,
cand_019,[*:1]n1nnc(N[N+](=O)[O-])n1,nitramine,2,2,2,34.6373,34.6373,48.2613,1,2,5.71747,5.71747,5.69186,1,2,-4.23834,-4.23834,5.99391,0,2,-0.0042,-0.0042,0.00777817,0.5,2,-0.0623825,-0.0623825,0.207129,0.5,2,-0.572055,-0.572055,2.2413,0.5,2,2.8335,2.8335,3.89489,1,0,,,,
cand_019,[*:1]N[N+](=O)[O-],nitramine,2,2,2,29.987,29.987,62.7902,0.5,2,8.88495,8.88495,29.2995,0.5,2,-10.8466,-10.8466,3.35164,0,2,-0.0031,-0.0031,0.0111723,0.5,2,-0.195235,-0.195235,0.132339,0,2,-1.95696,-1.95696,1.38128,0,2,11.6221,11.6221,10.6551,1,0,,,,
cand_019,[*:1]c1nnnn1[*:2],azole_ring,1,1,1,-2.5502,-2.5502,0,0,1,-8.44073,-8.44073,0,0,1,0,0,0,0,1,-0.0062,-0.0062,0,0,1,-0.0722824,-0.0722824,0,0,1,-0.827485,-0.827485,0,0,1,-0.1486,-0.1486,0,0,0,,,,
cand_019,[*:1]c1nnn([*:2])n1,azole_ring,1,1,1,0.51142,0.51142,0,1,1,1.69272,1.69272,0,1,1,0,0,0,0,1,0.0013,0.0013,0,1,1,0.08408,0.08408,0,1,1,1.01278,1.01278,0,1,1,0.0794,0.0794,0,1,0,,,,
cand_019,[*:1]c1nnnn1N[N+](=O)[O-],nitramine,1,1,1,-2.5502,-2.5502,0,0,1,-8.44073,-8.44073,0,0,1,0,0,0,0,1,-0.0062,-0.0062,0,0,1,-0.0722824,-0.0722824,0,0,1,-0.827485,-0.827485,0,0,1,-0.1486,-0.1486,0,0,0,,,,
cand_019,[*:1]Nn1nnnc1[*:2],azole_ring,1,1,1,-2.5502,-2.5502,0,0,1,-8.44073,-8.44073,0,0,1,0,0,0,0,1,-0.0062,-0.0062,0,0,1,-0.0722824,-0.0722824,0,0,1,-0.827485,-0.827485,0,0,1,-0.1486,-0.1486,0,0,0,,,,
cand_019,[*:1]Nc1nnn([*:2])n1,azole_ring,1,1,1,0.51142,0.51142,0,1,1,1.69272,1.69272,0,1,1,0,0,0,0,1,0.0013,0.0013,0,1,1,0.08408,0.08408,0,1,1,1.01278,1.01278,0,1,1,0.0794,0.0794,0,1,0,,,,
cand_020,[*:1]n1cnnn1,azole_ring,79,79,79,-65.0752,-62.4908,28.0101,0,79,-342.865,-351.11,129.116,0,79,-35.4731,-30.7424,19.4503,0.0126582,79,-0.313708,-0.3111,0.100557,0,79,-1.14905,-1.096,0.453638,0.0126582,79,-8.56148,-8.47986,3.29556,0.0126582,79,165.148,178.38,86.0738,1,0,,,,
cand_020,[*:1]Nn1cnnn1,azole_ring,21,21,21,-45.7086,-45.3908,18.3919,0,21,-263.643,-262.195,106.594,0,21,-30.1609,-24.2717,17.1245,0,21,-0.238205,-0.2316,0.0969136,0,21,-0.95277,-0.906854,0.40476,0.047619,21,-7.35831,-7.26666,3.01875,0.047619,21,137.76,118.264,90.2558,1,0,,,,
cand_020,[*:1]NN[*:2],hydrazo,2,2,2,16.2592,16.2592,3.04056,1,2,205.387,205.387,145.666,1,2,15.4474,15.4474,9.20525,1,2,-0.0729,-0.0729,0.0302642,0,2,-0.135433,-0.135433,0.16499,0,2,-1.05711,-1.05711,1.47911,0,2,46.8957,46.8957,41.9311,1,0,,,,
cand_020,[*:1][H],other,1,1,1,76.6752,76.6752,0,1,1,85.3915,85.3915,0,1,1,15.023,15.023,0,1,1,-0.0355,-0.0355,0,0,1,0.233981,0.233981,0,1,1,2.48919,2.48919,0,1,1,58.2714,58.2714,0,1,0,,,,
cand_021,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],azoxy,934,934,934,-68.6792,-73.0579,48.1842,0.0995717,934,-292.854,-288.542,109.112,0.00107066,934,-33.1168,-31.8484,14.6164,0.00214133,934,-0.219713,-0.2192,0.0662149,0.00107066,934,-0.851287,-0.82665,0.389041,0.00856531,934,-7.02893,-6.8742,3.42242,0.00856531,934,145.475,152.023,83.6873,0.975375,0,,,,
cand_021,[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,azoxy,384,384,384,-66.2816,-65.6079,45.8346,0.0807292,384,-277.746,-266.251,100.019,0,384,-33.4863,-32.8472,15.4127,0.00260417,384,-0.216418,-0.2094,0.0682465,0,384,-0.893476,-0.869156,0.418614,0.00520833,384,-7.46294,-7.21905,3.65854,0.0078125,384,65.5834,30.4972,82.2962,0.731771,0,,,,
cand_021,[*:1]n1nnc(/N=[N+](/[*:2])[O-])n1,azoxy,141,141,141,-82.816,-90.1879,49.8156,0.0638298,141,-258.117,-262.018,115.216,0.0141844,141,-30.5398,-27.6274,16.1358,0.0070922,141,-0.228033,-0.2392,0.0834446,0.0141844,141,-0.880291,-0.748064,0.472907,0.0212766,141,-7.2936,-6.08373,4.05816,0.0212766,141,33.5884,4.0605,64.9459,0.560284,0,,,,
cand_021,[*:1]n1nnnc1[N+](=O)[O-],nitro,7,7,7,12.3503,2.919,29.8526,0.714286,7,-45.609,-57.8056,27.3739,0,7,-3.1773,-2.50897,4.15291,0,7,-0.0076,-0.0098,0.00537556,0.142857,7,0.0348655,0.046947,0.128252,0.714286,7,0.57035,0.636698,1.4251,0.714286,7,55.8428,25.255,86.8924,0.714286,0,,,,
cand_021,[*:1]c1nnnn1[*:2],azole_ring,5,5,5,1.72501,2.919,4.08665,0.8,5,-57.1418,-67.9763,22.1132,0,5,-2.00718,-2.50897,1.12205,0,5,-0.00976,-0.0102,0.00447806,0,5,0.0539057,0.046947,0.0992587,0.8,5,0.767176,0.636698,1.17472,0.8,5,9.30666,0.2153,18.1439,0.6,0,,,,
cand_021,[*:1]c1nnn(N=[N+]=[N-])n1,azide,3,3,3,-27.0338,-3.49836,48.1028,0.333333,3,-31.0183,-13.0482,59.8521,0.333333,3,-2.4163,0,4.18515,0,3,-0.00456667,-0.0093,0.0154536,0.333333,3,0.0174958,-0.00587306,0.0935442,0.333333,3,0.315267,0.267093,1.00846,0.666667,3,-0.583667,-7.8386,15.1088,0.333333,0,,,,
cand_021,[*:1]c1nnn([*:2])n1,azole_ring,2,2,2,0.63567,0.63567,5.8464,0.5,2,2.37095,2.37095,21.806,0.5,2,0,0,0,0,2,0.0017,0.0017,0.0155563,0.5,2,0.0291803,0.0291803,0.129158,0.5,2,0.339354,0.339354,1.42496,0.5,2,3.0438,3.0438,19.432,0.5,0,,,,
cand_021,[*:2]c1nnnn1[*:1],azole_ring,1,1,1,-1.73506,-1.73506,0,0,1,-6.47146,-6.47146,0,0,1,0,0,0,0,1,-0.0046,-0.0046,0,0,1,0.149957,0.149957,0,1,1,1.80855,1.80855,0,1,1,117.016,117.016,0,1,0,,,,
cand_021,[*:1][N+](=O)[O-],nitro,1,1,1,2.919,2.919,0,1,1,-68.4839,-68.4839,0,0,1,-2.50897,-2.50897,0,0,1,-0.0102,-0.0102,0,0,1,0.072446,0.072446,0,1,1,0.99843,0.99843,0,1,1,-0.914,-0.914,0,0,0,,,,
cand_021,[*:1]/N=[N+](\[*:2])[O-],azoxy,1,1,1,2.84209,2.84209,0,1,1,10.6005,10.6005,0,1,1,0,0,0,0,1,0.0075,0.0075,0,1,1,0.0666574,0.0666574,0,1,1,0.738705,0.738705,0,1,1,12.7689,12.7689,0,1,0,,,,
cand_022,[*:1]NNc1nnn([*:2])n1,hydrazo,547,547,547,-42.6119,-48.7624,50.3978,0.191956,547,-123.774,-115.445,129.152,0.171846,547,-18.3145,-16.8449,16.1617,0.122486,547,-0.214149,-0.212,0.0667842,0.00365631,547,-0.709449,-0.681627,0.371899,0.0182815,547,-5.62025,-5.42243,3.19624,0.0292505,547,-32.0998,-17.097,81.0611,0.438757,0,,,,
cand_022,[*:1]NNc1nnnn1[*:2],hydrazo,532,532,532,-49.7016,-54.9324,48.7169,0.144737,532,-135.1,-123.935,123.437,0.12406,532,-18.439,-17.0853,15.6069,0.12782,532,-0.225668,-0.2243,0.0654915,0,532,-0.731327,-0.705678,0.359228,0.0056391,532,-5.77189,-5.58837,3.09948,0.0169173,532,-34.3036,-17.1717,82.3533,0.43609,0,,,,
cand_022,[*:1]c1nnn(N=[N+]=[N-])n1,azide,263,263,263,-127.987,-136.662,47.0514,0.00760456,263,-284.882,-251.623,148.806,0.0190114,263,-31.3493,-31.8525,19.8094,0.0152091,263,-0.21676,-0.2165,0.0753066,0.0152091,263,-0.895584,-0.832483,0.432794,0.0114068,263,-7.24382,-6.88094,3.6173,0.0114068,263,-40.7346,-38.9687,83.6078,0.418251,0,,,,
cand_022,[*:1]c1nnnn1N=[N+]=[N-],azide,257,257,257,-132.544,-140.342,47.9764,0,257,-296.96,-274.542,150.218,0.00389105,257,-31.0984,-29.515,19.6509,0.0350195,257,-0.228292,-0.2284,0.0755533,0.00389105,257,-0.919935,-0.871028,0.419824,0,257,-7.42913,-7.06469,3.50497,0.00389105,257,-53.5914,-53.2017,82.6655,0.354086,0,,,,
cand_022,[*:1]Nc1nnnn1[*:2],azole_ring,176,176,176,-31.0286,-45.7524,53.1119,0.244318,176,-149.848,-128.622,120.447,0.0681818,176,-17.6603,-13.7045,15.2411,0.0511364,176,-0.179505,-0.1806,0.0495254,0,176,-0.645747,-0.58874,0.324519,0.00568182,176,-5.25387,-4.84771,2.85475,0.00568182,176,-77.6677,-90.2163,89.082,0.272727,0,,,,
cand_022,[*:1]Nc1nnn([*:2])n1,azole_ring,172,172,172,-35.4422,-46.2874,46.7503,0.203488,172,-163.21,-146.377,110.498,0.0523256,172,-19.8655,-20.6149,14.3004,0.0290698,172,-0.175831,-0.1812,0.0526349,0.0116279,172,-0.652942,-0.623555,0.306574,0.00581395,172,-5.3198,-5.15911,2.72641,0.00581395,172,-42.5529,-40.2143,85.372,0.395349,0,,,,
cand_022,[*:1]Nc1nnn(N=[N+]=[N-])n1,azide,117,117,117,-143.992,-150.162,43.1504,0.017094,117,-368.824,-393.957,165.489,0.042735,117,-40.6652,-36.1305,22.147,0.017094,117,-0.226354,-0.2451,0.0916741,0.034188,117,-1.05899,-1.0096,0.511325,0.025641,117,-8.62319,-8.51829,4.15336,0.025641,117,-22.9181,7.3494,81.0724,0.521368,0,,,,
