candidate_id,candidate_frag,chemotype,n_pairs,n_distinct_neighbor_frags,n_Hf,mean_d_Hf,median_d_Hf,std_d_Hf,frac_pos_d_Hf,n_Q,mean_d_Q,median_d_Q,std_d_Q,frac_pos_d_Q,n_OBgood,mean_d_OBgood,median_d_OBgood,std_d_OBgood,frac_pos_d_OBgood,n_Pe,mean_d_Pe,median_d_Pe,std_d_Pe,frac_pos_d_Pe,n_D,mean_d_D,median_d_D,std_d_D,frac_pos_d_D,n_P,mean_d_P,median_d_P,std_d_P,frac_pos_d_P,n_IS,mean_d_IS,median_d_IS,std_d_IS,frac_pos_d_IS,n_nu,mean_d_nu,median_d_nu,std_d_nu,frac_pos_d_nu
cand_008,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],azoxy,643,643,643,-61.4941,-66.1049,50.3161,0.125972,643,-243.251,-236.293,105.528,0.00155521,643,-29.002,-28.8856,15.2104,0.00466563,643,-0.20223,-0.1988,0.0615416,0,643,-0.947214,-0.908743,0.403656,0,643,-8.50387,-8.29383,3.62908,0,643,107.322,82.3585,88.3838,0.968896,0,,,,
cand_008,[*:2]n1nnnc1/N=[N+](/[*:1])[O-],azoxy,431,431,431,-62.9633,-66.8449,46.619,0.104408,431,-253.191,-240.332,104.647,0.00232019,431,-29.0909,-28.1055,14.1719,0.00696056,431,-0.20084,-0.1946,0.0567605,0,431,-0.963384,-0.942989,0.371042,0,431,-8.70337,-8.44572,3.30516,0,431,72.2826,40.6359,78.4233,0.930394,0,,,,
cand_008,[*:1]n1nnnc1/N=[N+](/[*:2])[O-],azoxy,187,187,187,-72.418,-80.9949,52.6341,0.0909091,187,-233.422,-226.455,112.382,0,187,-25.641,-22.3674,15.2652,0.0160428,187,-0.217686,-0.2179,0.0737833,0,187,-0.924496,-0.87048,0.438195,0,187,-8.22932,-7.84774,3.84461,0,187,56.5086,25.4794,65.6065,0.877005,0,,,,
cand_008,[*:1]c1nnnn1N[N+](=O)[O-],nitramine,8,8,8,1.28221,-6.79512,29.3884,0.125,8,17.4105,13.5572,31.4788,0.5,8,-4.42664,0,8.52488,0.375,8,-0.006625,-0.0055,0.00804661,0.125,8,-0.196422,-0.0829928,0.221544,0.125,8,-2.1178,-1.00584,2.28611,0.125,8,69.5867,29.2707,85.613,1,0,,,,
cand_008,[*:1]Nn1nnnc1[*:2],azole_ring,5,5,5,-5.51583,-5.7773,3.88278,0,5,28.1044,42.7592,32.5781,0.6,5,1.50538,2.50897,1.37422,0.6,5,-0.00356,-0.0023,0.00546516,0.2,5,-0.0437198,-0.076952,0.0695541,0.2,5,-0.547891,-0.862096,0.810552,0.2,5,41.286,14.8883,59.4739,1,0,,,,
cand_008,[*:1]c1nnnn1N=[N+]=[N-],azide,3,3,3,-51.4853,-72.522,40.6709,0,3,-26.8912,-24.2493,12.1658,0,3,5.65111,8.47667,4.89401,0.666667,3,-0.00836667,-0.0119,0.0066463,0,3,-0.0534131,-0.034575,0.0818453,0.333333,3,-0.764659,-0.60554,0.79862,0,3,0.278067,-4.5278,8.37767,0.333333,0,,,,
cand_008,[*:1]c1nnnn1[*:2],azole_ring,2,2,2,-2.34688,-2.34688,3.19298,0,2,-8.28906,-8.28906,11.2774,0,2,0,0,0,0,2,-0.0061,-0.0061,0.00820244,0,2,-0.112396,-0.112396,0.0433302,0,2,-1.30424,-1.30424,0.461908,0,2,10.7427,10.7427,1.11864,1,0,,,,
cand_008,[*:1]N[N+](=O)[O-],nitramine,2,2,2,32.3137,32.3137,56.7477,0.5,2,39.5845,39.5845,17.1901,1,2,-3.59361,-3.59361,8.63036,0.5,2,-0.00115,-0.00115,0.00162635,0,2,-0.139224,-0.139224,0.308505,0.5,2,-1.49956,-1.49956,3.37828,0.5,2,108.68,108.68,54.0023,1,0,,,,
cand_008,[*:2]c1nnnn1[*:1],azole_ring,1,1,1,-3.67909,-3.67909,0,0,1,-12.9943,-12.9943,0,0,1,0,0,0,0,1,-0.0096,-0.0096,0,0,1,-0.076952,-0.076952,0,0,1,-0.862096,-0.862096,0,0,1,14.8883,14.8883,0,1,0,,,,
cand_008,[*:1]N=[N+]=[N-],azide,1,1,1,-72.522,-72.522,0,0,1,-24.2493,-24.2493,0,0,1,8.47667,8.47667,0,1,1,-0.0007,-0.0007,0,0,1,0.0173708,0.0173708,0,1,1,-0.0575769,-0.0575769,0,0,1,-4.5897,-4.5897,0,0,0,,,,
cand_008,[*:1]/N=[N+](\[*:2])[O-],azoxy,1,1,1,9.32509,9.32509,0,1,1,-33.1845,-33.1845,0,0,1,-6.49731,-6.49731,0,0,1,-0.021,-0.021,0,0,1,-0.357142,-0.357142,0,0,1,-3.86067,-3.86067,0,0,1,25.3195,25.3195,0,1,0,,,,
cand_009,[*:1]/N=[N+](/[O-])c1nnnn1N[*:2],azoxy,1177,1177,1177,-69.5264,-75.9729,48.3919,0.104503,1177,-204.123,-204.788,96.5221,0.0127443,1177,-27.3875,-26.4752,14.158,0,1177,-0.201939,-0.1985,0.0625786,0.000849618,1177,-0.72348,-0.657966,0.413072,0.0101954,1177,-6.09231,-5.57803,3.78234,0.0220901,1177,25.8735,10.4785,39.7844,0.993203,0,,,,
cand_009,[*:2]Nn1nnnc1/N=[N+](/[*:1])[O-],azoxy,668,668,668,-57.8619,-64.7929,44.2029,0.139222,668,-206.291,-205.81,90.1784,0.0134731,668,-28.1735,-26.6533,12.9319,0,668,-0.18897,-0.18905,0.0553253,0.00149701,668,-0.71921,-0.686392,0.370326,0.00748503,668,-6.12876,-5.77293,3.42336,0.0164671,668,29.1063,13.1832,40.3998,0.997006,0,,,,
cand_009,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],azoxy,608,608,608,-64.2524,-69.9179,47.9552,0.115132,608,-219.354,-219.796,88.9675,0.00164474,608,-27.6876,-26.6533,13.8091,0,608,-0.194582,-0.18955,0.0622759,0.00164474,608,-0.718584,-0.668477,0.40939,0.0164474,608,-6.07928,-5.65768,3.75732,0.0296053,608,20.2359,8.3502,30.8687,0.993421,0,,,,
cand_009,[*:1]Nn1nnnc1/N=[N+](/[*:2])[O-],azoxy,509,509,509,-84.8346,-95.8129,49.4162,0.0589391,509,-201.278,-204.643,104.286,0.0117878,509,-26.356,-22.9922,15.5748,0,509,-0.21896,-0.2185,0.0673437,0,509,-0.729085,-0.628756,0.46355,0.0137525,509,-6.04448,-5.257,4.21029,0.0294695,509,21.6309,7.1516,38.5921,0.988212,0,,,,
cand_009,[*:2]n1nnnc1/N=[N+](/[*:1])[O-],azoxy,435,435,435,-60.784,-65.1429,44.8421,0.121839,435,-219.739,-220.171,85.6203,0.00229885,435,-27.7123,-26.6533,13.1682,0,435,-0.188508,-0.1873,0.0581396,0.00229885,435,-0.709106,-0.673566,0.38494,0.0183908,435,-6.02633,-5.70417,3.56014,0.0321839,435,23.2034,10.1114,34.0727,0.990805,0,,,,
cand_009,[*:1]n1nnnc1/N=[N+](/[*:2])[O-],azoxy,173,173,173,-72.9737,-84.8129,54.1763,0.0982659,173,-218.387,-216.235,97.1313,0,173,-27.6253,-23.6574,15.3434,0,173,-0.209856,-0.2089,0.0694958,0,173,-0.742415,-0.635734,0.465596,0.0115607,173,-6.2124,-5.22302,4.22081,0.0231214,173,12.7744,6.1764,18.8448,1,0,,,,
cand_009,[*:1]c1nnnn1N[N+](=O)[O-],nitramine,5,5,5,19.2943,-4.80735,46.9069,0.4,5,-8.18704,-15.9115,23.5263,0.4,5,-8.67731,-8.47667,5.39876,0,5,-0.01388,-0.0118,0.0101704,0.2,5,-0.161758,-0.160406,0.128152,0,5,-1.55614,-1.57329,1.32602,0.2,5,4.82486,4.4094,5.82753,1,0,,,,
cand_009,[*:1]c1nnnn1[*:2],azole_ring,1,1,1,-4.80735,-4.80735,0,0,1,-15.9115,-15.9115,0,0,1,0,0,0,0,1,-0.0118,-0.0118,0,0,1,-0.0519458,-0.0519458,0,0,1,-0.547963,-0.547963,0,0,1,0.0619,0.0619,0,1,0,,,,
cand_009,[*:1]Nn1nnnc1[*:2],azole_ring,1,1,1,-4.80735,-4.80735,0,0,1,-15.9115,-15.9115,0,0,1,0,0,0,0,1,-0.0118,-0.0118,0,0,1,-0.0519458,-0.0519458,0,0,1,-0.547963,-0.547963,0,0,1,0.0619,0.0619,0,1,0,,,,
cand_009,[*:1]N[N+](=O)[O-],nitramine,1,1,1,72.522,72.522,0,1,1,24.2493,24.2493,0,1,1,-8.47667,-8.47667,0,0,1,0.0007,0.0007,0,1,1,-0.0173708,-0.0173708,0,0,1,0.0575769,0.0575769,0,1,1,4.5897,4.5897,0,1,0,,,,
cand_009,[*:1]/N=[N+](\[*:2])[O-],azoxy,1,1,1,9.2638,9.2638,0,1,1,-32.5512,-32.5512,0,0,1,-5.59186,-5.59186,0,0,1,-0.0201,-0.0201,0,0,1,-0.234955,-0.234955,0,0,1,-2.4828,-2.4828,0,0,1,-0.0696,-0.0696,0,0,0,,,,
cand_010,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],azoxy,238,238,238,-109.033,-115.172,39.9321,0.00420168,238,-460.837,-470.817,145.068,0,238,-48.2627,-46.5391,18.5153,0,238,-0.33791,-0.34365,0.0922061,0,238,-1.29856,-1.24912,0.479085,0.00420168,238,-10.1761,-9.70528,3.793,0.00420168,238,115.069,97.5362,90.0238,0.995798,0,,,,
cand_010,[*:1]/[N+]([O-])=N\n1ncnn1,azoxy,147,147,147,-109.634,-117.072,49.6481,0.0136054,147,-440.555,-451.805,148.415,0,147,-44.9659,-42.2628,20.2417,0,147,-0.32312,-0.3358,0.107884,0,147,-1.22947,-1.19507,0.522238,0.0136054,147,-9.64012,-9.2292,4.17043,0.0204082,147,48.7997,20.0807,65.6939,0.918367,0,,,,
cand_010,[*:1]c1nnnn1[*:2],azole_ring,1,1,1,2.37808,2.37808,0,1,1,-81.5056,-81.5056,0,0,1,-2.64856,-2.64856,0,0,1,-0.0145,-0.0145,0,0,1,-0.0257138,-0.0257138,0,0,1,-0.124287,-0.124287,0,0,1,-0.7548,-0.7548,0,0,0,,,,
cand_010,[*:1]n1ncnn1,azole_ring,1,1,1,-25.0708,-25.0708,0,0,1,-30.1782,-30.1782,0,0,1,7.2772,7.2772,0,1,1,-0.0234,-0.0234,0,0,1,0.375079,0.375079,0,1,1,4.3456,4.3456,0,1,1,3.3539,3.3539,0,1,0,,,,
cand_010,[*:1][N+](=O)[O-],nitro,1,1,1,2.37808,2.37808,0,1,1,-81.5056,-81.5056,0,0,1,-2.64856,-2.64856,0,0,1,-0.0145,-0.0145,0,0,1,-0.0257138,-0.0257138,0,0,1,-0.124287,-0.124287,0,0,1,-0.7548,-0.7548,0,0,0,,,,
cand_010,[*:1][H],other,1,1,1,80.4773,80.4773,0,1,1,0.0420782,0.0420782,0,1,1,4.60033,4.60033,0,1,1,-0.0091,-0.0091,0,0,1,0.0931361,0.0931361,0,1,1,0.988435,0.988435,0,1,1,2.4904,2.4904,0,1,0,,,,
cand_010,[*:1]/N=[N+](\[*:2])[O-],azoxy,1,1,1,-23.9122,-23.9122,0,0,1,-162.222,-162.222,0,0,1,-15.7082,-15.7082,0,0,1,-0.0378,-0.0378,0,0,1,-0.271818,-0.271818,0,0,1,-2.35294,-2.35294,0,0,1,5.7057,5.7057,0,1,0,,,,
cand_011,[*:1]/N=[N+](/[O-])n1nnnc1N[*:2],azoxy,917,917,917,-77.014,-80.3358,48.6101,0.0763359,917,-247.287,-247.674,110.769,0.0119956,917,-31.5401,-31.046,14.9038,0.00436205,917,-0.222998,-0.2252,0.0673668,0.00218103,917,-0.955941,-0.935611,0.393762,0.00436205,917,-8.28224,-8.15465,3.46847,0.00545256,917,118.246,109.046,90.012,0.930207,0,,,,
cand_011,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],azoxy,643,643,643,-61.4049,-66.0158,50.3163,0.127527,643,-242.936,-235.978,105.529,0.00311042,643,-29.002,-28.8856,15.2104,0.00466563,643,-0.20193,-0.1985,0.0615431,0.00155521,643,-0.86533,-0.826986,0.403942,0.00622084,643,-7.52472,-7.31621,3.63245,0.00933126,643,95.77,70.8248,88.4044,0.875583,0,,,,
cand_011,[*:2]n1nnnc1/N=[N+](/[*:1])[O-],azoxy,453,453,453,-64.7255,-68.6458,48.3582,0.147903,453,-278.779,-268.853,93.9605,0,453,-31.0921,-31.0076,13.5211,0.00220751,453,-0.218445,-0.2175,0.0615793,0,453,-0.941604,-0.921894,0.368393,0,453,-8.18971,-7.93528,3.27756,0.00220751,453,88.5326,57.0843,90.8452,0.801325,0,,,,
cand_011,[*:1]n1nnnc1/N=[N+](/[*:2])[O-],azoxy,196,196,196,-75.1807,-77.4108,50.7142,0.0765306,196,-238.379,-236.204,100.7,0,196,-24.8489,-22.3674,14.2254,0.00510204,196,-0.221934,-0.2215,0.0702557,0,196,-0.820514,-0.786486,0.427408,0.00510204,196,-7.00702,-6.68711,3.82509,0.0153061,196,70.8665,32.6821,88.9598,0.744898,0,,,,
cand_011,[*:1]n1nnnc1N[N+](=O)[O-],nitramine,8,8,8,1.38245,-6.70602,29.3879,0.25,8,17.7646,14.0293,31.4536,0.625,8,-4.42664,0,8.52488,0.375,8,-0.0062875,-0.0052,0.00808092,0.375,8,-0.104446,0.00116655,0.229338,0.5,8,-1.01798,0.0295426,2.37996,0.5,8,56.6113,17.737,86.8188,0.75,0,,,,
cand_011,[*:1]Nc1nnnn1[*:2],azole_ring,5,5,5,-5.4089,-5.6882,3.91399,0.2,5,28.4821,43.0739,32.5097,0.8,5,1.50538,2.50897,1.37422,0.6,5,-0.0032,-0.002,0.00551135,0.4,5,0.0543885,0.0271737,0.0679687,0.8,5,0.625256,0.222704,0.798804,0.8,5,27.4457,3.3546,61.1176,0.6,0,,,,
cand_011,[*:1]c1nnnn1N=[N+]=[N-],azide,3,3,3,-52.7828,-72.7975,39.269,0,3,-31.3897,-26.627,9.56478,0,3,5.65111,8.47667,4.89401,0.666667,3,-0.0116333,-0.0141,0.00934737,0,3,0.121736,0.093545,0.15861,0.666667,3,1.36782,0.940625,1.74687,0.666667,3,-11.0355,-14.545,7.23848,0,0,,,,
cand_011,[*:1]c1nnnn1[*:2],azole_ring,2,1,2,-5.56444,-5.56444,2.79231,0,2,-19.6533,-19.6533,9.8623,0,2,0,0,0,0,2,-0.0144,-0.0144,0.00721249,0,2,-0.00804211,-0.00804211,0.0181684,0.5,2,-0.005147,-0.005147,0.170657,0.5,2,0.32165,0.32165,4.28924,0.5,0,,,,
cand_011,[*:1]N[N+](=O)[O-],nitramine,2,2,2,-11.3022,-11.3022,7.93939,0,2,23.4785,23.4785,51.1499,0.5,2,-7.05647,-7.05647,13.5276,0.5,2,-0.00645,-0.00645,0.01393,0.5,2,-0.189583,-0.189583,0.30654,0.5,2,-1.92729,-1.92729,3.04055,0.5,2,17.737,17.737,3.88909,1,0,,,,
cand_011,[*:2]c1nnnn1[*:1],azole_ring,1,1,1,0.089106,0.089106,0,1,1,0.314718,0.314718,0,1,1,0,0,0,0,1,0.0003,0.0003,0,1,1,0.0817569,0.0817569,0,1,1,0.977623,0.977623,0,1,1,-11.5337,-11.5337,0,0,0,,,,
cand_011,[*:1]N=[N+]=[N-],azide,1,1,1,-77.4649,-77.4649,0,0,1,-40.5897,-40.5897,0,0,1,8.47667,8.47667,0,1,1,-0.0128,-0.0128,0,0,1,0.190542,0.190542,0,1,1,2.10855,2.10855,0,1,1,-15.7224,-15.7224,0,0,0,,,,
cand_012,[*:1]n1ncnn1,azole_ring,263,263,263,-40.7439,-49.7494,47.6426,0.21673,263,-191.149,-158.245,149.375,0.0874525,263,-21.2139,-21.7555,19.8604,0.125475,263,-0.220374,-0.2201,0.0752667,0.00760456,263,-0.749049,-0.686504,0.433852,0.0342205,263,-5.76491,-5.40763,3.62739,0.0380228,263,1.76597,6.3834,83.6454,0.51711,0,,,,
cand_012,[*:1]NNc1nnnn1[*:2],hydrazo,162,162,162,-81.5638,-83.4644,42.89,0.0308642,162,-265.887,-272.744,165.668,0.0740741,162,-30.3333,-28.3398,18.9714,0.037037,162,-0.32928,-0.3274,0.0995216,0,162,-1.14457,-1.10336,0.425547,0.00617284,162,-8.70771,-8.43056,3.23713,0.00617284,162,-23.9391,-37.0217,90.4052,0.432099,0,,,,
cand_012,[*:1]NNn1ncnn1,hydrazo,141,141,141,-75.8331,-86.1894,53.1922,0.120567,141,-249.627,-287.896,183.295,0.113475,141,-31.2094,-30.5953,22.7598,0.0638298,141,-0.299851,-0.3176,0.117393,0.0070922,141,-1.05871,-1.08004,0.518932,0.0496454,141,-8.00898,-8.13607,4.07542,0.0496454,141,13.9856,41.5918,84.4748,0.617021,0,,,,
cand_012,[*:1]Nn1ncnn1,azole_ring,117,117,117,-56.3365,-63.2494,44.8559,0.128205,117,-274.647,-300.578,167.047,0.0854701,117,-30.4819,-26.0335,22.2864,0.0854701,117,-0.229985,-0.2487,0.0915969,0.017094,117,-0.91176,-0.863623,0.513745,0.0683761,117,-7.13729,-7.04498,4.17738,0.0683761,117,19.7834,49.689,81.0795,0.606838,0,,,,
cand_012,[*:1]Nc1nnnn1[*:2],azole_ring,86,86,86,-55.9354,-66.8444,42.9168,0.127907,86,-268.663,-308.308,145.703,0.0465116,86,-30.6965,-30.7647,16.5602,0.0116279,86,-0.243591,-0.2466,0.0717461,0,86,-0.992422,-0.965078,0.346863,0,86,-7.90404,-7.5179,2.77448,0,86,-34.6657,-44.8387,85.688,0.372093,0,,,,
cand_012,[*:2]c1nnnn1[*:1],azole_ring,81,81,81,-46.9751,-56.9494,40.4201,0.160494,81,-212.053,-189.88,136.257,0.0493827,81,-23.0774,-23.3571,15.8452,0.0864198,81,-0.240032,-0.2407,0.0558236,0,81,-0.860184,-0.815302,0.331322,0,81,-6.75958,-6.61829,2.78587,0,81,-69.516,-84.7852,75.9305,0.197531,0,,,,
cand_012,[*:1]c1nnnn1[*:2],azole_ring,70,70,70,-40.5462,-49.5044,47.9201,0.228571,70,-207.01,-165.037,141.122,0.0285714,70,-25.2742,-23.6993,16.8188,0.0285714,70,-0.227643,-0.22265,0.0680497,0,70,-0.868724,-0.793518,0.360269,0,70,-6.86004,-6.52585,2.98159,0,70,-18.1666,-1.09495,93.736,0.5,0,,,,
cand_012,[*:1]N=[N+]=[N-],azide,1,1,1,-113.529,-113.529,0,0,1,-297.253,-297.253,0,0,1,-15.023,-15.023,0,0,1,-0.1598,-0.1598,0,0,1,-0.488571,-0.488571,0,0,1,-4.03496,-4.03496,0,0,1,-102.279,-102.279,0,0,0,,,,
cand_012,[*:1]NN[*:2],hydrazo,1,1,1,22.1272,22.1272,0,1,1,236.909,236.909,0,1,1,16.9805,16.9805,0,1,1,-0.0275,-0.0275,0,0,1,0.176272,0.176272,0,1,1,1.93536,1.93536,0,1,1,79.9022,79.9022,0,1,0,,,,
cand_013,[*:1]n1cnnn1,azole_ring,257,257,257,-45.0798,-53.2167,48.6025,0.194553,257,-202.196,-180.146,150.83,0.0661479,257,-20.9621,-19.418,19.7031,0.128405,257,-0.231103,-0.2312,0.0755201,0,257,-0.822514,-0.773984,0.42061,0.0194553,257,-6.49348,-6.13267,3.51219,0.0233463,257,33.3096,34.8197,82.7069,0.622568,0,,,,
cand_013,[*:1]NNc1nnn([*:2])n1,hydrazo,158,158,158,-76.8797,-75.3167,48.6822,0.0443038,158,-250.156,-243.797,162.59,0.0506329,158,-30.5936,-27.7225,19.6217,0.0126582,158,-0.32594,-0.3128,0.109299,0.00632911,158,-1.17737,-1.08243,0.463405,0.00632911,158,-9.07011,-8.43063,3.47891,0.0126582,158,48.2468,67.8483,84.7784,0.708861,0,,,,
cand_013,[*:1]NNn1cnnn1,hydrazo,145,145,145,-84.1772,-88.8667,47.5924,0.0413793,145,-256.381,-266.421,174.017,0.0965517,145,-29.9879,-27.1051,23.0463,0.062069,145,-0.316997,-0.332,0.110547,0,145,-1.11705,-1.02658,0.541177,0.0206897,145,-8.52811,-8.34427,4.19861,0.0206897,145,57.3498,71.2098,76.1745,0.744828,0,,,,
cand_013,[*:1]Nn1cnnn1,azole_ring,110,110,110,-67.0695,-68.5867,42.0589,0.0454545,110,-297.124,-331.625,159.321,0.0727273,110,-31.3556,-30.5965,20.7883,0.0636364,110,-0.24949,-0.2572,0.0889843,0,110,-1.0102,-0.957648,0.456663,0.0181818,110,-8.05104,-7.87995,3.67808,0.0181818,110,51.4633,60.2968,73.0837,0.727273,0,,,,
cand_013,[*:1]Nc1nnn([*:2])n1,azole_ring,77,77,77,-51.7729,-59.1867,42.2835,0.142857,77,-234.326,-238.215,152.621,0.0649351,77,-29.5622,-26.0335,17.366,0.012987,77,-0.229744,-0.231,0.0783043,0.012987,77,-0.960982,-0.876483,0.371551,0,77,-7.73647,-7.07147,3.0033,0.012987,77,23.8111,34.1425,91.0724,0.623377,0,,,,
cand_013,[*:2]c1nnn([*:1])n1,azole_ring,72,72,72,-46.6181,-52.8717,40.9447,0.166667,72,-185.376,-150.19,139.471,0.0416667,72,-22.7337,-22.3928,16.9023,0.0694444,72,-0.234915,-0.2263,0.0580672,0,72,-0.871759,-0.822196,0.350863,0,72,-6.92408,-6.85062,3.00671,0,72,5.83758,3.33925,88.9391,0.5,0,,,,
cand_013,[*:1]c1nnn([*:2])n1,azole_ring,70,70,70,-35.2286,-41.6617,40.5044,0.214286,70,-165.668,-144.558,141.847,0.0857143,70,-22.1656,-20.5868,17.5644,0.0571429,70,-0.20386,-0.20635,0.0671534,0.0142857,70,-0.791931,-0.752428,0.369319,0,70,-6.35009,-6.03287,3.06772,0.0142857,70,42.4509,48.1972,86.0709,0.671429,0,,,,
cand_013,[*:1][H],other,1,1,1,-5.60667,-5.60667,0,0,1,-128.792,-128.792,0,0,1,-0.749374,-0.749374,0,0,1,-0.05,-0.05,0,0,1,-0.0812189,-0.0812189,0,0,1,-0.66852,-0.66852,0,0,1,51.7037,51.7037,0,1,0,,,,
cand_013,[*:1]N=[N+]=[N-],azide,1,1,1,-113.407,-113.407,0,0,1,-296.771,-296.771,0,0,1,-15.023,-15.023,0,0,1,-0.1595,-0.1595,0,0,1,-0.594399,-0.594399,0,0,1,-5.15232,-5.15232,0,0,1,-87.4632,-87.4632,0,0,0,,,,
cand_014,[*:1]/N=[N+](\[O-])c1nnnn1[*:2],azoxy,621,621,621,-61.809,-64.9501,48.4413,0.128824,621,-238.591,-234.343,96.6227,0,621,-27.795,-26.072,13.8831,0.00483092,621,-0.201845,-0.1973,0.0572956,0,621,-0.876253,-0.818938,0.380351,0.00322061,621,-7.67895,-7.22826,3.42336,0.00644122,621,43.2272,15.7772,67.054,0.657005,0,,,,
cand_014,[*:2]Nn1nnc(/N=[N+](\[*:1])[O-])n1,azoxy,494,494,494,-58.6949,-66.3651,45.7549,0.12753,494,-236.049,-237.291,115.972,0.0242915,494,-32.4775,-30.3382,15.0694,0.00607287,494,-0.194595,-0.1969,0.0622951,0.00809717,494,-0.940199,-0.925535,0.384937,0.0121457,494,-8.27889,-8.13449,3.41659,0.00809717,494,132.894,126.999,88.01,0.979757,0,,,,
cand_014,[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,azoxy,465,465,465,-55.8157,-62.0901,49.5392,0.152688,465,-242.279,-233.579,105.441,0.00430108,465,-30.5373,-29.3394,15.4366,0.00215054,465,-0.1922,-0.1908,0.0585596,0.00430108,465,-0.892189,-0.876555,0.398056,0.00860215,465,-7.83399,-7.69986,3.57617,0.00645161,465,106.387,83.8095,89.4644,0.931183,0,,,,
cand_014,[*:1]Nn1nnc(/N=[N+](\[*:2])[O-])n1,azoxy,423,423,423,-92.2536,-98.6801,45.565,0.0307329,423,-238.676,-238.034,104.538,0.00236407,423,-30.4454,-31.046,14.6499,0.00236407,423,-0.240326,-0.2406,0.0647734,0,423,-0.967225,-0.948567,0.403812,0,423,-8.30144,-8.22817,3.53207,0,423,113.226,93.0951,91.245,0.943262,0,,,,
cand_014,[*:1]n1nnc(/N=[N+](\[*:2])[O-])n1,azoxy,178,178,178,-65.7461,-70.3651,51.7651,0.106742,178,-208.417,-207.69,102.18,0.00561798,178,-24.9913,-22.2758,13.8607,0.011236,178,-0.200935,-0.19405,0.0686235,0,178,-0.783326,-0.721992,0.40973,0.011236,178,-6.74229,-6.30734,3.66951,0.011236,178,88.1851,62.2207,84.3688,0.893258,0,,,,
cand_014,[*:1]c1nnnn1N=[N+]=[N-],azide,2,2,2,-76.1747,-76.1747,2.14409,0,2,-35.6896,-35.6896,7.09638,0,2,8.47667,8.47667,0,1,2,-0.0093,-0.0093,0.00523259,0,2,0.114209,0.114209,0.108552,1,2,1.16422,1.16422,1.277,1,2,-9.8628,-9.8628,0.732563,0,0,,,,
cand_014,[*:1]N[N+](=O)[O-],nitramine,2,2,2,30.5821,30.5821,58.4883,0.5,2,32.4509,32.4509,10.8338,1,2,-3.59361,-3.59361,8.63036,0.5,2,-0.00605,-0.00605,0.00601041,0,2,-0.135768,-0.135768,0.183455,0,2,-1.43497,-1.43497,1.9068,0,2,124.755,124.755,150.427,1,0,,,,
cand_014,[*:1]c1nnn(N[N+](=O)[O-])n1,nitramine,1,1,1,-10.7754,-10.7754,0,0,1,40.1115,40.1115,0,1,1,2.50897,2.50897,0,1,1,-0.0103,-0.0103,0,0,1,-0.00604553,-0.00604553,0,0,1,-0.0866628,-0.0866628,0,0,1,18.3874,18.3874,0,1,0,,,,
cand_014,[*:1]Nn1nnc([*:2])n1,azole_ring,1,1,1,-10.7754,-10.7754,0,0,1,40.1115,40.1115,0,1,1,2.50897,2.50897,0,1,1,-0.0103,-0.0103,0,0,1,-0.00604553,-0.00604553,0,0,1,-0.0866628,-0.0866628,0,0,1,18.3874,18.3874,0,1,0,,,,
cand_014,[*:1]N=[N+]=[N-],azide,1,1,1,-74.4045,-74.4045,0,0,1,-29.8305,-29.8305,0,0,1,8.47667,8.47667,0,1,1,-0.0049,-0.0049,0,0,1,0.0504541,0.0504541,0,1,1,0.365037,0.365037,0,1,1,-10.4919,-10.4919,0,0,0,,,,
cand_015,[*:1]/N=[N+](/[O-])c1nnnn1N[*:2],azoxy,1196,1196,1196,-67.1914,-71.2106,49.4437,0.102843,1196,-202.298,-206.171,95.7046,0.00752508,1196,-27.648,-26.6533,13.7749,0,1196,-0.198827,-0.19355,0.0613021,0,1196,-0.685602,-0.641263,0.400659,0.0167224,1196,-5.64354,-5.34269,3.68388,0.0401338,1196,28.9226,10.1166,47.5692,1,0,,,,
cand_015,[*:2]Nn1nnc(/N=[N+](/[*:1])[O-])n1,azoxy,669,669,669,-52.9682,-59.9856,44.2264,0.153961,669,-190.071,-189.058,90.4632,0.0224215,669,-28.1314,-26.6533,12.9681,0,669,-0.176887,-0.1772,0.0557646,0.00298954,669,-0.666189,-0.634112,0.371092,0.0179372,669,-5.57164,-5.21342,3.42899,0.0239163,669,29.0009,13.0897,40.3852,0.994021,0,,,,
cand_015,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],azoxy,630,630,630,-60.5314,-67.6806,48.4313,0.125397,630,-212.667,-212.621,89.3266,0,630,-27.8715,-26.6533,13.8393,0,630,-0.189437,-0.18565,0.0588085,0,630,-0.68121,-0.64154,0.403865,0.015873,630,-5.64746,-5.3728,3.74628,0.047619,630,18.6172,7.306,31.1991,0.996825,0,,,,
cand_015,[*:1]Nn1nnc(/N=[N+](/[*:2])[O-])n1,azoxy,509,509,509,-80.018,-91.0056,49.4321,0.0609037,509,-185.335,-188.731,104.344,0.0294695,509,-26.356,-22.9922,15.5748,0,509,-0.207137,-0.2067,0.0674171,0.00196464,509,-0.677037,-0.576811,0.463705,0.0176817,509,-5.49544,-4.70904,4.21176,0.0687623,509,21.5689,7.0897,38.5921,0.976424,0,,,,
