pair_id,candidate_id,neighbor_id,context_smiles,candidate_frag,neighbor_frag,d_Hf,d_Q,d_OBgood,d_Pe,d_D,d_P,d_IS,d_nu
130036956,cand_028,cand_026,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],4.20745,13.926,0,0.0103,0.0895542,1.01974,0.7744,
135713376,cand_004,cand_015,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,0.224648,0.743547,0,0.0006,-0.14336,-1.73647,-0.3391,
135713376,cand_015,cand_004,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],-0.224648,-0.743547,0,-0.0006,0.14336,1.73647,0.3391,
96022272,cand_035,cand_001,[*:1]N=[N+]=[N-].[*:2]n1nnnc1[N+](=O)[O-],[*:1]c1nnn(/N=[N+](/[*:2])[O-])n1,[*:1]n1nnnc1/N=[N+](/[*:2])[O-],8.26806,30.8383,0,0.022,0.182657,2.0152,27.481,
96022272,cand_001,cand_035,[*:1]N=[N+]=[N-].[*:2]n1nnnc1[N+](=O)[O-],[*:1]n1nnnc1/N=[N+](/[*:2])[O-],[*:1]c1nnn(/N=[N+](/[*:2])[O-])n1,-8.26806,-30.8383,0,-0.022,-0.182657,-2.0152,-27.481,
96025416,cand_035,cand_021,[*:1]N=[N+]=[N-].[*:2]n1nnnc1[N+](=O)[O-],[*:1]c1nnn(/N=[N+](/[*:2])[O-])n1,[*:1]n1nnc(/N=[N+](/[*:2])[O-])n1,3.49836,13.0482,0,0.0093,0.0621485,0.668243,10.6967,
96025416,cand_021,cand_035,[*:1]N=[N+]=[N-].[*:2]n1nnnc1[N+](=O)[O-],[*:1]n1nnc(/N=[N+](/[*:2])[O-])n1,[*:1]c1nnn(/N=[N+](/[*:2])[O-])n1,-3.49836,-13.0482,0,-0.0093,-0.0621485,-0.668243,-10.6967,
96028554,cand_034,cand_035,[*:2]N=[N+]=[N-].[*:1]n1nnnc1[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:2]c1nnn(/N=[N+](/[*:1])[O-])n1,1.00339,3.74245,0,0.0026,-0.0686986,-0.819633,0.5051,
96028554,cand_035,cand_034,[*:2]N=[N+]=[N-].[*:1]n1nnnc1[N+](=O)[O-],[*:2]c1nnn(/N=[N+](/[*:1])[O-])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],-1.00339,-3.74245,0,-0.0026,0.0686986,0.819633,-0.5051,
214357296,cand_010,cand_049,[*:2][N+](=O)[O-].[*:1]n1ncnn1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:2]c1nnn(/N=[N+](/[*:1])[O-])n1,-6.70494,-29.5242,0,-0.0211,0.149439,1.86626,31.9094,
214357296,cand_049,cand_010,[*:2][N+](=O)[O-].[*:1]n1ncnn1,[*:2]c1nnn(/N=[N+](/[*:1])[O-])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],6.70494,29.5242,0,0.0211,-0.149439,-1.86626,-31.9094,
96028560,cand_034,cand_050,[*:2]N=[N+]=[N-].[*:1]n1nnnc1[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]NNc1nnnn1[*:2],-14.6668,-99.8667,-12.9203,-0.0035,-0.204546,-1.94556,15.4831,
96028560,cand_050,cand_034,[*:2]N=[N+]=[N-].[*:1]n1nnnc1[N+](=O)[O-],[*:1]NNc1nnnn1[*:2],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],14.6668,99.8667,12.9203,0.0035,0.204546,1.94556,-15.4831,
96031692,cand_050,cand_035,[*:2]N=[N+]=[N-].[*:1]n1nnnc1[N+](=O)[O-],[*:1]NNc1nnnn1[*:2],[*:2]c1nnn(/N=[N+](/[*:1])[O-])n1,15.6702,103.609,12.9203,0.0061,0.135847,1.12593,-14.978,
96031692,cand_035,cand_050,[*:2]N=[N+]=[N-].[*:1]n1nnnc1[N+](=O)[O-],[*:2]c1nnn(/N=[N+](/[*:1])[O-])n1,[*:1]NNc1nnnn1[*:2],-15.6702,-103.609,-12.9203,-0.0061,-0.135847,-1.12593,14.978,
128729334,cand_031,cand_056,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],-3.02334,-10.6783,0,-0.0079,0.0403891,0.527422,-1.1293,
128729334,cand_056,cand_031,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],3.02334,10.6783,0,0.0079,-0.0403891,-0.527422,1.1293,
134471454,cand_008,cand_011,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],-0.089106,-0.314718,0,-0.0003,-0.0817569,-0.977623,11.5337,
134471454,cand_011,cand_008,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],0.089106,0.314718,0,0.0003,0.0817569,0.977623,-11.5337,
185909232,cand_030,cand_021,[*:2][N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],1.73506,6.47146,0,0.0046,-0.149957,-1.80855,-117.016,
185909232,cand_021,cand_030,[*:2][N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],-1.73506,-6.47146,0,-0.0046,0.149957,1.80855,117.016,
198551574,cand_007,cand_001,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],2.03564,7.59256,0,0.0054,-0.133505,-1.64416,-120.345,
198551574,cand_001,cand_007,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],-2.03564,-7.59256,0,-0.0054,0.133505,1.64416,120.345,
128729340,cand_031,cand_058,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-4.19867,-14.8295,0,-0.0109,-0.111738,-1.24054,-10.0796,
128729340,cand_058,cand_031,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],4.19867,14.8295,0,0.0109,0.111738,1.24054,10.0796,
134471466,cand_008,cand_025,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-3.67909,-12.9943,0,-0.0096,-0.076952,-0.862096,14.8883,
134471466,cand_025,cand_008,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],3.67909,12.9943,0,0.0096,0.076952,0.862096,-14.8883,
185914848,cand_030,cand_057,[*:2][N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-3.3076,-12.3367,0,-0.0087,-0.10301,-1.17186,-91.7608,
185914848,cand_057,cand_030,[*:2][N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],3.3076,12.3367,0,0.0087,0.10301,1.17186,91.7608,
198557094,cand_007,cand_024,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-2.40775,-8.98047,0,-0.0064,-0.16315,-1.92331,-140.243,
198557094,cand_024,cand_007,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],2.40775,8.98047,0,0.0064,0.16315,1.92331,140.243,
128729346,cand_061,cand_031,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],2.87964,10.1707,0,0.0075,-0.165703,-2.02827,-31.626,
128729346,cand_031,cand_061,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,-2.87964,-10.1707,0,-0.0075,0.165703,2.02827,31.626,
130033176,cand_028,cand_015,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],4.46159,14.7671,0,0.011,-0.0509584,-0.682426,-0.3727,
130033176,cand_015,cand_028,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,-4.46159,-14.7671,0,-0.011,0.0509584,0.682426,0.3727,
128733138,cand_058,cand_056,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],1.17533,4.15119,0,0.003,0.152127,1.76797,8.9503,
128733138,cand_056,cand_058,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-1.17533,-4.15119,0,-0.003,-0.152127,-1.76797,-8.9503,
134475318,cand_025,cand_011,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],3.58998,12.6796,0,0.0093,-0.00480488,-0.115526,-3.3546,
134475318,cand_011,cand_025,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-3.58998,-12.6796,0,-0.0093,0.00480488,0.115526,3.3546,
143166690,cand_023,cand_017,[*:2]N[N+](=O)[O-].[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],-0.03012,-0.0996922,0,0,0.0241574,0.29089,-0.3843,
143166690,cand_017,cand_023,[*:2]N[N+](=O)[O-].[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,0.03012,0.0996922,0,0,-0.0241574,-0.29089,0.3843,
185909250,cand_057,cand_021,[*:2][N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],5.04267,18.8082,0,0.0133,-0.046947,-0.636698,-25.255,
185909250,cand_021,cand_057,[*:2][N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-5.04267,-18.8082,0,-0.0133,0.046947,0.636698,25.255,
198551598,cand_024,cand_001,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],4.44339,16.573,0,0.0118,0.0296455,0.279145,19.8986,
198551598,cand_001,cand_024,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-4.44339,-16.573,0,-0.0118,-0.0296455,-0.279145,-19.8986,
128733144,cand_061,cand_056,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],-0.143699,-0.507537,0,-0.0004,-0.125314,-1.50085,-32.7553,
128733144,cand_056,cand_061,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,0.143699,0.507537,0,0.0004,0.125314,1.50085,32.7553,
128736936,cand_061,cand_058,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-1.31902,-4.65873,0,-0.0034,-0.277442,-3.26882,-41.7056,
128736936,cand_058,cand_061,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,1.31902,4.65873,0,0.0034,0.277442,3.26882,41.7056,
130033170,cand_015,cand_026,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],-0.254141,-0.841164,0,-0.0007,0.140513,1.70216,1.1471,
130033170,cand_026,cand_015,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],0.254141,0.841164,0,0.0007,-0.140513,-1.70216,-1.1471,
135713364,cand_009,cand_004,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],-5.032,-16.6551,0,-0.0124,0.0914139,1.18851,0.401,
135713364,cand_004,cand_009,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],5.032,16.6551,0,0.0124,-0.0914139,-1.18851,-0.401,
130033188,cand_015,cand_040,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,-3.28627,-10.877,0,-0.0081,-0.0130027,-0.103794,0.1111,
130033188,cand_040,cand_015,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],3.28627,10.877,0,0.0081,0.0130027,0.103794,-0.1111,
135717024,cand_009,cand_019,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,-5.54342,-18.3478,0,-0.0137,0.00733394,0.175727,0.3216,
135717024,cand_019,cand_009,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],5.54342,18.3478,0,0.0137,-0.00733394,-0.175727,-0.3216,
130036950,cand_028,cand_026,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],4.20745,13.926,0,0.0103,0.0895542,1.01974,0.7744,
130036950,cand_026,cand_028,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,-4.20745,-13.926,0,-0.0103,-0.0895542,-1.01974,-0.7744,
130036962,cand_040,cand_026,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],3.03213,10.0358,0,0.0074,0.153515,1.80596,1.036,
130036962,cand_026,cand_040,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,-3.03213,-10.0358,0,-0.0074,-0.153515,-1.80596,-1.036,
135713382,cand_019,cand_004,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,[*:1]/N=[N+](\[O-])n1nnnc1[*:2],0.51142,1.69272,0,0.0013,0.08408,1.01278,0.0794,
135713382,cand_004,cand_019,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,-0.51142,-1.69272,0,-0.0013,-0.08408,-1.01278,-0.0794,
130040724,cand_028,cand_040,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,1.17532,3.89013,0,0.0029,-0.0639611,-0.78622,-0.2616,
130040724,cand_040,cand_028,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,[*:1]/N=[N+](/[O-])c1nnn([*:2])n1,-1.17532,-3.89013,0,-0.0029,0.0639611,0.78622,0.2616,
130044486,cand_040,cand_028,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,-1.17532,-3.89013,0,-0.0029,0.0639611,0.78622,0.2616,
130044486,cand_028,cand_040,[*:2]N[N+](=O)[O-].[*:1]c1nnn(N[N+](=O)[O-])n1,[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,1.17532,3.89013,0,0.0029,-0.0639611,-0.78622,-0.2616,
135724302,cand_019,cand_015,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,0.736068,2.43626,0,0.0019,-0.0592797,-0.72369,-0.2597,
135724302,cand_015,cand_019,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:2]n1nnc(/N=[N+](/[*:1])[O-])n1,[*:1]/N=[N+](\[O-])n1nnc([*:2])n1,-0.736068,-2.43626,0,-0.0019,0.0592797,0.72369,0.2597,
134471460,cand_008,cand_014,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-2.92482,-10.3303,0,-0.0076,-0.0850291,-0.970577,5.9641,
134471460,cand_014,cand_008,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],2.92482,10.3303,0,0.0076,0.0850291,0.970577,-5.9641,
198557106,cand_007,cand_032,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-5.88729,-21.9585,0,-0.0156,-0.169996,-1.94649,-122.514,
198557106,cand_032,cand_007,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])c1nnnn1[*:2],5.88729,21.9585,0,0.0156,0.169996,1.94649,122.514,
134475312,cand_011,cand_014,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-2.83572,-10.0156,0,-0.0073,-0.00327222,0.00704547,-5.5696,
134475312,cand_014,cand_011,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],2.83572,10.0156,0,0.0073,0.00327222,-0.00704547,5.5696,
143166702,cand_017,cand_040,[*:2]N[N+](=O)[O-].[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-2.51443,-8.32235,0,-0.0062,-0.0593658,-0.672337,-0.1001,
143166702,cand_040,cand_017,[*:2]N[N+](=O)[O-].[*:1]n1nnc(N[N+](=O)[O-])n1,[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],2.51443,8.32235,0,0.0062,0.0593658,0.672337,0.1001,
148515162,cand_002,cand_026,[*:2]N[N+](=O)[O-].[*:1]n1nnnc1N[N+](=O)[O-],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-4.69691,-15.546,0,-0.0116,-0.104856,-1.21441,-0.3694,
148515162,cand_026,cand_002,[*:2]N[N+](=O)[O-].[*:1]n1nnnc1N[N+](=O)[O-],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],4.69691,15.546,0,0.0116,0.104856,1.21441,0.3694,
198551610,cand_001,cand_032,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnnc1[*:2],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-7.92293,-29.5511,0,-0.021,-0.0364915,-0.302321,-2.1692,
198551610,cand_032,cand_001,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])n1nnnc1[*:2],7.92293,29.5511,0,0.021,0.0364915,0.302321,2.1692,
134479164,cand_025,cand_014,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,0.754266,2.66403,0,0.002,-0.0080771,-0.108481,-8.9242,
134479164,cand_014,cand_025,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,-0.754266,-2.66403,0,-0.002,0.0080771,0.108481,8.9242,
143174286,cand_023,cand_040,[*:2]N[N+](=O)[O-].[*:1]n1nnc(N[N+](=O)[O-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-2.54455,-8.42204,0,-0.0062,-0.0352084,-0.381447,-0.4844,
143174286,cand_040,cand_023,[*:2]N[N+](=O)[O-].[*:1]n1nnc(N[N+](=O)[O-])n1,[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,2.54455,8.42204,0,0.0062,0.0352084,0.381447,0.4844,
198579030,cand_024,cand_032,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,-3.47954,-12.978,0,-0.0092,-0.00684598,-0.0231765,17.7294,
198579030,cand_032,cand_024,[*:2][N+](=O)[O-].[*:1]c1nnnn1N=[N+]=[N-],[*:2]n1nnc(/N=[N+](\[*:1])[O-])n1,[*:1]/N=[N+](/[O-])n1nnc([*:2])n1,3.47954,12.978,0,0.0092,0.00684598,0.0231765,-17.7294,
135713388,cand_041,cand_004,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=N/c1nnnn1[*:2],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],-14.2958,15.8961,5.59186,0.0077,0.326369,3.6713,0.4706,
135713388,cand_004,cand_041,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]/N=N/c1nnnn1[*:2],14.2958,-15.8961,-5.59186,-0.0077,-0.326369,-3.6713,-0.4706,
135713394,cand_041,cand_004,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=N\c1nnnn1[*:2],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],-14.2958,15.8961,5.59186,0.0077,0.326369,3.6713,0.4706,
135713394,cand_004,cand_041,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](\[O-])n1nnnc1[*:2],[*:1]/N=N\c1nnnn1[*:2],14.2958,-15.8961,-5.59186,-0.0077,-0.326369,-3.6713,-0.4706,
135717030,cand_041,cand_009,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=N/c1nnnn1[*:2],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],-9.2638,32.5512,5.59186,0.0201,0.234955,2.4828,0.0696,
135717030,cand_009,cand_041,[*:2]N[N+](=O)[O-].[*:1]c1nnnn1N[N+](=O)[O-],[*:1]/N=[N+](/[O-])c1nnnn1[*:2],[*:1]/N=N/c1nnnn1[*:2],9.2638,-32.5512,-5.59186,-0.0201,-0.234955,-2.4828,-0.0696,
