pair_id,candidate_id,neighbor_id,context_smiles,candidate_frag,neighbor_frag,d_Hf,d_Q,d_OBgood,d_Pe,d_D,d_P,d_IS,d_nu
0,cand_061,cand_028,[*:1]/N=[N+](/[O-])c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,-74.3066,-28.4938,8.47667,-0.0041,-0.00628501,-0.320522,-45.7328,
0,cand_028,cand_061,[*:1]/N=[N+](/[O-])c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])n1,74.3066,28.4938,-8.47667,0.0041,0.00628501,0.320522,45.7328,
48,cand_031,cand_015,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,-72.7247,-23.8974,8.47667,-0.0006,0.10846,1.02532,-14.4795,
48,cand_015,cand_031,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])n1,72.7247,23.8974,-8.47667,0.0006,-0.10846,-1.02532,14.4795,
6,cand_029,cand_006,[*:1]/N=[N+](/[O-])c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],3.42557,12.9693,0,0.0094,-0.00685105,-0.134503,-166.592,
6,cand_006,cand_029,[*:1]/N=[N+](/[O-])c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-3.42557,-12.9693,0,-0.0094,0.00685105,0.134503,166.592,
30,cand_031,cand_008,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],4.60466,16.2634,0,0.0119,0.143035,1.63086,-9.9517,
30,cand_008,cand_031,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-4.60466,-16.2634,0,-0.0119,-0.143035,-1.63086,9.9517,
72,cand_030,cand_007,[*:1]/N=[N+](/[O-])c1nnnn1[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],4.46912,16.669,0,0.0119,0.104057,1.18257,20.113,
72,cand_007,cand_030,[*:1]/N=[N+](/[O-])c1nnnn1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-4.46912,-16.669,0,-0.0119,-0.104057,-1.18257,-20.113,
168,cand_058,cand_025,[*:1]/N=[N+](/[O-])n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],5.12424,18.0986,0,0.0132,0.177821,2.00931,15.0162,
168,cand_025,cand_058,[*:1]/N=[N+](/[O-])n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-5.12424,-18.0986,0,-0.0132,-0.177821,-2.00931,-15.0162,
180,cand_057,cand_024,[*:1]/N=[N+](/[O-])n1nnc([N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],5.36897,20.0253,0,0.0142,0.0439163,0.431112,-28.3693,
180,cand_024,cand_057,[*:1]/N=[N+](/[O-])n1nnc([N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-5.36897,-20.0253,0,-0.0142,-0.0439163,-0.431112,28.3693,
216,cand_056,cand_011,[*:1]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],7.5389,26.627,0,0.0195,0.0208891,0.12582,2.7113,
216,cand_011,cand_056,[*:1]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-7.5389,-26.627,0,-0.0195,-0.0208891,-0.12582,-2.7113,
246,cand_021,cand_001,[*:1]/N=[N+](/[O-])n1nnnc1[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],4.7697,17.7901,0,0.0127,0.120509,1.34695,16.7843,
246,cand_001,cand_021,[*:1]/N=[N+](/[O-])n1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-4.7697,-17.7901,0,-0.0127,-0.120509,-1.34695,-16.7843,
102329466,cand_027,cand_022,[*:1]NNc1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],3.88366,15.5259,0,0.0125,0.151282,1.59681,85.5172,
102329466,cand_022,cand_027,[*:1]NNc1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-3.88366,-15.5259,0,-0.0125,-0.151282,-1.59681,-85.5172,
106865106,cand_022,cand_005,[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],2.2515,9.00098,0,0.0072,-0.0332365,-0.411259,-67.1116,
106865106,cand_005,cand_022,[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N=[N+]=[N-])n1,-2.2515,-9.00098,0,-0.0072,0.0332365,0.411259,67.1116,
12,cand_029,cand_006,[*:1]/N=[N+](/[O-])c1nnnn1N=[N+]=[N-].[*:2]N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],3.42557,12.9693,0,0.0094,-0.00685105,-0.134503,-166.592,
12,cand_006,cand_029,[*:1]/N=[N+](/[O-])c1nnnn1N=[N+]=[N-].[*:2]N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-3.42557,-12.9693,0,-0.0094,0.00685105,0.134503,166.592,
54,cand_031,cand_008,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],4.60466,16.2634,0,0.0119,0.143035,1.63086,-9.9517,
54,cand_008,cand_031,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-4.60466,-16.2634,0,-0.0119,-0.143035,-1.63086,9.9517,
60,cand_015,cand_009,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-].[*:2]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],4.80735,15.9115,0,0.0118,0.0519458,0.547963,-0.0619,
60,cand_009,cand_015,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-].[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-4.80735,-15.9115,0,-0.0118,-0.0519458,-0.547963,0.0619,
78,cand_030,cand_007,[*:1]/N=[N+](/[O-])c1nnnn1[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],4.46912,16.669,0,0.0119,0.104057,1.18257,20.113,
78,cand_007,cand_030,[*:1]/N=[N+](/[O-])c1nnnn1[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-4.46912,-16.669,0,-0.0119,-0.104057,-1.18257,-20.113,
114,cand_047,cand_018,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],3.33898,14.7027,0,0.0105,-0.0808454,-1.00935,-2.2272,
114,cand_018,cand_047,[*:2]/N=[N+](/[O-])n1cnnn1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-3.33898,-14.7027,0,-0.0105,0.0808454,1.00935,2.2272,
174,cand_058,cand_025,[*:1]/N=[N+](/[O-])n1nnc(N[N+](=O)[O-])n1.[*:2]N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],5.12424,18.0986,0,0.0132,0.177821,2.00931,15.0162,
174,cand_025,cand_058,[*:1]/N=[N+](/[O-])n1nnc(N[N+](=O)[O-])n1.[*:2]N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-5.12424,-18.0986,0,-0.0132,-0.177821,-2.00931,-15.0162,
186,cand_057,cand_024,[*:1]/N=[N+](/[O-])n1nnc([N+](=O)[O-])n1.[*:2]N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],5.36897,20.0253,0,0.0142,0.0439163,0.431112,-28.3693,
186,cand_024,cand_057,[*:1]/N=[N+](/[O-])n1nnc([N+](=O)[O-])n1.[*:2]N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-5.36897,-20.0253,0,-0.0142,-0.0439163,-0.431112,28.3693,
228,cand_056,cand_011,[*:1]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],7.5389,26.627,0,0.0195,0.0208891,0.12582,2.7113,
228,cand_011,cand_056,[*:1]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-7.5389,-26.627,0,-0.0195,-0.0208891,-0.12582,-2.7113,
234,cand_017,cand_002,[*:2]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],5.2146,17.2595,0,0.0128,0.199006,2.34804,1.3053,
234,cand_002,cand_017,[*:2]/N=[N+](/[O-])n1nnnc1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-5.2146,-17.2595,0,-0.0128,-0.199006,-2.34804,-1.3053,
282,cand_021,cand_001,[*:1]/N=[N+](/[O-])n1nnnc1[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],4.7697,17.7901,0,0.0127,0.120509,1.34695,16.7843,
282,cand_001,cand_021,[*:1]/N=[N+](/[O-])n1nnnc1[N+](=O)[O-].[*:2]N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-4.7697,-17.7901,0,-0.0127,-0.120509,-1.34695,-16.7843,
318,cand_040,cand_019,[*:1]/N=[N+](\[O-])n1nnc(N[N+](=O)[O-])n1.[*:2]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],2.5502,8.44073,0,0.0062,0.0722824,0.827485,0.1486,
318,cand_019,cand_040,[*:1]/N=[N+](\[O-])n1nnc(N[N+](=O)[O-])n1.[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-2.5502,-8.44073,0,-0.0062,-0.0722824,-0.827485,-0.1486,
390,cand_026,cand_004,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-].[*:2]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],0.029493,0.0976169,0,0.0001,0.00284713,0.0343058,-0.808,
390,cand_004,cand_026,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-].[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-0.029493,-0.0976169,0,-0.0001,-0.00284713,-0.0343058,0.808,
588,cand_061,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:2]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],2.87964,10.1707,0,0.0075,-0.165703,-2.02827,-31.626,
588,cand_031,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-2.87964,-10.1707,0,-0.0075,0.165703,2.02827,31.626,
594,cand_058,cand_056,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],1.17533,4.15119,0,0.003,0.152127,1.76797,8.9503,
594,cand_056,cand_058,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-1.17533,-4.15119,0,-0.003,-0.152127,-1.76797,-8.9503,
630,cand_057,cand_021,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],5.04267,18.8082,0,0.0133,-0.046947,-0.636698,-25.255,
630,cand_021,cand_057,[*:2]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1.[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-5.04267,-18.8082,0,-0.0133,0.046947,0.636698,25.255,
744,cand_028,cand_015,[*:1]/[N+]([O-])=N/c1nnn(N[N+](=O)[O-])n1.[*:2]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],4.46159,14.7671,0,0.011,-0.0509584,-0.682426,-0.3727,
744,cand_015,cand_028,[*:1]/[N+]([O-])=N/c1nnn(N[N+](=O)[O-])n1.[*:2]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-4.46159,-14.7671,0,-0.011,0.0509584,0.682426,0.3727,
984,cand_025,cand_011,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],3.58998,12.6796,0,0.0093,-0.00480488,-0.115526,-3.3546,
984,cand_011,cand_025,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-3.58998,-12.6796,0,-0.0093,0.00480488,0.115526,3.3546,
1008,cand_024,cand_001,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],4.44339,16.573,0,0.0118,0.0296455,0.279145,19.8986,
1008,cand_001,cand_024,[*:2]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-].[*:1][N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-4.44339,-16.573,0,-0.0118,-0.0296455,-0.279145,-19.8986,
1104,cand_023,cand_017,[*:2]/[N+]([O-])=N/n1nnc(N[N+](=O)[O-])n1.[*:1]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],-0.03012,-0.0996922,0,0,0.0241574,0.29089,-0.3843,
1104,cand_017,cand_023,[*:2]/[N+]([O-])=N/n1nnc(N[N+](=O)[O-])n1.[*:1]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,0.03012,0.0996922,0,0,-0.0241574,-0.29089,0.3843,
1146,cand_040,cand_026,[*:2]/[N+]([O-])=N\c1nnn(N[N+](=O)[O-])n1.[*:1]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],3.03213,10.0358,0,0.0074,0.153515,1.80596,1.036,
1146,cand_026,cand_040,[*:2]/[N+]([O-])=N\c1nnn(N[N+](=O)[O-])n1.[*:1]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-3.03213,-10.0358,0,-0.0074,-0.153515,-1.80596,-1.036,
1176,cand_019,cand_004,[*:2]/[N+]([O-])=N\c1nnnn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],0.51142,1.69272,0,0.0013,0.08408,1.01278,0.0794,
1176,cand_004,cand_019,[*:2]/[N+]([O-])=N\c1nnnn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-0.51142,-1.69272,0,-0.0013,-0.08408,-1.01278,-0.0794,
20374416,cand_062,cand_059,[*:2]N.[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],3.06852,13.6896,0,0.0123,0.0918315,0.943215,-83.8371,
20374416,cand_059,cand_062,[*:2]N.[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-3.06852,-13.6896,0,-0.0123,-0.0918315,-0.943215,83.8371,
70108800,cand_027,cand_022,[*:2]N=[N+]=[N-].[*:1]NNc1nnn(N=[N+]=[N-])n1,[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],3.88366,15.5259,0,0.0125,0.151282,1.59681,85.5172,
70108800,cand_022,cand_027,[*:2]N=[N+]=[N-].[*:1]NNc1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-3.88366,-15.5259,0,-0.0125,-0.151282,-1.59681,-85.5172,
70744044,cand_022,cand_005,[*:2]N=[N+]=[N-].[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],2.2515,9.00098,0,0.0072,-0.0332365,-0.411259,-67.1116,
70744044,cand_005,cand_022,[*:2]N=[N+]=[N-].[*:1]NNc1nnnn1N=[N+]=[N-],[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-2.2515,-9.00098,0,-0.0072,0.0332365,0.411259,67.1116,
71157744,cand_013,cand_003,[*:2]N=[N+]=[N-].[*:1]NNn1cnnn1,[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],3.68536,17.6224,0,0.0151,-0.000215165,-0.0870407,-33.3682,
71157744,cand_003,cand_013,[*:2]N=[N+]=[N-].[*:1]NNn1cnnn1,[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-3.68536,-17.6224,0,-0.0151,0.000215165,0.0870407,33.3682,
71289282,cand_042,cand_012,[*:2]N=[N+]=[N-].[*:1]NNn1ncnn1,[*:1]c1nnn([*:2])n1,[*:1]c1nnnn1[*:2],4.01732,19.2097,0,0.0164,0.134681,1.36349,61.9375,
71289282,cand_012,cand_042,[*:2]N=[N+]=[N-].[*:1]NNn1ncnn1,[*:1]c1nnnn1[*:2],[*:1]c1nnn([*:2])n1,-4.01732,-19.2097,0,-0.0164,-0.134681,-1.36349,-61.9375,
18,cand_008,cand_009,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],-72.522,-24.2493,8.47667,-0.0007,0.0173708,-0.0575769,-4.5897,
18,cand_009,cand_008,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],72.522,24.2493,-8.47667,0.0007,-0.0173708,0.0575769,4.5897,
456,cand_029,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],-73.6195,-30.7233,9.6962,-0.0025,0.207484,2.12299,-227.135,
456,cand_031,cand_029,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],73.6195,30.7233,-9.6962,0.0025,-0.207484,-2.12299,227.135,
810,cand_006,cand_008,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],-72.4404,-27.4292,9.6962,0,0.35737,3.88836,-70.4942,
810,cand_008,cand_006,[*:1]/[N+]([O-])=N/c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],72.4404,27.4292,-9.6962,0,-0.35737,-3.88836,70.4942,
119265744,cand_050,cand_037,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnnn1N[N+](=O)[O-],-75.3225,-31.8524,10.1009,-0.0079,0.198264,2.03187,-18.5616,
119265744,cand_037,cand_050,[*:1]NNn1nnnc1[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],75.3225,31.8524,-10.1009,0.0079,-0.198264,-2.03187,18.5616,
24,cand_015,cand_008,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],77.3293,40.1608,-8.47667,0.0125,0.034575,0.60554,4.5278,
24,cand_008,cand_015,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N[N+](=O)[O-])n1,-77.3293,-40.1608,8.47667,-0.0125,-0.034575,-0.60554,-4.5278,
480,cand_061,cand_029,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N=[N+]=[N-],76.4991,40.8941,-9.6962,0.01,-0.373187,-4.15127,195.509,
480,cand_029,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N=[N+]=[N-],[*:1]c1nnn(N[N+](=O)[O-])n1,-76.4991,-40.8941,9.6962,-0.01,0.373187,4.15127,-195.509,
36,cand_015,cand_009,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],4.80735,15.9115,0,0.0118,0.0519458,0.547963,-0.0619,
36,cand_009,cand_015,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,-4.80735,-15.9115,0,-0.0118,-0.0519458,-0.547963,0.0619,
312,cand_040,cand_019,[*:1]/N=[N+](\[O-])n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],2.5502,8.44073,0,0.0062,0.0722824,0.827485,0.1486,
312,cand_019,cand_040,[*:1]/N=[N+](\[O-])n1nnc(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,-2.5502,-8.44073,0,-0.0062,-0.0722824,-0.827485,-0.1486,
372,cand_026,cand_004,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],0.029493,0.0976169,0,0.0001,0.00284713,0.0343058,-0.808,
372,cand_004,cand_026,[*:1]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,-0.029493,-0.0976169,0,-0.0001,-0.00284713,-0.0343058,0.808,
534,cand_061,cand_031,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],2.87964,10.1707,0,0.0075,-0.165703,-2.02827,-31.626,
534,cand_031,cand_061,[*:1]/[N+]([O-])=N/c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,-2.87964,-10.1707,0,-0.0075,0.165703,2.02827,31.626,
738,cand_028,cand_015,[*:1]/[N+]([O-])=N/c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],4.46159,14.7671,0,0.011,-0.0509584,-0.682426,-0.3727,
738,cand_015,cand_028,[*:1]/[N+]([O-])=N/c1nnn(N[N+](=O)[O-])n1,[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N[N+](=O)[O-])n1,-4.46159,-14.7671,0,-0.011,0.0509584,0.682426,0.3727,
42,cand_031,cand_009,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])n1,[*:1]c1nnnn1N[N+](=O)[O-],-67.9173,-7.98589,8.47667,0.0112,0.160406,1.57329,-14.5414,
42,cand_009,cand_031,[*:1]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-],[*:1]c1nnnn1N[N+](=O)[O-],[*:1]c1nnn(N=[N+]=[N-])n1,67.9173,7.98589,-8.47667,-0.0112,-0.160406,-1.57329,14.5414,
66,cand_015,cand_009,[*:2]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nn1nnc([*:2])n1,[*:1]Nn1nnnc1[*:2],4.80735,15.9115,0,0.0118,0.0519458,0.547963,-0.0619,
66,cand_009,cand_015,[*:2]/N=[N+](/[O-])c1nnnn1N[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nn1nnc([*:2])n1,-4.80735,-15.9115,0,-0.0118,-0.0519458,-0.547963,0.0619,
324,cand_040,cand_019,[*:2]/N=[N+](\[O-])n1nnc(N[N+](=O)[O-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnc([*:2])n1,[*:1]Nn1nnnc1[*:2],2.5502,8.44073,0,0.0062,0.0722824,0.827485,0.1486,
324,cand_019,cand_040,[*:2]/N=[N+](\[O-])n1nnc(N[N+](=O)[O-])n1.[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nn1nnc([*:2])n1,-2.5502,-8.44073,0,-0.0062,-0.0722824,-0.827485,-0.1486,
396,cand_026,cand_004,[*:2]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nn1nnc([*:2])n1,[*:1]Nn1nnnc1[*:2],0.029493,0.0976169,0,0.0001,0.00284713,0.0343058,-0.808,
396,cand_004,cand_026,[*:2]/N=[N+](\[O-])n1nnnc1N[N+](=O)[O-].[*:1][N+](=O)[O-],[*:1]Nn1nnnc1[*:2],[*:1]Nn1nnc([*:2])n1,-0.029493,-0.0976169,0,-0.0001,-0.00284713,-0.0343058,0.808,
