id	Hf	Q	OBgood	Pe	D	P	IS
1_00010111_0_05606000	191.0	1624.8885036527859	-18.596001859600182	1.1185	8.96877551116159	36.23839382668202	33.4466
1_00010111_0_06003000	133.14	1394.2604182341015	-52.79781266204686	0.9574	8.000399197625056	27.906832866771946	101.3966
1_00010111_0_06100000	162.26	1322.187208945991	-83.74970259338569	0.987	7.28705674498422	21.6558869211906	149.2729
1_00010111_0_06202000	169.15	1259.053952776795	-63.6717368234878	0.9981	7.896520716102903	26.731168897266354	122.4298
1_00010111_0_06301000	121.76	1305.1358078266635	-70.74950254256025	0.9053	7.349775868441639	22.525820590304715	75.3905
1_00010111_0_06405000	268.66	1657.1180359396044	-28.35471751612675	1.1188	8.568546785821672	32.08367850511308	30.138
1_00010111_0_06505000	188.06	1681.0880881448345	-16.77617782748497	1.1192	8.945053842184835	35.90765271973386	29.9444
1_00010111_0_06600000	184.12	1537.328348090888	-37.47950339658	1.0759999999999998	8.426263765083432	31.10220608435672	45.6018
1_00010111_0_10005000	160.23	1413.4859175976221	-86.09203648662499	0.974	7.057573610668904	19.896931725523032	269.6301
1_00010111_0_10101000	123.68	694.051627384961	-170.5948372615039	0.6983	5.42845590988564	10.414053521278657	32.8931
1_00010111_0_10204000	227.23	1102.1487122277726	-100.88761701508464	0.9584	7.00455747478716	19.414456825966468	222.8259
1_00010111_0_10303000	69.8	1017.8853736686067	-96.62896672888986	0.7514	6.671001447473139	18.073118580147128	158.3551
1_00010111_0_10402000	220.81	1071.0093612067712	-100.88761701508464	0.9313	7.012966651070579	19.627211356082736	256.7643
1_00010111_0_10506000	167.36	1498.7155919655106	-53.30197922790515	1.0202	7.896247038525523	26.50085517534208	132.3848
1_00010111_0_10606000	176.76	1470.1235647925382	-53.29977421623422	1.0365	7.955214560625893	26.983489484871715	139.0324
1_00010111_0_11006000	155.89	1211.0252563118922	-99.9197073779998	0.9685	6.9673075031241405	19.265401476863826	84.3262
1_00010111_0_11101000	115.6	601.3942357715117	-183.123504317969	0.631	5.143346177500465	9.18069742674824	30.4454
1_00010111_0_11203000	98.88	802.7401423301567	-127.06219899579877	0.7373	6.250045945724777	15.151172853147592	300.7618
1_00010111_0_11300000	98.22	865.9533828051285	-133.20752622523173	0.754	6.111689696097928	14.25123809954301	260.681
1_00010111_0_11402000	212.22	963.7602179836513	-116.25794732061763	0.8827	6.673521174652513	17.355153622171496	159.6377
1_00010111_0_11505000	154.33	1474.4778230248667	-69.24771797293045	0.9751	7.418244645815281	22.70416871669333	205.9416
1_00010111_0_11604000	229.73	1302.189531882801	-81.45103510690448	0.9904	7.257204173751784	21.272188178329067	305.8029
1_00010111_0_12004000	233.61	1133.0940486006696	-100.88761701508464	0.9853	7.068724883615039	19.816172962104982	303.0823
1_00010111_0_12102000	138.76	714.5211122554068	-140.0617919670443	0.7421	6.189708841712996	14.69534138293674	216.402
1_00010111_0_12201000	140.29	722.3995880535533	-140.0617919670443	0.7503	6.170143565791488	14.510163197592625	141.789
1_00010111_0_12305000	126.87	1327.7314302011935	-70.74950254256025	0.921	7.4050802253869525	22.935244845267626	98.7721
1_00010111_0_12406000	248.58	1368.1630549252384	-66.12067022315725	1.0367	7.673310347890707	24.459540607965828	74.7156
1_00010111_0_12504000	230.93	1379.6537881116376	-66.88696898514951	0.9848	7.5943090785365985	24.11485270155899	261.1564
1_00010111_0_12600000	162.91	1236.8772125949283	-81.71603677221655	0.9848	7.4239379592735615	22.75283178725266	160.226
1_00010111_0_13003000	74.11	1041.5484899527837	-96.62896672888986	0.7689	6.8207101250947675	19.19775133464136	303.456
1_00010111_0_13103000	63.26	911.7481875923944	-114.18667482285774	0.7291	6.342743049463853	15.878203952193834	185.1662
1_00010111_0_13206000	130.84	1261.5021061491896	-69.66040552307501	0.9378	7.573235584022425	24.26715330598291	221.1445
1_00010111_0_13300000	73.54	1038.419029098496	-96.62896672888986	0.7666	6.7322619465890625	18.4815905975375	256.0078
1_00010111_0_13405000	207.55	1468.0724272060281	-57.10886377156454	0.9786	7.682453184735385	24.79608458330696	31.4513
1_00010111_0_13502000	114.05	1271.0433912889673	-70.74950254256025	0.8817	7.428853126718223	23.387781739896226	81.7989
1_00010111_0_13603000	80.71	1243.5815961181088	-59.467272351848024	0.8632	7.578295108577674	24.58852728055973	50.0498
1_00010111_0_14004000	308.68	1329.543007279149	-82.69802300038766	1.0267	7.294733104200626	21.316252066312767	232.8141
1_00010111_0_14101000	205.65	938.1415081428768	-135.03033620728982	0.8632	6.226961645522653	14.443411561460946	43.9724
1_00010111_0_14201000	216.94	985.19527702089	-116.25794732061763	0.9024	6.701935919714379	17.480362889415062	249.7339
1_00010111_0_14300000	192.46	1208.1043735457395	-88.82452329230026	0.9149	7.11256468088333	20.554395453179428	303.3795
1_00010111_0_14405000	321.25	1556.7240646197145	-54.841968538028574	1.0384	7.772139370302213	25.23767407071859	96.498
1_00010111_0_14504000	313.43	1528.509315016597	-54.841968538028574	1.0196	7.787865515043843	25.496947000573353	262.3897
1_00010111_0_14602000	237.46	1326.3868132842438	-66.12067022315725	1.005	7.7061667288045905	24.95036085183022	131.8908
1_00010111_0_15003000	107.13	1303.118607227432	-71.99014871649145	0.8644	7.34632939280216	22.773211721057386	299.58
1_00010111_0_15106000	153.37	1408.6458269930902	-68.35574708373579	0.9675	7.495264385368251	23.42552016777033	278.9228
1_00010111_0_15201000	128.42	1088.4897937371754	-99.9197073779998	0.8705	6.855943540281997	18.854404791273407	299.8305
1_00010111_0_15301000	94.98	1191.9366803162195	-88.82572392965002	0.8304	6.861855390388737	19.114781544581945	246.0562
1_00010111_0_15406000	247.2	1542.5826684224744	-43.21988114532685	1.0505	8.174032498174059	28.80463123889811	94.2128
1_00010111_0_15504000	238.62	1575.2633216076829	-42.68184243286503	1.0359	8.088653283807009	28.013914975043715	57.1725
1_00010111_0_15601000	150.3	1397.240819191619	-68.35574708373579	0.9597	7.449793978750629	23.053493733451987	92.7994
1_00010111_0_16002000	157.7	1213.7391391393166	-81.71603677221655	0.9664	7.379320344399939	22.45197353210617	162.0027
1_00010111_0_16103000	109.99	1179.8920099092347	-86.60171538013157	0.8807	7.098513209714284	20.69632119001611	295.0532
1_00010111_0_16200000	159.86	1223.3318912821428	-81.71603677221655	0.974	7.409143925578859	22.67871743221005	122.7986
1_00010111_0_16305000	133.54	1458.9861842153796	-44.25594689286372	0.9948	8.061795678164733	28.04323734744319	36.0651
1_00010111_0_16405000	253.05	1562.3355047271743	-43.21988114532685	1.064	8.126213231591509	28.237293742327576	54.6995
1_00010111_0_16502000	158.4	1402.1663526668392	-53.29977421623422	0.9886	7.9579682865151025	27.300988036850942	68.6597
1_00010111_0_16606000	187.74	1521.039810467018	-33.920891634865825	1.084	8.43759241379969	31.06726099064461	36.0593
1_00010111_0_20004000	239.1	1244.4051212657441	-83.27261371916312	1.016	7.450500824196474	22.69946872033142	242.1582
1_00010111_0_20103000	108.35	917.1385569662176	-110.39964672113052	0.7942	6.642562333581022	17.61176202192862	122.1142
1_00010111_0_20200000	158.55	954.3156374142293	-105.9347538220778	0.9011	7.13011737736355	20.77888096151601	287.9773
1_00010111_0_20301000	104.36	895.1138274453523	-110.39964672113052	0.7751	6.605773143461084	17.42641610861861	289.5876
1_00010111_0_20405000	250.52	1521.1758528717214	-50.60301931348571	1.0422	8.009433016108861	27.40930076181693	31.7011
1_00010111_0_20505000	175.31	1574.2173310799606	-36.496350364963504	1.0607	8.423508164731018	31.140684376416157	32.2408
1_00010111_0_20606000	186.13	1479.5031653697213	-38.35515397381523	1.0699	8.418915733475616	31.088599502755645	32.1511
1_00010111_0_21004000	231.05	1120.6771111218898	-100.88761701508464	0.9745	7.064127451845494	19.83282060631226	304.2134
1_00010111_0_21103000	100.47	810.8864687980325	-127.06219899579877	0.7448	6.27595586440712	15.302984013735593	225.9008
1_00010111_0_21205000	163.66	1240.2080293111874	-81.71603677221655	0.9875	7.442391247785665	22.905766392840363	88.8857
1_00010111_0_21301000	96.01	788.0357668818526	-127.06219899579877	0.7238	6.2401924409460126	15.151809839011287	291.5755
1_00010111_0_21402000	222.72	1006.9626548512524	-97.65801609548784	0.9182	7.183431318773103	21.02063804601925	300.6187
1_00010111_0_21500000	151.58	1271.3663666904592	-83.74970259338569	0.949	7.328080931927898	22.22896207633151	164.0732
1_00010111_0_21600000	161.42	1230.2599900519608	-81.71603677221655	0.9795	7.4239853861322045	22.782518499328862	125.4934
1_00010111_0_22003000	126.15	1009.9309376303944	-87.8445152080817	0.8698	7.273339759518134	22.03886869329516	114.5409
1_00010111_0_22104000	234.13	1058.549597612804	-97.65801609548784	0.9653	7.178633014816731	20.721254983242808	294.3535
1_00010111_0_22205000	177.57	1296.2842322249733	-63.6717368234878	1.0276	7.968099505346402	27.26072741360216	50.1872
1_00010111_0_22306000	138.73	1288.9265896101754	-52.85761480013216	0.9542	8.01923216958396	28.118448254164534	176.8556
1_00010111_0_22402000	236.46	1064.3201152270783	-79.21861637484808	0.9662	7.685858214371117	24.917382529012976	305.9809
1_00010111_0_22501000	149.93	1179.2318779588754	-81.71603677221655	0.9389	7.404816021697023	22.838331022158588	223.2014
1_00010111_0_22600000	173.97	1280.3662980191016	-63.6717368234878	1.015	7.918817763639268	26.84887708673265	137.4907
1_00010111_0_23000000	126.98	1105.5993596601447	-90.94716687608448	0.8895	7.2273028137231625	21.683237753817874	172.5988
1_00010111_0_23104000	196.22	1143.353382454877	-86.42030877256155	0.9226	7.221030847755	21.31568112810277	208.7238
1_00010111_0_23202000	121.69	910.3713784743356	-85.2099817407182	0.8278	7.394693517468381	23.255994029824844	261.9485
1_00010111_0_23303000	48.92	1089.3911652187014	-60.26214031035003	0.7662	7.516805706051162	24.683161213250926	61.6562
1_00010111_0_23405000	217.82	1481.6246437149402	-41.08398514655922	1.0165	8.236824289321335	29.60123483390346	39.3178
1_00010111_0_23500000	122.26	1342.9711145052565	-52.79781266204686	0.9222	7.946870146073137	27.598925840491773	105.3523
1_00010111_0_23606000	157.49	1461.097349294794	-30.64600383075048	1.0548	8.61201744712297	33.03666579530249	31.9591
1_00010111_0_24001000	229.25	1111.946451957123	-100.88761701508464	0.9669	7.089846627928746	20.090780007039047	302.7073
1_00010111_0_24101000	218.05	990.2361489554953	-116.25794732061763	0.907	6.715290621978808	17.563238129108587	232.7151
1_00010111_0_24205000	254.34	1467.1332221296846	-50.76343446361293	1.0431	8.113875475267234	28.45768786596797	38.0317
1_00010111_0_24301000	186.58	1099.9631857586535	-86.42030877256155	0.8876	7.1914032799985765	21.255432718235532	232.7755
1_00010111_0_24402000	317.7	1280.1708506265863	-64.47193456098643	1.0404	7.995291458818081	27.308565245931483	196.7668
1_00010111_0_24503000	203.78	1426.1612637670855	-41.08398514655922	0.9785	8.23696245010903	29.850020377082572	38.8337
1_00010111_0_24604000	338.17	1529.425390558379	-40.93188252549715	1.0814	8.296577809926966	29.8099895194384	98.5917
1_00010111_0_25000000	151.72	1362.961515117524	-65.26283587416509	0.9344	7.675275074419358	25.221876183408266	205.2104
1_00010111_0_25106000	156.93	1396.7253340489322	-53.29977421623422	0.9848	7.993397289089267	27.67800245923512	236.3775
1_00010111_0_25206000	162.59	1392.6877495482208	-38.35515397381523	1.0071	8.500899899724775	32.37699086062213	141.312
1_00010111_0_25306000	130.51	1422.753375615492	-29.396634085397224	0.9959	8.641282818338716	33.72353656396058	47.2864
1_00010111_0_25402000	227.32	1359.9747846916514	-50.76343446361293	0.9669	8.067450331974888	28.463520625527412	188.7279
1_00010111_0_25500000	163.61	1525.6937743447245	-36.496350364963504	1.028	8.461579735418299	31.75888426225588	36.8908
1_00010111_0_25604000	248.09	1522.3129155981824	-29.61467272421336	1.062	8.593948514679036	32.761386811399625	49.3487
1_00010111_0_26003000	129.11	1308.0939628863255	-52.83085321827948	0.9357	8.053518409498025	28.585695628356923	149.8212
1_00010111_0_26101000	146.67	1096.4824698356954	-96.99402148919269	0.9246	7.045296267081173	20.006858217603213	290.2045
1_00010111_0_26205000	185.12	1475.7782898395724	-38.35515397381523	1.0672	8.478639858262818	31.74219430295797	30.1677
1_00010111_0_26305000	143.19	1469.347040640847	-29.396634085397224	1.0285	8.616918503926543	33.23016377041049	30.8816
1_00010111_0_26406000	266.12	1524.0775317295065	-30.752474613191534	1.0941	8.686141357208047	33.5945456004356	139.8529
1_00010111_0_26505000	187.14	1612.070545228133	-18.596001859600182	1.1097	8.984898941191577	36.483031369299155	29.8689
1_00010111_0_26601000	167.94	1380.704410232134	-53.29967038361736	1.0036	7.937603588622661	27.007074680336537	106.49
1_00010111_0_30003000	81.55	1172.7300098744868	-76.14062221164713	0.7817	7.09741871067745	21.178849092895025	57.4297
1_00010111_0_30102000	107.71	913.6057682711416	-110.39964672113052	0.7911	6.670012347653412	17.848722988378523	278.002
1_00010111_0_30200000	121.86	1074.9645245018849	-90.94716687608448	0.8648	7.15115343865621	21.156638676409365	136.1504
1_00010111_0_30304000	160.31	1293.5573172189547	-57.38057667479558	0.8663	7.614720733709496	24.85641367323923	98.5234
1_00010111_0_30404000	279.44	1440.3298068676859	-54.66814726232169	0.965	7.72900381921405	25.2526859788378	56.65600000000001
1_00010111_0_30501000	108.37	1308.9914877806195	-71.99014871649145	0.8683	7.313111821198249	22.449239396289727	292.7888
1_00010111_0_30602000	129.36	1309.1946056617066	-52.83085321827948	0.9365	7.935174947881638	27.39026327154607	53.6472
1_00010111_0_31004000	193.69	1214.0420998310406	-88.82452329230026	0.9194	7.076753872609485	20.22228742502926	261.0146
1_00010111_0_31106000	116.12	1205.4145346823216	-86.60171538013157	0.8998	7.1142225747524686	20.72488548359412	128.6363
1_00010111_0_31200000	109.84	925.363330646942	-110.39964672113052	0.8013	6.732591093317732	18.296918162425985	306.3102
1_00010111_0_31303000	31.61	1034.6546025032806	-80.75098415261937	0.7021	6.849669257615267	19.67886122689524	83.4332
1_00010111_0_31405000	204.07	1454.2711184612333	-57.10886377156454	0.9694	7.68652483320891	24.889303742803765	36.9889
1_00010111_0_31505000	128.89	1505.3609637293564	-43.72779447936595	0.9878	8.074139627505232	28.19676080616527	33.0437
1_00010111_0_31600000	124.79	1318.5339948706612	-70.74950254256025	0.9146	7.394680491013753	22.87801440619877	64.0125
1_00010111_0_32001000	113.54	945.7872652903512	-110.39964672113052	0.8190000000000001	6.673407256008947	17.720809386975727	269.7399
1_00010111_0_32103000	75.91	971.380380218108	-93.32995181334007	0.7729	6.94321304051408	20.03280893497012	278.7551
1_00010111_0_32206000	141.89	1301.9758132639574	-52.85761480013216	0.9639	7.945594220304796	27.31972788739663	57.6435
1_00010111_0_32305000	100.39	1359.1148653340347	-42.08311415044714	0.9346	8.168291916305273	29.460971845593786	33.662
1_00010111_0_32402000	199.94	1154.9508020254527	-68.11256497580212	0.9279	7.696523984643388	25.24491423597972	300.9949
1_00010111_0_32504000	206.88	1438.4074516473095	-41.08398514655922	0.9869	8.190039112112585	29.30971675290105	128.0839
1_00010111_0_32604000	215.28	1409.3024893529746	-41.7676673503636	1.0011	8.195988100606186	29.29823393816639	136.8786
1_00010111_0_33004000	171.28	1346.0127277291635	-57.38057667479558	0.9015	7.691081730404253	25.358364774325622	62.8008
1_00010111_0_33105000	91.68	1350.3446477502862	-59.87496698071674	0.8993	7.575018075626525	24.34007540312966	35.8346
1_00010111_0_33206000	106.26	1321.4497132927534	-42.773710619396226	0.9439	8.242705171955103	30.19018318988467	85.0613
1_00010111_0_33302000	44.48	1067.0941733038721	-60.26214031035003	0.7506	7.572548465064088	25.325410035357947	93.4517
1_00010111_0_33400000	167.59	1328.368200401664	-57.38057667479558	0.8897	7.685913947291727	25.384379821576573	142.9615
1_00010111_0_33503000	53.28	1329.370622975863	-31.42595259918816	0.8777	8.368431808262299	31.670407211508426	45.1195
1_00010111_0_33601000	88.26	1274.7606173859178	-59.467272351848024	0.8848	7.634625303363624	24.98287458089709	140.2652
1_00010111_0_34001000	190.35	1197.91851788559	-88.82452329230026	0.9072	7.110597511193747	20.580161397642293	297.386
1_00010111_0_34104000	273.04	1333.1136760285292	-70.91912801708507	0.9631	7.431584973424617	22.762823656299968	301.116
1_00010111_0_34202000	200.64	1158.0875648861806	-68.11256497580212	0.9304	7.725270052631536	25.50456317567927	224.7124
